graph_id,evidence_level,family,p_R,p_G,p_B
RG029,low,M_exact,0.322185,0.36425,0.313565
RG029,low,M_0,0.316292,0.367417,0.316292
RG029,low,M_rho,0.319992,0.365428,0.31458
RG029,low,"M_rho,beta",0.322333,0.361745,0.315921
RG029,low,M_star,0.316292,0.367417,0.316292
RG029,low,M_cluster,0.322185,0.36425,0.313565
RG030,high,M_exact,0.375094,0.556371,0.068535
RG030,high,M_0,0.098391,0.803217,0.098391
RG030,high,M_rho,0.164917,0.761239,0.073844
RG030,high,"M_rho,beta",0.190109,0.694772,0.115118
RG030,high,M_star,0.098391,0.803217,0.098391
RG030,high,M_cluster,0.375094,0.556371,0.068535
RG030,medium,M_exact,0.319631,0.449162,0.231207
RG030,medium,M_0,0.252817,0.494367,0.252817
RG030,medium,M_rho,0.283401,0.482786,0.233813
RG030,medium,"M_rho,beta",0.291214,0.461991,0.246795
RG030,medium,M_star,0.252817,0.494367,0.252817
RG030,medium,M_cluster,0.319631,0.449162,0.231207
RG030,low,M_exact,0.323216,0.363213,0.313571
RG030,low,M_0,0.316292,0.367417,0.316292
RG030,low,M_rho,0.319993,0.365835,0.314172
RG030,low,"M_rho,beta",0.322903,0.36118,0.315917
RG030,low,M_star,0.316292,0.367417,0.316292
RG030,low,M_cluster,0.323216,0.363213,0.313571
RG031,high,M_exact,0.255043,0.738169,0.006789
RG031,high,M_0,0.496277,0.496277,0.007447
RG031,high,M_rho,0.324602,0.668249,0.007149
RG031,high,"M_rho,beta",0.437338,0.546865,0.015797
RG031,high,M_star,0.496277,0.496277,0.007447
RG031,high,M_cluster,0.255043,0.738169,0.006789
RG031,medium,M_exact,0.309895,0.577438,0.112667
RG031,medium,M_0,0.44218,0.44218,0.115641
RG031,medium,M_rho,0.364599,0.520928,0.114474
RG031,medium,"M_rho,beta",0.406047,0.464479,0.129474
RG031,medium,M_star,0.44218,0.44218,0.115641
RG031,medium,M_cluster,0.309895,0.577438,0.112667
RG031,low,M_exact,0.356698,0.37433,0.268973
RG031,low,M_0,0.364822,0.364822,0.270357
RG031,low,M_rho,0.360132,0.370027,0.269841
RG031,low,"M_rho,beta",0.362368,0.362409,0.275222
RG031,low,M_star,0.364822,0.364822,0.270357
RG031,low,M_cluster,0.356698,0.37433,0.268973
RG032,high,M_exact,0.005051,0.571423,0.423525
RG032,high,M_0,0.000201,0.890693,0.109107
RG032,high,M_rho,0.001441,0.858946,0.139614
RG032,high,"M_rho,beta",0.003518,0.836456,0.160026
RG032,high,M_star,0.000201,0.890693,0.109107
RG032,high,M_cluster,0.005051,0.571423,0.423525
RG032,medium,M_exact,0.076682,0.5156,0.407718
RG032,medium,M_0,0.043294,0.632995,0.323711
RG032,medium,M_rho,0.064075,0.593012,0.342914
RG032,medium,"M_rho,beta",0.082546,0.583476,0.333978
RG032,medium,M_star,0.043294,0.632995,0.323711
RG032,medium,M_cluster,0.076682,0.5156,0.407718
RG032,low,M_exact,0.241612,0.400853,0.357535
RG032,low,M_0,0.227872,0.414933,0.357195
RG032,low,M_rho,0.236109,0.408335,0.355556
RG032,low,"M_rho,beta",0.248814,0.399776,0.35141
RG032,low,M_star,0.227872,0.414933,0.357195
RG032,low,M_cluster,0.241612,0.400853,0.357535
RG033,high,M_exact,0.313995,0.395439,0.290566
RG033,high,M_0,0.098391,0.803217,0.098391
RG033,high,M_rho,0.140218,0.665539,0.194243
RG033,high,"M_rho,beta",0.172166,0.632417,0.195417
RG033,high,M_star,0.098391,0.803217,0.098391
RG033,high,M_cluster,0.313995,0.395439,0.290566
RG033,medium,M_exact,0.302101,0.406973,0.290926
RG033,medium,M_0,0.252817,0.494367,0.252817
RG033,medium,M_rho,0.265863,0.447174,0.286963
RG033,medium,"M_rho,beta",0.278565,0.434136,0.287299
RG033,medium,M_star,0.252817,0.494367,0.252817
RG033,medium,M_cluster,0.302101,0.406973,0.290926
RG033,low,M_exact,0.32232,0.35898,0.3187
RG033,low,M_0,0.316292,0.367417,0.316292
RG033,low,M_rho,0.318362,0.362723,0.318915
RG033,low,"M_rho,beta",0.321615,0.358208,0.320178
RG033,low,M_star,0.316292,0.367417,0.316292
RG033,low,M_cluster,0.32232,0.35898,0.3187
RG034,high,M_exact,0.311752,0.405882,0.282366
RG034,high,M_0,0.098391,0.803217,0.098391
RG034,high,M_rho,0.130439,0.702577,0.166984
RG034,high,"M_rho,beta",0.162551,0.653095,0.184354
RG034,high,M_star,0.098391,0.803217,0.098391
RG034,high,M_cluster,0.311752,0.405882,0.282366
RG034,medium,M_exact,0.297357,0.414299,0.288344
RG034,medium,M_0,0.252817,0.494367,0.252817
RG034,medium,M_rho,0.271903,0.445073,0.283024
RG034,medium,"M_rho,beta",0.279586,0.43421,0.286204
RG034,medium,M_star,0.252817,0.494367,0.252817
RG034,medium,M_cluster,0.297357,0.414299,0.288344
RG034,low,M_exact,0.320703,0.360817,0.318481
RG034,low,M_0,0.316292,0.367417,0.316292
RG034,low,M_rho,0.318971,0.362264,0.318765
RG034,low,"M_rho,beta",0.322158,0.357259,0.320583
RG034,low,M_star,0.316292,0.367417,0.316292
RG034,low,M_cluster,0.320703,0.360817,0.318481
RG035,high,M_exact,0.288681,0.422638,0.288681
RG035,high,M_0,0.098391,0.803217,0.098391
RG035,high,M_rho,0.178069,0.643861,0.178069
RG035,high,"M_rho,beta",0.179639,0.640722,0.179639
RG035,high,M_star,0.098391,0.803217,0.098391
RG035,high,M_cluster,0.288681,0.422638,0.288681
RG035,medium,M_exact,0.290553,0.418894,0.290553
RG035,medium,M_0,0.252817,0.494367,0.252817
RG035,medium,M_rho,0.283846,0.432308,0.283846
RG035,medium,"M_rho,beta",0.286198,0.427604,0.286198
RG035,medium,M_star,0.252817,0.494367,0.252817
RG035,medium,M_cluster,0.290553,0.418894,0.290553
RG035,low,M_exact,0.319136,0.361727,0.319136
RG035,low,M_0,0.316292,0.367417,0.316292
RG035,low,M_rho,0.319031,0.361938,0.319031
RG035,low,"M_rho,beta",0.321312,0.357375,0.321312
RG035,low,M_star,0.316292,0.367417,0.316292
RG035,low,M_cluster,0.319136,0.361727,0.319136
RG036,high,M_exact,0.483169,0.459944,0.056887
RG036,high,M_0,0.098391,0.803217,0.098391
RG036,high,M_rho,0.214408,0.724159,0.061434
RG036,high,"M_rho,beta",0.210512,0.679217,0.110271
RG036,high,M_star,0.098391,0.803217,0.098391
RG036,high,M_cluster,0.483169,0.459944,0.056887
RG036,medium,M_exact,0.361902,0.420417,0.217681
RG036,medium,M_0,0.252817,0.494367,0.252817
RG036,medium,M_rho,0.311808,0.468549,0.219642
RG036,medium,"M_rho,beta",0.304296,0.455092,0.240612
RG036,medium,M_star,0.252817,0.494367,0.252817
RG036,medium,M_cluster,0.361902,0.420417,0.217681
RG036,low,M_exact,0.326157,0.361195,0.312648
RG036,low,M_0,0.316292,0.367417,0.316292
RG036,low,M_rho,0.322182,0.364893,0.312925
RG036,low,"M_rho,beta",0.323079,0.360992,0.315929
RG036,low,M_star,0.316292,0.367417,0.316292
RG036,low,M_cluster,0.326157,0.361195,0.312648
RG037,high,M_exact,0.298555,0.40289,0.298555
RG037,high,M_0,0.098391,0.803217,0.098391
RG037,high,M_rho,0.138811,0.722379,0.138811
RG037,high,"M_rho,beta",0.169743,0.660514,0.169743
RG037,high,M_star,0.098391,0.803217,0.098391
RG037,high,M_cluster,0.298555,0.40289,0.298555
RG037,medium,M_exact,0.292885,0.41423,0.292885
RG037,medium,M_0,0.252817,0.494367,0.252817
RG037,medium,M_rho,0.275235,0.44953,0.275235
RG037,medium,"M_rho,beta",0.281101,0.437798,0.281101
RG037,medium,M_star,0.252817,0.494367,0.252817
RG037,medium,M_cluster,0.292885,0.41423,0.292885
RG037,low,M_exact,0.319592,0.360815,0.319592
RG037,low,M_0,0.316292,0.367417,0.316292
RG037,low,M_rho,0.318717,0.362566,0.318717
RG037,low,"M_rho,beta",0.321316,0.357368,0.321316
RG037,low,M_star,0.316292,0.367417,0.316292
RG037,low,M_cluster,0.319592,0.360815,0.319592
RG038,high,M_exact,0.313067,0.395527,0.291406
RG038,high,M_0,0.098391,0.803217,0.098391
RG038,high,M_rho,0.162602,0.648197,0.189201
RG038,high,"M_rho,beta",0.175897,0.629573,0.194531
RG038,high,M_star,0.098391,0.803217,0.098391
RG038,high,M_cluster,0.313067,0.395527,0.291406
RG038,medium,M_exact,0.300241,0.407609,0.292151
RG038,medium,M_0,0.252817,0.494367,0.252817
RG038,medium,M_rho,0.275641,0.441134,0.283225
RG038,medium,"M_rho,beta",0.281282,0.432424,0.286293
RG038,medium,M_star,0.252817,0.494367,0.252817
RG038,medium,M_cluster,0.300241,0.407609,0.292151
RG038,low,M_exact,0.321299,0.35945,0.319251
RG038,low,M_0,0.316292,0.367417,0.316292
RG038,low,M_rho,0.31885,0.362447,0.318703
RG038,low,"M_rho,beta",0.321464,0.358262,0.320274
RG038,low,M_star,0.316292,0.367417,0.316292
RG038,low,M_cluster,0.321299,0.35945,0.319251
RG039,high,M_exact,0.483356,0.459982,0.056662
RG039,high,M_0,0.098391,0.803217,0.098391
RG039,high,M_rho,0.21254,0.717827,0.069633
RG039,high,"M_rho,beta",0.210032,0.677681,0.112287
RG039,high,M_star,0.098391,0.803217,0.098391
RG039,high,M_cluster,0.483356,0.459982,0.056662
RG039,medium,M_exact,0.362697,0.420731,0.216572
RG039,medium,M_0,0.252817,0.494367,0.252817
RG039,medium,M_rho,0.309617,0.465124,0.225259
RG039,medium,"M_rho,beta",0.303601,0.453917,0.242482
RG039,medium,M_star,0.252817,0.494367,0.252817
RG039,medium,M_cluster,0.362697,0.420731,0.216572
RG039,low,M_exact,0.326494,0.361454,0.312052
RG039,low,M_0,0.316292,0.367417,0.316292
RG039,low,M_rho,0.322056,0.364725,0.313219
RG039,low,"M_rho,beta",0.323161,0.361043,0.315796
RG039,low,M_star,0.316292,0.367417,0.316292
RG039,low,M_cluster,0.326494,0.361454,0.312052
RG040,high,M_exact,0.281208,0.281208,0.437583
RG040,high,M_0,0.098391,0.098391,0.803217
RG040,high,M_rho,0.174567,0.174567,0.650866
RG040,high,"M_rho,beta",0.18882,0.18882,0.622359
RG040,high,M_star,0.098391,0.098391,0.803217
RG040,high,M_cluster,0.281208,0.281208,0.437583
RG040,medium,M_exact,0.291161,0.291161,0.417678
RG040,medium,M_0,0.252817,0.252817,0.494367
RG040,medium,M_rho,0.276013,0.276013,0.447974
RG040,medium,"M_rho,beta",0.281687,0.281687,0.436626
RG040,medium,M_star,0.252817,0.252817,0.494367
RG040,medium,M_cluster,0.291161,0.291161,0.417678
RG040,low,M_exact,0.319432,0.319432,0.361137
RG040,low,M_0,0.316292,0.316292,0.367417
RG040,low,M_rho,0.318269,0.318269,0.363461
RG040,low,"M_rho,beta",0.32028,0.32028,0.359441
RG040,low,M_star,0.316292,0.316292,0.367417
RG040,low,M_cluster,0.319432,0.319432,0.361137
RG041,high,M_exact,0.103984,0.885264,0.010752
RG041,high,M_0,0.471143,0.471143,0.057714
RG041,high,M_rho,0.17963,0.792546,0.027824
RG041,high,"M_rho,beta",0.337917,0.597507,0.064576
RG041,high,M_star,0.738377,0.171174,0.090449
RG041,high,M_cluster,0.103984,0.885264,0.010752
RG041,medium,M_exact,0.267089,0.599838,0.133074
RG041,medium,M_0,0.398185,0.398185,0.20363
RG041,medium,M_rho,0.298685,0.537031,0.164284
RG041,medium,"M_rho,beta",0.344627,0.462889,0.192483
RG041,medium,M_star,0.477735,0.277954,0.244311
RG041,medium,M_cluster,0.267089,0.599838,0.133074
RG041,low,M_exact,0.336942,0.375787,0.287271
RG041,low,M_0,0.349546,0.349546,0.300907
RG041,low,M_rho,0.339852,0.367009,0.293139
RG041,low,"M_rho,beta",0.344736,0.356414,0.29885
RG041,low,M_star,0.364418,0.321872,0.31371
RG041,low,M_cluster,0.336942,0.375787,0.287271
RG042,high,M_exact,0.090145,0.008749,0.901106
RG042,high,M_0,0.471143,0.057714,0.471143
RG042,high,M_rho,0.167992,0.018421,0.813587
RG042,high,"M_rho,beta",0.331697,0.055119,0.613184
RG042,high,M_star,0.738377,0.090449,0.171174
RG042,high,M_cluster,0.310416,0.023068,0.666516
RG042,medium,M_exact,0.259069,0.129525,0.611406
RG042,medium,M_0,0.398185,0.20363,0.398185
RG042,medium,M_rho,0.284701,0.146202,0.569097
RG042,medium,"M_rho,beta",0.335897,0.177885,0.486218
RG042,medium,M_star,0.477735,0.244311,0.277954
RG042,medium,M_cluster,0.348233,0.132438,0.519329
RG042,low,M_exact,0.335185,0.286404,0.378411
RG042,low,M_0,0.349546,0.300907,0.349546
RG042,low,M_rho,0.335858,0.288405,0.375737
RG042,low,"M_rho,beta",0.341989,0.295068,0.362943
RG042,low,M_star,0.364418,0.31371,0.321872
RG042,low,M_cluster,0.345729,0.279758,0.374512
RG043,high,M_exact,0.088261,0.007544,0.904195
RG043,high,M_0,0.471143,0.057714,0.471143
RG043,high,M_rho,0.162236,0.012593,0.825171
RG043,high,"M_rho,beta",0.327321,0.0462,0.626479
RG043,high,M_star,0.738377,0.090449,0.171174
RG043,high,M_cluster,0.364635,0.045357,0.590008
RG043,medium,M_exact,0.255834,0.126776,0.61739
RG043,medium,M_0,0.398185,0.20363,0.398185
RG043,medium,M_rho,0.274068,0.132688,0.593244
RG043,medium,"M_rho,beta",0.327883,0.162111,0.510005
RG043,medium,M_star,0.477735,0.244311,0.277954
RG043,medium,M_cluster,0.365665,0.174025,0.46031
RG043,low,M_exact,0.334441,0.285582,0.379977
RG043,low,M_0,0.349546,0.300907,0.349546
RG043,low,M_rho,0.332723,0.284353,0.382923
RG043,low,"M_rho,beta",0.339567,0.290657,0.369777
RG043,low,M_star,0.364418,0.31371,0.321872
RG043,low,M_cluster,0.346349,0.288236,0.365415
RG044,high,M_exact,0.176322,0.787462,0.036215
RG044,high,M_0,0.471143,0.471143,0.057714
RG044,high,M_rho,0.249099,0.707257,0.043644
RG044,high,"M_rho,beta",0.375016,0.549907,0.075077
RG044,high,M_star,0.738377,0.171174,0.090449
RG044,high,M_cluster,0.176322,0.787462,0.036215
RG044,medium,M_exact,0.262752,0.576871,0.160377
RG044,medium,M_0,0.398185,0.398185,0.20363
RG044,medium,M_rho,0.308835,0.513277,0.177888
RG044,medium,"M_rho,beta",0.348936,0.448867,0.202196
RG044,medium,M_star,0.477735,0.277954,0.244311
RG044,medium,M_cluster,0.262752,0.576871,0.160377
RG044,low,M_exact,0.335254,0.37405,0.290697
RG044,low,M_0,0.349546,0.349546,0.300907
RG044,low,M_rho,0.339994,0.36541,0.294596
RG044,low,"M_rho,beta",0.343913,0.355139,0.300948
RG044,low,M_star,0.364418,0.321872,0.31371
RG044,low,M_cluster,0.335254,0.37405,0.290697
RG045,high,M_exact,0.855297,0.007978,0.136725
RG045,high,M_0,0.471143,0.057714,0.471143
RG045,high,M_rho,0.678241,0.018414,0.303345
RG045,high,"M_rho,beta",0.542928,0.057038,0.400034
RG045,high,M_star,0.171174,0.090449,0.738377
RG045,high,M_cluster,0.855297,0.007978,0.136725
RG045,medium,M_exact,0.573101,0.110629,0.31627
RG045,medium,M_0,0.398185,0.20363,0.398185
RG045,medium,M_rho,0.494675,0.142338,0.362987
RG045,medium,"M_rho,beta",0.443447,0.183049,0.373504
RG045,medium,M_star,0.277954,0.244311,0.477735
RG045,medium,M_cluster,0.573101,0.110629,0.31627
RG045,low,M_exact,0.375676,0.283833,0.340491
RG045,low,M_0,0.349546,0.300907,0.349546
RG045,low,M_rho,0.364969,0.290553,0.344478
RG045,low,"M_rho,beta",0.35687,0.299569,0.34356
RG045,low,M_star,0.321872,0.31371,0.364418
RG045,low,M_cluster,0.375676,0.283833,0.340491
RG046,high,M_exact,0.003777,0.090272,0.905951
RG046,high,M_0,0.057714,0.471143,0.471143
RG046,high,M_rho,0.014146,0.287264,0.69859
RG046,high,"M_rho,beta",0.052061,0.395296,0.552643
RG046,high,M_star,0.090449,0.738377,0.171174
RG046,high,M_cluster,0.003777,0.090272,0.905951
RG046,medium,M_exact,0.06929,0.256057,0.674653
RG046,medium,M_0,0.20363,0.398185,0.398185
RG046,medium,M_rho,0.121985,0.341693,0.536321
RG046,medium,"M_rho,beta",0.170411,0.365262,0.464327
RG046,medium,M_star,0.244311,0.477735,0.277954
RG046,medium,M_cluster,0.06929,0.256057,0.674653
RG046,low,M_exact,0.262741,0.323059,0.4142
RG046,low,M_0,0.300907,0.349546,0.349546
RG046,low,M_rho,0.282336,0.337559,0.380105
RG046,low,"M_rho,beta",0.295332,0.340405,0.364263
RG046,low,M_star,0.31371,0.364418,0.321872
RG046,low,M_cluster,0.262741,0.323059,0.4142
RG047,high,M_exact,0.002366,0.089348,0.908286
RG047,high,M_0,0.057714,0.471143,0.471143
RG047,high,M_rho,0.009098,0.268116,0.722786
RG047,high,"M_rho,beta",0.045507,0.385303,0.56919
RG047,high,M_star,0.090449,0.738377,0.171174
RG047,high,M_cluster,0.002366,0.089348,0.908286
RG047,medium,M_exact,0.06087,0.254738,0.684392
RG047,medium,M_0,0.20363,0.398185,0.398185
RG047,medium,M_rho,0.10212,0.3359,0.56198
RG047,medium,"M_rho,beta",0.158051,0.364057,0.477892
RG047,medium,M_star,0.244311,0.477735,0.277954
RG047,medium,M_cluster,0.06087,0.254738,0.684392
RG047,low,M_exact,0.258864,0.32299,0.418147
RG047,low,M_0,0.300907,0.349546,0.349546
RG047,low,M_rho,0.278084,0.337953,0.383963
RG047,low,"M_rho,beta",0.293906,0.34129,0.364804
RG047,low,M_star,0.31371,0.364418,0.321872
RG047,low,M_cluster,0.258864,0.32299,0.418147
RG048,high,M_exact,0.002008,0.059684,0.938308
RG048,high,M_0,0.057714,0.471143,0.471143
RG048,high,M_rho,0.008904,0.170265,0.820831
RG048,high,"M_rho,beta",0.046654,0.337226,0.61612
RG048,high,M_star,0.090449,0.738377,0.171174
RG048,high,M_cluster,0.00672,0.233889,0.759391
RG048,medium,M_exact,0.060069,0.239479,0.700452
RG048,medium,M_0,0.20363,0.398185,0.398185
RG048,medium,M_rho,0.096226,0.288205,0.615568
RG048,medium,"M_rho,beta",0.154647,0.332249,0.513103
RG048,medium,M_star,0.244311,0.477735,0.277954
RG048,medium,M_cluster,0.069807,0.269824,0.660369
RG048,low,M_exact,0.258688,0.32007,0.421242
RG048,low,M_0,0.300907,0.349546,0.349546
RG048,low,M_rho,0.274048,0.330493,0.395458
RG048,low,"M_rho,beta",0.291377,0.335988,0.372635
RG048,low,M_star,0.31371,0.364418,0.321872
RG048,low,M_cluster,0.261869,0.325119,0.413011
RG049,high,M_exact,0.058561,0.000824,0.940615
RG049,high,M_0,0.471143,0.057714,0.471143
RG049,high,M_rho,0.162953,0.006405,0.830643
RG049,high,"M_rho,beta",0.333322,0.04164,0.625038
RG049,high,M_star,0.738377,0.090449,0.171174
RG049,high,M_cluster,0.210294,0.029647,0.760059
RG049,medium,M_exact,0.238057,0.051535,0.710408
RG049,medium,M_0,0.398185,0.20363,0.398185
RG049,medium,M_rho,0.273879,0.080433,0.645688
RG049,medium,"M_rho,beta",0.323775,0.137951,0.538274
RG049,medium,M_star,0.477735,0.244311,0.277954
RG049,medium,M_cluster,0.239393,0.131577,0.62903
RG049,low,M_exact,0.320127,0.253523,0.426349
RG049,low,M_0,0.349546,0.300907,0.349546
RG049,low,M_rho,0.325682,0.266207,0.408111
RG049,low,"M_rho,beta",0.33302,0.285122,0.381858
RG049,low,M_star,0.364418,0.31371,0.321872
RG049,low,M_cluster,0.315634,0.274939,0.409427
RG050,high,M_exact,0.002448,0.059362,0.938189
RG050,high,M_0,0.057714,0.471143,0.471143
RG050,high,M_rho,0.01288,0.155934,0.831186
RG050,high,"M_rho,beta",0.051257,0.319165,0.629578
RG050,high,M_star,0.090449,0.738377,0.171174
RG050,high,M_cluster,0.01343,0.161525,0.825044
RG050,medium,M_exact,0.062475,0.23769,0.699834
RG050,medium,M_0,0.20363,0.398185,0.398185
RG050,medium,M_rho,0.110912,0.275637,0.613451
RG050,medium,"M_rho,beta",0.163694,0.323221,0.513085
RG050,medium,M_star,0.244311,0.477735,0.277954
RG050,medium,M_cluster,0.105121,0.217925,0.676954
RG050,low,M_exact,0.259477,0.31966,0.420863
RG050,low,M_0,0.300907,0.349546,0.349546
RG050,low,M_rho,0.276881,0.328472,0.394647
RG050,low,"M_rho,beta",0.292093,0.335686,0.372221
RG050,low,M_star,0.31371,0.364418,0.321872
RG050,low,M_cluster,0.270324,0.316259,0.413417
RG051,high,M_exact,0.000977,0.057981,0.941042
RG051,high,M_0,0.057714,0.471143,0.471143
RG051,high,M_rho,0.007853,0.147264,0.844883
RG051,high,"M_rho,beta",0.042689,0.313554,0.643757
RG051,high,M_star,0.090449,0.738377,0.171174
RG051,high,M_cluster,0.029647,0.210294,0.760059
RG051,medium,M_exact,0.054019,0.236093,0.709888
RG051,medium,M_0,0.20363,0.398185,0.398185
RG051,medium,M_rho,0.095045,0.260714,0.644241
RG051,medium,"M_rho,beta",0.146269,0.313031,0.5407
RG051,medium,M_star,0.244311,0.477735,0.277954
RG051,medium,M_cluster,0.131577,0.239393,0.62903
RG051,low,M_exact,0.254542,0.319639,0.425819
RG051,low,M_0,0.300907,0.349546,0.349546
RG051,low,M_rho,0.270502,0.323979,0.405519
RG051,low,"M_rho,beta",0.28649,0.332605,0.380905
RG051,low,M_star,0.31371,0.364418,0.321872
RG051,low,M_cluster,0.274939,0.315634,0.409427
RG052,high,M_exact,0.858503,0.005868,0.135628
RG052,high,M_0,0.471143,0.057714,0.471143
RG052,high,M_rho,0.704394,0.012247,0.283359
RG052,high,"M_rho,beta",0.560011,0.04998,0.390009
RG052,high,M_star,0.171174,0.090449,0.738377
RG052,high,M_cluster,0.858503,0.005868,0.135628
RG052,medium,M_exact,0.579975,0.103,0.317024
RG052,medium,M_0,0.398185,0.20363,0.398185
RG052,medium,M_rho,0.519887,0.123203,0.35691
RG052,medium,"M_rho,beta",0.457329,0.170728,0.371943
RG052,medium,M_star,0.277954,0.244311,0.477735
RG052,medium,M_cluster,0.579975,0.103,0.317024
RG052,low,M_exact,0.376656,0.281718,0.341626
RG052,low,M_0,0.349546,0.300907,0.349546
RG052,low,M_rho,0.367647,0.2873,0.345052
RG052,low,"M_rho,beta",0.357271,0.298305,0.344424
RG052,low,M_star,0.321872,0.31371,0.364418
RG052,low,M_cluster,0.376656,0.281718,0.341626
RG053,high,M_exact,0.111789,0.005702,0.882509
RG053,high,M_0,0.471143,0.057714,0.471143
RG053,high,M_rho,0.194408,0.012304,0.793288
RG053,high,"M_rho,beta",0.344863,0.051313,0.603823
RG053,high,M_star,0.738377,0.090449,0.171174
RG053,high,M_cluster,0.373107,0.010279,0.616615
RG053,medium,M_exact,0.30966,0.103858,0.586483
RG053,medium,M_0,0.398185,0.20363,0.398185
RG053,medium,M_rho,0.322105,0.119544,0.558351
RG053,medium,"M_rho,beta",0.345485,0.168071,0.486444
RG053,medium,M_star,0.477735,0.244311,0.277954
RG053,medium,M_cluster,0.395029,0.096457,0.508513
RG053,low,M_exact,0.340656,0.282233,0.377111
RG053,low,M_0,0.349546,0.300907,0.349546
RG053,low,M_rho,0.340321,0.284908,0.374771
RG053,low,"M_rho,beta",0.340296,0.296381,0.363323
RG053,low,M_star,0.364418,0.31371,0.321872
RG053,low,M_cluster,0.360989,0.274403,0.364608
RG054,high,M_exact,0.905948,0.003791,0.090261
RG054,high,M_0,0.471143,0.057714,0.471143
RG054,high,M_rho,0.697915,0.015118,0.286968
RG054,high,"M_rho,beta",0.552264,0.052756,0.39498
RG054,high,M_star,0.171174,0.090449,0.738377
RG054,high,M_cluster,0.905948,0.003791,0.090261
RG054,medium,M_exact,0.67544,0.06904,0.25552
RG054,medium,M_0,0.398185,0.20363,0.398185
RG054,medium,M_rho,0.535563,0.123643,0.340794
RG054,medium,"M_rho,beta",0.464057,0.171653,0.36429
RG054,medium,M_star,0.277954,0.244311,0.477735
RG054,medium,M_cluster,0.67544,0.06904,0.25552
RG054,low,M_exact,0.415256,0.262244,0.3225
RG054,low,M_0,0.349546,0.300907,0.349546
RG054,low,M_rho,0.380254,0.282439,0.337307
RG054,low,"M_rho,beta",0.364538,0.295359,0.340102
RG054,low,M_star,0.321872,0.31371,0.364418
RG054,low,M_cluster,0.415256,0.262244,0.3225
RG055,high,M_exact,0.060748,0.0031,0.936152
RG055,high,M_0,0.471143,0.057714,0.471143
RG055,high,M_rho,0.15478,0.010932,0.834288
RG055,high,"M_rho,beta",0.317929,0.048072,0.633999
RG055,high,M_star,0.738377,0.090449,0.171174
RG055,high,M_cluster,0.233889,0.00672,0.759391
RG055,medium,M_exact,0.242513,0.067406,0.690081
RG055,medium,M_0,0.398185,0.20363,0.398185
RG055,medium,M_rho,0.278643,0.113371,0.607986
RG055,medium,"M_rho,beta",0.323548,0.163292,0.513159
RG055,medium,M_star,0.477735,0.244311,0.277954
RG055,medium,M_cluster,0.269824,0.069807,0.660369
RG055,low,M_exact,0.321604,0.261946,0.41645
RG055,low,M_0,0.349546,0.300907,0.349546
RG055,low,M_rho,0.330078,0.278736,0.391187
RG055,low,"M_rho,beta",0.336128,0.292575,0.371297
RG055,low,M_star,0.364418,0.31371,0.321872
RG055,low,M_cluster,0.325119,0.261869,0.413011
RG056,high,M_exact,0.88052,0.006997,0.112483
RG056,high,M_0,0.471143,0.057714,0.471143
RG056,high,M_rho,0.761848,0.0185,0.219652
RG056,high,"M_rho,beta",0.583621,0.058511,0.357868
RG056,high,M_star,0.171174,0.090449,0.738377
RG056,high,M_cluster,0.609812,0.029096,0.361092
RG056,medium,M_exact,0.583644,0.107923,0.308433
RG056,medium,M_0,0.398185,0.20363,0.398185
RG056,medium,M_rho,0.535065,0.135683,0.329252
RG056,medium,"M_rho,beta",0.471172,0.179502,0.349326
RG056,medium,M_star,0.277954,0.244311,0.477735
RG056,medium,M_cluster,0.504559,0.151939,0.343502
RG056,low,M_exact,0.37749,0.282987,0.339523
RG056,low,M_0,0.349546,0.300907,0.349546
RG056,low,M_rho,0.373929,0.286914,0.339158
RG056,low,"M_rho,beta",0.36342,0.297187,0.339393
RG056,low,M_star,0.321872,0.31371,0.364418
RG056,low,M_cluster,0.378188,0.286182,0.33563
RG057,high,M_exact,0.0512,0.0114,0.937401
RG057,high,M_0,0.471143,0.057714,0.471143
RG057,high,M_rho,0.162539,0.036092,0.801368
RG057,high,"M_rho,beta",0.325777,0.072387,0.601836
RG057,high,M_star,0.738377,0.090449,0.171174
RG057,high,M_cluster,0.0512,0.0114,0.937401
RG057,medium,M_exact,0.182133,0.132897,0.68497
RG057,medium,M_0,0.398185,0.20363,0.398185
RG057,medium,M_rho,0.272875,0.172444,0.554681
RG057,medium,"M_rho,beta",0.327386,0.19864,0.473975
RG057,medium,M_star,0.477735,0.244311,0.277954
RG057,medium,M_cluster,0.182133,0.132897,0.68497
RG057,low,M_exact,0.312306,0.276175,0.411518
RG057,low,M_0,0.349546,0.300907,0.349546
RG057,low,M_rho,0.330797,0.289214,0.37999
RG057,low,"M_rho,beta",0.338929,0.297122,0.363949
RG057,low,M_star,0.364418,0.31371,0.321872
RG057,low,M_cluster,0.312306,0.276175,0.411518
RG058,high,M_exact,0.033353,0.959102,0.007545
RG058,high,M_0,0.471143,0.471143,0.057714
RG058,high,M_rho,0.14724,0.830004,0.022756
RG058,high,"M_rho,beta",0.318436,0.620152,0.061411
RG058,high,M_star,0.738377,0.171174,0.090449
RG058,high,M_cluster,0.171473,0.807522,0.021005
RG058,medium,M_exact,0.166687,0.708659,0.124654
RG058,medium,M_0,0.398185,0.398185,0.20363
RG058,medium,M_rho,0.2517,0.599035,0.149265
RG058,medium,"M_rho,beta",0.315653,0.502542,0.181805
