graph_id,evidence_level,family,p_R,p_G,p_B
RG087,medium,"M_rho,beta",0.257055,0.482453,0.260492
RG087,medium,M_star,0.427623,0.144755,0.427623
RG087,medium,M_cluster,0.161774,0.676451,0.161774
RG087,low,M_exact,0.288894,0.419887,0.291219
RG087,low,M_0,0.333333,0.333333,0.333333
RG087,low,M_rho,0.305077,0.388379,0.306544
RG087,low,"M_rho,beta",0.317936,0.36516,0.316905
RG087,low,M_star,0.359696,0.280608,0.359696
RG087,low,M_cluster,0.293712,0.412576,0.293712
RG088,high,M_exact,0.022362,0.970437,0.007201
RG088,high,M_0,0.333333,0.333333,0.333333
RG088,high,M_rho,0.066672,0.878578,0.05475
RG088,high,"M_rho,beta",0.199332,0.617856,0.182813
RG088,high,M_star,0.486916,0.026168,0.486916
RG088,high,M_cluster,0.027545,0.946124,0.026331
RG088,medium,M_exact,0.128087,0.733265,0.138649
RG088,medium,M_0,0.333333,0.333333,0.333333
RG088,medium,M_rho,0.185862,0.628712,0.185426
RG088,medium,"M_rho,beta",0.250925,0.507501,0.241574
RG088,medium,M_star,0.427623,0.144755,0.427623
RG088,medium,M_cluster,0.131855,0.739066,0.129079
RG088,low,M_exact,0.288186,0.421459,0.290355
RG088,low,M_0,0.333333,0.333333,0.333333
RG088,low,M_rho,0.301294,0.397237,0.301469
RG088,low,"M_rho,beta",0.315293,0.371929,0.312778
RG088,low,M_star,0.359696,0.280608,0.359696
RG088,low,M_cluster,0.282163,0.436415,0.281422
RG089,high,M_exact,0.025253,0.917532,0.057215
RG089,high,M_0,0.333333,0.333333,0.333333
RG089,high,M_rho,0.13915,0.715152,0.145699
RG089,high,"M_rho,beta",0.271138,0.472776,0.256086
RG089,high,M_star,0.158388,0.158388,0.683224
RG089,high,M_cluster,0.180501,0.631398,0.1881
RG089,medium,M_exact,0.074983,0.691223,0.233794
RG089,medium,M_0,0.333333,0.333333,0.333333
RG089,medium,M_rho,0.229584,0.524089,0.246327
RG089,medium,"M_rho,beta",0.297023,0.427242,0.275735
RG089,medium,M_star,0.268907,0.268907,0.462186
RG089,medium,M_cluster,0.13081,0.623696,0.245494
RG089,low,M_exact,0.262785,0.419163,0.318052
RG089,low,M_0,0.333333,0.333333,0.333333
RG089,low,M_rho,0.320206,0.369611,0.310183
RG089,low,"M_rho,beta",0.331759,0.351356,0.316884
RG089,low,M_star,0.319266,0.319266,0.361468
RG089,low,M_cluster,0.276562,0.405569,0.317869
RG090,high,M_exact,0.024983,0.918344,0.056673
RG090,high,M_0,0.333333,0.333333,0.333333
RG090,high,M_rho,0.125886,0.738957,0.135157
RG090,high,"M_rho,beta",0.255418,0.497546,0.247036
RG090,high,M_star,0.158388,0.158388,0.683224
RG090,high,M_cluster,0.123831,0.741723,0.134446
RG090,medium,M_exact,0.076792,0.691214,0.231994
RG090,medium,M_0,0.333333,0.333333,0.333333
RG090,medium,M_rho,0.21752,0.539991,0.242489
RG090,medium,"M_rho,beta",0.281898,0.44287,0.275231
RG090,medium,M_star,0.268907,0.268907,0.462186
RG090,medium,M_cluster,0.131695,0.665657,0.202649
RG090,low,M_exact,0.263386,0.418963,0.317651
RG090,low,M_0,0.333333,0.333333,0.333333
RG090,low,M_rho,0.313351,0.374505,0.312144
RG090,low,"M_rho,beta",0.325557,0.355402,0.319041
RG090,low,M_star,0.319266,0.319266,0.361468
RG090,low,M_cluster,0.276302,0.411876,0.311823
RG091,high,M_exact,0.023783,0.965869,0.010348
RG091,high,M_0,0.333333,0.333333,0.333333
RG091,high,M_rho,0.070741,0.852552,0.076707
RG091,high,"M_rho,beta",0.200899,0.596305,0.202795
RG091,high,M_star,0.486916,0.026168,0.486916
RG091,high,M_cluster,0.056782,0.886437,0.056782
RG091,medium,M_exact,0.133828,0.719371,0.146802
RG091,medium,M_0,0.333333,0.333333,0.333333
RG091,medium,M_rho,0.197853,0.588376,0.21377
RG091,medium,"M_rho,beta",0.258215,0.478908,0.262877
RG091,medium,M_star,0.427623,0.144755,0.427623
RG091,medium,M_cluster,0.1984,0.6032,0.1984
RG091,low,M_exact,0.290227,0.417181,0.292592
RG091,low,M_0,0.333333,0.333333,0.333333
RG091,low,M_rho,0.306234,0.385804,0.307962
RG091,low,"M_rho,beta",0.318616,0.363756,0.317628
RG091,low,M_star,0.359696,0.280608,0.359696
RG091,low,M_cluster,0.304304,0.391392,0.304304
RG092,high,M_exact,0.041839,0.872489,0.085672
RG092,high,M_0,0.333333,0.333333,0.333333
RG092,high,M_rho,0.141141,0.626697,0.232162
RG092,high,"M_rho,beta",0.265619,0.43876,0.295621
RG092,high,M_star,0.158388,0.158388,0.683224
RG092,high,M_cluster,0.27712,0.449345,0.273535
RG092,medium,M_exact,0.096459,0.656527,0.247014
RG092,medium,M_0,0.333333,0.333333,0.333333
RG092,medium,M_rho,0.249722,0.465854,0.284424
RG092,medium,"M_rho,beta",0.304894,0.393969,0.301138
RG092,medium,M_star,0.268907,0.268907,0.462186
RG092,medium,M_cluster,0.306068,0.395221,0.29871
RG092,low,M_exact,0.271017,0.409038,0.319946
RG092,low,M_0,0.333333,0.333333,0.333333
RG092,low,M_rho,0.328116,0.35528,0.316605
RG092,low,"M_rho,beta",0.335744,0.342654,0.321603
RG092,low,M_star,0.319266,0.319266,0.361468
RG092,low,M_cluster,0.333261,0.340852,0.325887
RG093,high,M_exact,0.042092,0.871084,0.086824
RG093,high,M_0,0.333333,0.333333,0.333333
RG093,high,M_rho,0.137973,0.61089,0.251137
RG093,high,"M_rho,beta",0.258709,0.430915,0.310376
RG093,high,M_star,0.158388,0.158388,0.683224
RG093,high,M_cluster,0.042092,0.871084,0.086824
RG093,medium,M_exact,0.098092,0.653728,0.24818
RG093,medium,M_0,0.333333,0.333333,0.333333
RG093,medium,M_rho,0.240968,0.463692,0.29534
RG093,medium,"M_rho,beta",0.293111,0.394502,0.312387
RG093,medium,M_star,0.268907,0.268907,0.462186
RG093,medium,M_cluster,0.098092,0.653728,0.24818
RG093,low,M_exact,0.271289,0.408792,0.319919
RG093,low,M_0,0.333333,0.333333,0.333333
RG093,low,M_rho,0.32121,0.358903,0.319887
RG093,low,"M_rho,beta",0.329754,0.345592,0.324654
RG093,low,M_star,0.319266,0.319266,0.361468
RG093,low,M_cluster,0.271289,0.408792,0.319919
RG094,high,M_exact,0.045291,0.922404,0.032305
RG094,high,M_0,0.333333,0.333333,0.333333
RG094,high,M_rho,0.135892,0.71189,0.152218
RG094,high,"M_rho,beta",0.25371,0.482776,0.263514
RG094,high,M_star,0.486916,0.026168,0.486916
RG094,high,M_cluster,0.045291,0.922404,0.032305
RG094,medium,M_exact,0.146558,0.695693,0.15775
RG094,medium,M_0,0.333333,0.333333,0.333333
RG094,medium,M_rho,0.230083,0.526605,0.243312
RG094,medium,"M_rho,beta",0.280125,0.434373,0.285502
RG094,medium,M_star,0.427623,0.144755,0.427623
RG094,medium,M_cluster,0.146558,0.695693,0.15775
RG094,low,M_exact,0.292643,0.412566,0.294791
RG094,low,M_0,0.333333,0.333333,0.333333
RG094,low,M_rho,0.3121,0.374424,0.313477
RG094,low,"M_rho,beta",0.322471,0.355758,0.321772
RG094,low,M_star,0.359696,0.280608,0.359696
RG094,low,M_cluster,0.292643,0.412566,0.294791
RG095,high,M_exact,0.042109,0.871824,0.086067
RG095,high,M_0,0.333333,0.333333,0.333333
RG095,high,M_rho,0.128824,0.654714,0.216461
RG095,high,"M_rho,beta",0.251123,0.463302,0.285574
RG095,high,M_star,0.158388,0.158388,0.683224
RG095,high,M_cluster,0.042109,0.871824,0.086067
RG095,medium,M_exact,0.103207,0.64828,0.248513
RG095,medium,M_0,0.333333,0.333333,0.333333
RG095,medium,M_rho,0.235776,0.48281,0.281414
RG095,medium,"M_rho,beta",0.28947,0.409867,0.300662
RG095,medium,M_star,0.268907,0.268907,0.462186
RG095,medium,M_cluster,0.103207,0.64828,0.248513
RG095,low,M_exact,0.274071,0.405281,0.320648
RG095,low,M_0,0.333333,0.333333,0.333333
RG095,low,M_rho,0.320691,0.360115,0.319194
RG095,low,"M_rho,beta",0.329392,0.346703,0.323905
RG095,low,M_star,0.319266,0.319266,0.361468
RG095,low,M_cluster,0.274071,0.405281,0.320648
RG096,high,M_exact,0.059807,0.811636,0.128558
RG096,high,M_0,0.333333,0.333333,0.333333
RG096,high,M_rho,0.128724,0.623851,0.247425
RG096,high,"M_rho,beta",0.245838,0.450521,0.303641
RG096,high,M_star,0.486916,0.026168,0.486916
RG096,high,M_cluster,0.059807,0.811636,0.128558
RG096,medium,M_exact,0.19032,0.527993,0.281687
RG096,medium,M_0,0.333333,0.333333,0.333333
RG096,medium,M_rho,0.235668,0.458256,0.306077
RG096,medium,"M_rho,beta",0.281359,0.402344,0.316298
RG096,medium,M_star,0.427623,0.144755,0.427623
RG096,medium,M_cluster,0.19032,0.527993,0.281687
RG096,low,M_exact,0.311326,0.368287,0.320388
RG096,low,M_0,0.333333,0.333333,0.333333
RG096,low,M_rho,0.318337,0.357198,0.324465
RG096,low,"M_rho,beta",0.325637,0.347223,0.32714
RG096,low,M_star,0.359696,0.280608,0.359696
RG096,low,M_cluster,0.311326,0.368287,0.320388
RG097,high,M_exact,0.046987,0.846357,0.106656
RG097,high,M_0,0.333333,0.333333,0.333333
RG097,high,M_rho,0.126541,0.696231,0.177227
RG097,high,"M_rho,beta",0.249727,0.481005,0.269269
RG097,high,M_star,0.486916,0.026168,0.486916
RG097,high,M_cluster,0.224837,0.536541,0.238622
RG097,medium,M_exact,0.183734,0.540689,0.275577
RG097,medium,M_0,0.333333,0.333333,0.333333
RG097,medium,M_rho,0.224184,0.497509,0.278308
RG097,medium,"M_rho,beta",0.275643,0.428487,0.29587
RG097,medium,M_star,0.427623,0.144755,0.427623
RG097,medium,M_cluster,0.255579,0.465983,0.278439
RG097,low,M_exact,0.310154,0.370517,0.319329
RG097,low,M_0,0.333333,0.333333,0.333333
RG097,low,M_rho,0.314466,0.365983,0.31955
RG097,low,"M_rho,beta",0.32305,0.353771,0.323179
RG097,low,M_star,0.359696,0.280608,0.359696
RG097,low,M_cluster,0.315921,0.365858,0.31822
RG098,high,M_exact,0.062177,0.498278,0.439546
RG098,high,M_0,0.013192,0.879119,0.107689
RG098,high,M_rho,0.035986,0.727887,0.236128
RG098,high,"M_rho,beta",0.049755,0.746782,0.203464
RG098,high,M_star,0.003371,0.969108,0.02752
RG098,high,M_cluster,0.175355,0.438322,0.386323
RG098,medium,M_exact,0.186992,0.458734,0.354274
RG098,medium,M_0,0.147511,0.564041,0.288448
RG098,medium,M_rho,0.175403,0.464449,0.360148
RG098,medium,"M_rho,beta",0.18812,0.472827,0.339053
RG098,medium,M_star,0.104959,0.689799,0.205241
RG098,medium,M_cluster,0.235999,0.389185,0.374816
RG098,low,M_exact,0.289205,0.375598,0.335197
RG098,low,M_0,0.284815,0.384332,0.330853
RG098,low,M_rho,0.287577,0.368284,0.34414
RG098,low,"M_rho,beta",0.293138,0.366395,0.340467
RG098,low,M_star,0.271045,0.414097,0.314857
RG098,low,M_cluster,0.302354,0.351128,0.346518
RG099,high,M_exact,0.21811,0.550074,0.231817
RG099,high,M_0,0.013192,0.879119,0.107689
RG099,high,M_rho,0.042558,0.864448,0.092995
RG099,high,"M_rho,beta",0.051326,0.813133,0.135541
RG099,high,M_star,0.009722,0.647916,0.342361
RG099,high,M_cluster,0.21811,0.550074,0.231817
RG099,medium,M_exact,0.243203,0.463311,0.293486
RG099,medium,M_0,0.147511,0.564041,0.288448
RG099,medium,M_rho,0.191834,0.549761,0.258406
RG099,medium,"M_rho,beta",0.196398,0.531319,0.272283
RG099,medium,M_star,0.12218,0.467183,0.410637
RG099,medium,M_cluster,0.243203,0.463311,0.293486
RG099,low,M_exact,0.294998,0.376887,0.328115
RG099,low,M_0,0.284815,0.384332,0.330853
RG099,low,M_rho,0.293005,0.385557,0.321438
RG099,low,"M_rho,beta",0.296826,0.379044,0.32413
RG099,low,M_star,0.272881,0.368228,0.358891
RG099,low,M_cluster,0.294998,0.376887,0.328115
RG100,high,M_exact,0.072511,0.903519,0.02397
RG100,high,M_0,0.333333,0.333333,0.333333
RG100,high,M_rho,0.106187,0.772965,0.120848
RG100,high,"M_rho,beta",0.220011,0.546325,0.233664
RG100,high,M_star,0.486916,0.026168,0.486916
RG100,high,M_cluster,0.072511,0.903519,0.02397
RG100,medium,M_exact,0.233435,0.564455,0.20211
RG100,medium,M_0,0.333333,0.333333,0.333333
RG100,medium,M_rho,0.249405,0.493445,0.25715
RG100,medium,"M_rho,beta",0.284702,0.425844,0.289455
RG100,medium,M_star,0.427623,0.144755,0.427623
RG100,medium,M_cluster,0.233435,0.564455,0.20211
RG100,low,M_exact,0.315766,0.371312,0.312922
RG100,low,M_0,0.333333,0.333333,0.333333
RG100,low,M_rho,0.319942,0.359615,0.320443
RG100,low,"M_rho,beta",0.326057,0.349045,0.324898
RG100,low,M_star,0.359696,0.280608,0.359696
RG100,low,M_cluster,0.315766,0.371312,0.312922
RG101,high,M_exact,0.085485,0.87872,0.035794
RG101,high,M_0,0.333333,0.333333,0.333333
RG101,high,M_rho,0.16823,0.705803,0.125967
RG101,high,"M_rho,beta",0.274437,0.483025,0.242538
RG101,high,M_star,0.486916,0.026168,0.486916
RG101,high,M_cluster,0.242811,0.531033,0.226156
RG101,medium,M_exact,0.232541,0.570652,0.196807
RG101,medium,M_0,0.333333,0.333333,0.333333
RG101,medium,M_rho,0.257323,0.507652,0.235025
RG101,medium,"M_rho,beta",0.294394,0.432526,0.27308
RG101,medium,M_star,0.427623,0.144755,0.427623
RG101,medium,M_cluster,0.282086,0.4607,0.257213
RG101,low,M_exact,0.314959,0.373408,0.311632
RG101,low,M_0,0.333333,0.333333,0.333333
RG101,low,M_rho,0.317541,0.367073,0.315386
RG101,low,"M_rho,beta",0.324587,0.354531,0.320882
RG101,low,M_star,0.359696,0.280608,0.359696
RG101,low,M_cluster,0.318641,0.365787,0.315571
RG102,high,M_exact,0.070073,0.334322,0.595605
RG102,high,M_0,0.013192,0.107689,0.879119
RG102,high,M_rho,0.041119,0.208516,0.750365
RG102,high,"M_rho,beta",0.053548,0.187937,0.758515
RG102,high,M_star,0.003371,0.02752,0.969108
RG102,high,M_cluster,0.164731,0.359564,0.475705
RG102,medium,M_exact,0.201485,0.344033,0.454481
RG102,medium,M_0,0.147511,0.288448,0.564041
RG102,medium,M_rho,0.193934,0.339542,0.466524
RG102,medium,"M_rho,beta",0.203271,0.324662,0.472067
RG102,medium,M_star,0.104959,0.205241,0.689799
RG102,medium,M_cluster,0.25008,0.357791,0.392128
RG102,low,M_exact,0.296555,0.339187,0.364259
RG102,low,M_0,0.284815,0.330853,0.384332
RG102,low,M_rho,0.29632,0.339892,0.363788
RG102,low,"M_rho,beta",0.299837,0.336833,0.36333
RG102,low,M_star,0.271045,0.314857,0.414097
RG102,low,M_cluster,0.311944,0.342289,0.345768
RG103,high,M_exact,0.07085,0.464575,0.464575
RG103,high,M_0,0.333333,0.333333,0.333333
RG103,high,M_rho,0.155518,0.422241,0.422241
RG103,high,"M_rho,beta",0.259458,0.370271,0.370271
RG103,high,M_star,0.683224,0.158388,0.158388
RG103,high,M_cluster,0.187681,0.40616,0.40616
RG103,medium,M_exact,0.215107,0.392446,0.392446
RG103,medium,M_0,0.333333,0.333333,0.333333
RG103,medium,M_rho,0.237764,0.381118,0.381118
RG103,medium,"M_rho,beta",0.278271,0.360864,0.360864
RG103,medium,M_star,0.462186,0.268907,0.268907
RG103,medium,M_cluster,0.234918,0.382541,0.382541
RG103,low,M_exact,0.311937,0.344032,0.344032
RG103,low,M_0,0.333333,0.333333,0.333333
RG103,low,M_rho,0.314203,0.342899,0.342899
RG103,low,"M_rho,beta",0.32173,0.339135,0.339135
RG103,low,M_star,0.361468,0.319266,0.319266
RG103,low,M_cluster,0.314114,0.342943,0.342943
RG104,high,M_exact,0.066379,0.480357,0.453264
RG104,high,M_0,0.013192,0.879119,0.107689
RG104,high,M_rho,0.036292,0.732204,0.231503
RG104,high,"M_rho,beta",0.050373,0.747665,0.201962
RG104,high,M_star,0.003371,0.969108,0.02752
RG104,high,M_cluster,0.098483,0.429321,0.472196
RG104,medium,M_exact,0.201612,0.424037,0.374351
RG104,medium,M_0,0.147511,0.564041,0.288448
RG104,medium,M_rho,0.175715,0.466134,0.35815
RG104,medium,"M_rho,beta",0.189451,0.473565,0.336985
RG104,medium,M_star,0.104959,0.689799,0.205241
RG104,medium,M_cluster,0.20477,0.380314,0.414917
RG104,low,M_exact,0.295874,0.362323,0.341803
RG104,low,M_0,0.284815,0.384332,0.330853
RG104,low,M_rho,0.288271,0.366808,0.344921
RG104,low,"M_rho,beta",0.293709,0.365946,0.340345
RG104,low,M_star,0.271045,0.414097,0.314857
RG104,low,M_cluster,0.294756,0.349536,0.355708
RG105,high,M_exact,0.086838,0.824319,0.088843
RG105,high,M_0,0.333333,0.333333,0.333333
RG105,high,M_rho,0.114014,0.748739,0.137247
RG105,high,"M_rho,beta",0.224634,0.535035,0.240331
RG105,high,M_star,0.486916,0.026168,0.486916
RG105,high,M_cluster,0.086838,0.824319,0.088843
RG105,medium,M_exact,0.236607,0.52889,0.234504
RG105,medium,M_0,0.333333,0.333333,0.333333
RG105,medium,M_rho,0.253639,0.478786,0.267574
RG105,medium,"M_rho,beta",0.287395,0.418575,0.29403
RG105,medium,M_star,0.427623,0.144755,0.427623
RG105,medium,M_cluster,0.236607,0.52889,0.234504
RG105,low,M_exact,0.316735,0.3683,0.314965
RG105,low,M_0,0.333333,0.333333,0.333333
RG105,low,M_rho,0.320773,0.357583,0.321644
RG105,low,"M_rho,beta",0.326555,0.347926,0.325519
RG105,low,M_star,0.359696,0.280608,0.359696
RG105,low,M_cluster,0.316735,0.3683,0.314965
RG106,high,M_exact,0.096935,0.852579,0.050486
RG106,high,M_0,0.333333,0.333333,0.333333
RG106,high,M_rho,0.173762,0.668877,0.157361
RG106,high,"M_rho,beta",0.273426,0.464334,0.262241
RG106,high,M_star,0.486916,0.026168,0.486916
RG106,high,M_cluster,0.096935,0.852579,0.050486
RG106,medium,M_exact,0.237331,0.558356,0.204313
RG106,medium,M_0,0.333333,0.333333,0.333333
RG106,medium,M_rho,0.267526,0.473675,0.258799
RG106,medium,"M_rho,beta",0.299489,0.409489,0.291022
RG106,medium,M_star,0.427623,0.144755,0.427623
RG106,medium,M_cluster,0.237331,0.558356,0.204313
RG106,low,M_exact,0.315969,0.371122,0.312909
RG106,low,M_0,0.333333,0.333333,0.333333
RG106,low,M_rho,0.32122,0.358453,0.320326
RG106,low,"M_rho,beta",0.327102,0.348058,0.32484
RG106,low,M_star,0.359696,0.280608,0.359696
RG106,low,M_cluster,0.315969,0.371122,0.312909
RG107,high,M_exact,0.087718,0.825921,0.086361
RG107,high,M_0,0.333333,0.333333,0.333333
RG107,high,M_rho,0.165824,0.61733,0.216846
RG107,high,"M_rho,beta",0.271129,0.446314,0.282558
RG107,high,M_star,0.158388,0.158388,0.683224
RG107,high,M_cluster,0.087718,0.825921,0.086361
RG107,medium,M_exact,0.254404,0.505074,0.240522
RG107,medium,M_0,0.333333,0.333333,0.333333
RG107,medium,M_rho,0.282177,0.430466,0.287357
RG107,medium,"M_rho,beta",0.31191,0.385192,0.302898
RG107,medium,M_star,0.268907,0.268907,0.462186
RG107,medium,M_cluster,0.254404,0.505074,0.240522
RG107,low,M_exact,0.332896,0.349851,0.317253
RG107,low,M_0,0.333333,0.333333,0.333333
RG107,low,M_rho,0.333072,0.343403,0.323525
RG107,low,"M_rho,beta",0.334981,0.338789,0.32623
RG107,low,M_star,0.319266,0.319266,0.361468
RG107,low,M_cluster,0.332896,0.349851,0.317253
RG108,high,M_exact,0.884107,0.079377,0.036516
RG108,high,M_0,0.333333,0.333333,0.333333
RG108,high,M_rho,0.70933,0.139112,0.151558
RG108,high,"M_rho,beta",0.514024,0.236935,0.249041
RG108,high,M_star,0.026168,0.486916,0.486916
RG108,high,M_cluster,0.884107,0.079377,0.036516
RG108,medium,M_exact,0.525915,0.246334,0.227751
RG108,medium,M_0,0.333333,0.333333,0.333333
RG108,medium,M_rho,0.460779,0.267004,0.272216
RG108,medium,"M_rho,beta",0.410894,0.292739,0.296367
RG108,medium,M_star,0.144755,0.427623,0.427623
RG108,medium,M_cluster,0.525915,0.246334,0.227751
RG108,low,M_exact,0.368368,0.316564,0.315068
RG108,low,M_0,0.333333,0.333333,0.333333
RG108,low,M_rho,0.35738,0.321151,0.321469
RG108,low,"M_rho,beta",0.348865,0.325994,0.325142
RG108,low,M_star,0.280608,0.359696,0.359696
RG108,low,M_cluster,0.368368,0.316564,0.315068
RG109,high,M_exact,0.945219,0.022322,0.032459
RG109,high,M_0,0.333333,0.333333,0.333333
RG109,high,M_rho,0.744909,0.144751,0.11034
RG109,high,"M_rho,beta",0.53215,0.248289,0.219561
RG109,high,M_star,0.026168,0.486916,0.486916
RG109,high,M_cluster,0.945219,0.022322,0.032459
RG109,medium,M_exact,0.658387,0.175338,0.166275
RG109,medium,M_0,0.333333,0.333333,0.333333
RG109,medium,M_rho,0.510945,0.25554,0.233515
RG109,medium,"M_rho,beta",0.435404,0.289746,0.27485
RG109,medium,M_star,0.144755,0.427623,0.427623
RG109,medium,M_cluster,0.658387,0.175338,0.166275
RG109,low,M_exact,0.409921,0.295711,0.294368
RG109,low,M_0,0.333333,0.333333,0.333333
RG109,low,M_rho,0.373396,0.314303,0.312302
RG109,low,"M_rho,beta",0.356896,0.321751,0.321353
RG109,low,M_star,0.280608,0.359696,0.359696
RG109,low,M_cluster,0.409921,0.295711,0.294368
RG110,high,M_exact,0.025287,0.959373,0.015341
RG110,high,M_0,0.333333,0.333333,0.333333
RG110,high,M_rho,0.096484,0.766245,0.137271
RG110,high,"M_rho,beta",0.208735,0.545053,0.246212
RG110,high,M_star,0.486916,0.026168,0.486916
RG110,high,M_cluster,0.025287,0.959373,0.015341
RG110,medium,M_exact,0.117331,0.749048,0.133621
RG110,medium,M_0,0.333333,0.333333,0.333333
RG110,medium,M_rho,0.208443,0.551164,0.240392
RG110,medium,"M_rho,beta",0.259411,0.457383,0.283206
RG110,medium,M_star,0.427623,0.144755,0.427623
RG110,medium,M_cluster,0.117331,0.749048,0.133621
RG110,low,M_exact,0.273561,0.449292,0.277147
RG110,low,M_0,0.333333,0.333333,0.333333
RG110,low,M_rho,0.304612,0.38737,0.308018
RG110,low,"M_rho,beta",0.31694,0.364523,0.318536
RG110,low,M_star,0.359696,0.280608,0.359696
RG110,low,M_cluster,0.273561,0.449292,0.277147
RG111,high,M_exact,0.015799,0.968401,0.015799
RG111,high,M_0,0.333333,0.333333,0.333333
RG111,high,M_rho,0.093286,0.813428,0.093286
RG111,high,"M_rho,beta",0.222898,0.554204,0.222898
RG111,high,M_star,0.486916,0.026168,0.486916
RG111,high,M_cluster,0.13684,0.726319,0.13684
RG111,medium,M_exact,0.094,0.811999,0.094
RG111,medium,M_0,0.333333,0.333333,0.333333
RG111,medium,M_rho,0.191325,0.617351,0.191325
RG111,medium,"M_rho,beta",0.252592,0.494815,0.252592
RG111,medium,M_star,0.427623,0.144755,0.427623
RG111,medium,M_cluster,0.171417,0.657167,0.171417
RG111,low,M_exact,0.26932,0.461361,0.26932
RG111,low,M_0,0.333333,0.333333,0.333333
RG111,low,M_rho,0.299802,0.400395,0.299802
RG111,low,"M_rho,beta",0.313881,0.372237,0.313881
RG111,low,M_star,0.359696,0.280608,0.359696
RG111,low,M_cluster,0.28505,0.4299,0.28505
RG112,high,M_exact,0.011612,0.976776,0.011612
RG112,high,M_0,0.333333,0.333333,0.333333
RG112,high,M_rho,0.044995,0.91001,0.044995
RG112,high,"M_rho,beta",0.163729,0.672543,0.163729
RG112,high,M_star,0.486916,0.026168,0.486916
RG112,high,M_cluster,0.016619,0.966762,0.016619
RG112,medium,M_exact,0.089431,0.821137,0.089431
RG112,medium,M_0,0.333333,0.333333,0.333333
RG112,medium,M_rho,0.164521,0.670959,0.164521
RG112,medium,"M_rho,beta",0.229356,0.541289,0.229356
RG112,medium,M_star,0.427623,0.144755,0.427623
RG112,medium,M_cluster,0.102829,0.794342,0.102829
RG112,low,M_exact,0.267897,0.464205,0.267897
RG112,low,M_0,0.333333,0.333333,0.333333
RG112,low,M_rho,0.294456,0.411089,0.294456
RG112,low,"M_rho,beta",0.309645,0.380711,0.309645
RG112,low,M_star,0.359696,0.280608,0.359696
RG112,low,M_cluster,0.268631,0.462737,0.268631
RG113,high,M_exact,0.953411,0.016975,0.029614
RG113,high,M_0,0.333333,0.333333,0.333333
RG113,high,M_rho,0.782086,0.110194,0.107719
RG113,high,"M_rho,beta",0.558717,0.221,0.220283
RG113,high,M_star,0.026168,0.486916,0.486916
RG113,high,M_cluster,0.924704,0.037648,0.037648
RG113,medium,M_exact,0.67276,0.167125,0.160116
RG113,medium,M_0,0.333333,0.333333,0.333333
RG113,medium,M_rho,0.544149,0.231998,0.223853
RG113,medium,"M_rho,beta",0.460124,0.271219,0.268657
RG113,medium,M_star,0.144755,0.427623,0.427623
RG113,medium,M_cluster,0.676451,0.161774,0.161774
RG113,low,M_exact,0.414113,0.293534,0.292352
RG113,low,M_0,0.333333,0.333333,0.333333
RG113,low,M_rho,0.383299,0.308799,0.307902
RG113,low,"M_rho,beta",0.364288,0.317485,0.318226
RG113,low,M_star,0.280608,0.359696,0.359696
RG113,low,M_cluster,0.412576,0.293712,0.293712
RG114,high,M_exact,0.013053,0.972565,0.014383
RG114,high,M_0,0.333333,0.333333,0.333333
RG114,high,M_rho,0.048264,0.89148,0.060256
RG114,high,"M_rho,beta",0.165916,0.652946,0.181138
RG114,high,M_star,0.486916,0.026168,0.486916
RG114,high,M_cluster,0.026331,0.946124,0.027545
RG114,medium,M_exact,0.115981,0.764409,0.11961
RG114,medium,M_0,0.333333,0.333333,0.333333
RG114,medium,M_rho,0.178744,0.629479,0.191778
RG114,medium,"M_rho,beta",0.237032,0.513454,0.249514
RG114,medium,M_star,0.427623,0.144755,0.427623
RG114,medium,M_cluster,0.129079,0.739066,0.131855
RG114,low,M_exact,0.282067,0.434862,0.283071
RG114,low,M_0,0.333333,0.333333,0.333333
RG114,low,M_rho,0.300525,0.397396,0.302078
RG114,low,"M_rho,beta",0.31305,0.372329,0.314621
RG114,low,M_star,0.359696,0.280608,0.359696
RG114,low,M_cluster,0.281422,0.436415,0.282163
RG115,high,M_exact,0.899204,0.05817,0.042626
RG115,high,M_0,0.333333,0.333333,0.333333
RG115,high,M_rho,0.615386,0.15678,0.227834
RG115,high,"M_rho,beta",0.438439,0.257993,0.303569
RG115,high,M_star,0.158388,0.683224,0.158388
RG115,high,M_cluster,0.631398,0.1881,0.180501
RG115,medium,M_exact,0.670282,0.234555,0.095163
RG115,medium,M_0,0.333333,0.333333,0.333333
RG115,medium,M_rho,0.461658,0.251763,0.28658
RG115,medium,"M_rho,beta",0.401942,0.27859,0.319468
RG115,medium,M_star,0.268907,0.462186,0.268907
RG115,medium,M_cluster,0.623696,0.245494,0.13081
RG115,low,M_exact,0.413003,0.317356,0.26964
RG115,low,M_0,0.333333,0.333333,0.333333
RG115,low,M_rho,0.3615,0.310166,0.328334
RG115,low,"M_rho,beta",0.349653,0.316754,0.333593
RG115,low,M_star,0.319266,0.361468,0.319266
RG115,low,M_cluster,0.405569,0.317869,0.276562
RG116,high,M_exact,0.031231,0.936533,0.032235
RG116,high,M_0,0.333333,0.333333,0.333333
RG116,high,M_rho,0.118652,0.651024,0.230324
RG116,high,"M_rho,beta",0.236063,0.465057,0.29888
RG116,high,M_star,0.683224,0.158388,0.158388
RG116,high,M_cluster,0.134446,0.741723,0.123831
RG116,medium,M_exact,0.162302,0.695523,0.142174
