graph_id,evidence_level,selected_in_analysis_3,n_nodes,D1_target_degree,D2_neighbor_coupling,D3_remote_class,S2_count,e12,e22,radius,mean_js_all_pairs,min_js_all_pairs,mean_tv_all_pairs,exact_vs_rho_js,rho_vs_star_js,star_vs_cluster_js,exact_vs_star_js,cluster_vs_exact_js,M0_vs_nonlocal_mean_js
RG112,high,True,6,3,1,D3-2:strong-remote,2,6,0,2,0.19984,0.000459,0.459386,0.011103,0.479272,0.559631,0.577396,0.000459,0.174336
RG112,medium,True,6,3,1,D3-2:strong-remote,2,6,0,2,0.079244,0.000578,0.326307,0.015054,0.152569,0.230467,0.250982,0.000578,0.069193
RG112,low,True,6,3,1,D3-2:strong-remote,2,6,0,2,0.005688,1e-06,0.089105,0.001434,0.009449,0.017893,0.01817,1e-06,0.004765
RG113,high,False,6,3,1,D3-2:strong-remote,2,4,0,2,0.170797,0.002356,0.442246,0.035121,0.351949,0.497796,0.539015,0.002356,0.134339
RG113,medium,False,6,3,1,D3-2:strong-remote,2,4,0,2,0.047118,2.6e-05,0.25083,0.00871,0.092595,0.155569,0.153576,2.6e-05,0.035007
RG113,low,False,6,3,1,D3-2:strong-remote,2,4,0,2,0.002904,2e-06,0.061617,0.000495,0.005962,0.009657,0.009874,2e-06,0.002074
RG114,high,True,6,3,1,D3-2:strong-remote,2,5,0,2,0.190857,0.002283,0.453926,0.013837,0.457767,0.527304,0.569727,0.002283,0.163442
RG114,medium,True,6,3,1,D3-2:strong-remote,2,5,0,2,0.064645,0.000431,0.295433,0.010857,0.131154,0.192622,0.209304,0.000431,0.053757
RG114,low,True,6,3,1,D3-2:strong-remote,2,5,0,2,0.004033,1e-06,0.073912,0.000722,0.007638,0.013274,0.013022,1e-06,0.003153
RG115,high,False,6,3,1,D3-2:strong-remote,2,5,1,2,0.089907,0.002138,0.347882,0.059937,0.164186,0.150895,0.315971,0.05273,0.068265
RG115,medium,False,6,3,1,D3-2:strong-remote,2,5,1,2,0.031863,0.001819,0.204689,0.034938,0.028743,0.065282,0.08483,0.001893,0.027463
RG115,low,False,6,3,1,D3-2:strong-remote,2,5,1,2,0.001965,3.9e-05,0.050105,0.00232,0.001668,0.004041,0.004772,3.9e-05,0.001648
RG116,high,False,6,3,1,D3-2:strong-remote,2,4,1,2,0.108338,0.009855,0.380335,0.068604,0.193647,0.2043,0.359403,0.03733,0.087275
RG116,medium,False,6,3,1,D3-2:strong-remote,2,4,1,2,0.03441,0.001382,0.222369,0.023852,0.038282,0.08148,0.096312,0.001382,0.030719
RG116,low,False,6,3,1,D3-2:strong-remote,2,4,1,2,0.001914,1.5e-05,0.050365,0.001423,0.001896,0.004632,0.004955,1.5e-05,0.001753
RG117,high,False,6,3,1,D3-2:strong-remote,2,4,0,2,0.165672,0.008591,0.436945,0.036483,0.354263,0.457197,0.544681,0.008591,0.129512
RG117,medium,False,6,3,1,D3-2:strong-remote,2,4,0,2,0.051425,0.000337,0.264556,0.013396,0.095484,0.160917,0.174004,0.000337,0.038745
RG117,low,False,6,3,1,D3-2:strong-remote,2,4,0,2,0.003967,0.00014,0.074457,0.000922,0.006138,0.014473,0.011785,0.00014,0.002936
RG118,high,False,6,3,1,D3-2:strong-remote,2,4,1,2,0.077528,0.003158,0.324867,0.05888,0.119005,0.103505,0.275619,0.1326,0.049366
RG118,medium,False,6,3,1,D3-2:strong-remote,2,4,1,2,0.021873,0.000954,0.161365,0.03208,0.020178,0.017989,0.070068,0.054673,0.013954
RG118,low,False,6,3,1,D3-2:strong-remote,2,4,1,2,0.001245,1e-05,0.037268,0.0022,0.001242,0.00104,0.003763,0.00292,0.000766
RG119,high,False,6,3,1,D3-2:strong-remote,2,3,1,2,0.130504,0.0,0.411711,0.077499,0.187412,0.343805,0.343805,0.0,0.103556
RG119,medium,False,6,3,1,D3-2:strong-remote,2,3,1,2,0.033839,0.0,0.219155,0.027366,0.03309,0.0883,0.0883,0.0,0.028007
RG119,low,False,6,3,1,D3-2:strong-remote,2,3,1,2,0.001768,0.0,0.048145,0.001668,0.001445,0.004391,0.004391,0.0,0.001473
RG120,high,False,6,3,1,D3-2:strong-remote,2,3,0,2,0.141381,0.004764,0.405446,0.024069,0.326519,0.393419,0.476195,0.009318,0.106071
RG120,medium,False,6,3,1,D3-2:strong-remote,2,3,0,2,0.032459,0.00017,0.201209,0.003335,0.075401,0.110374,0.108198,0.00017,0.02171
RG120,low,False,6,3,1,D3-2:strong-remote,2,3,0,2,0.002108,8.7e-05,0.052064,0.000136,0.004427,0.008423,0.00611,0.000188,0.001336
RG121,high,False,6,3,1,D3-2:strong-remote,2,4,0,2,0.185545,0.005308,0.451292,0.01155,0.416796,0.564299,0.522635,0.005308,0.154493
RG121,medium,False,6,3,1,D3-2:strong-remote,2,4,0,2,0.058977,0.002904,0.283796,0.002904,0.10435,0.228812,0.13953,0.013317,0.045458
RG121,low,False,6,3,1,D3-2:strong-remote,2,4,0,2,0.003643,8.8e-05,0.07028,8.8e-05,0.00561,0.015996,0.007093,0.001808,0.00254
RG122,high,False,6,3,1,D3-2:strong-remote,2,4,1,2,0.084625,0.005179,0.341528,0.046846,0.156384,0.152532,0.289862,0.109479,0.054598
RG122,medium,False,6,3,1,D3-2:strong-remote,2,4,1,2,0.011822,0.000773,0.127855,0.005125,0.023451,0.025798,0.040257,0.013524,0.00743
RG122,low,False,6,3,1,D3-2:strong-remote,2,4,1,2,0.000424,1.5e-05,0.022088,2.4e-05,0.001212,0.001375,0.001303,7.5e-05,0.000254
RG123,high,False,6,3,1,D3-2:strong-remote,2,3,1,2,0.128994,0.001716,0.410019,0.033821,0.211883,0.36128,0.331241,0.001716,0.113346
RG123,medium,False,6,3,1,D3-2:strong-remote,2,3,1,2,0.033366,0.002314,0.22099,0.007802,0.035122,0.112818,0.064796,0.008664,0.029094
RG123,low,False,6,3,1,D3-2:strong-remote,2,3,1,2,0.001427,5.6e-05,0.043319,0.000216,0.001322,0.004956,0.002094,0.000975,0.001113
RG124,high,False,6,3,1,D3-2:strong-remote,2,2,1,2,0.060858,0.0,0.244181,0.066175,0.033789,0.175416,0.175416,0.0,0.048827
RG124,medium,False,6,3,1,D3-2:strong-remote,2,2,1,2,0.011618,0.0,0.122075,0.003438,0.020234,0.039988,0.039988,0.0,0.008004
RG124,low,False,6,3,1,D3-2:strong-remote,2,2,1,2,0.000416,0.0,0.021836,4.5e-05,0.000963,0.001422,0.001422,0.0,0.000246
RG125,high,False,6,3,1,D3-2:strong-remote,2,4,0,2,0.182746,0.003743,0.448303,0.016735,0.436899,0.497796,0.562665,0.00489,0.153504
RG125,medium,False,6,3,1,D3-2:strong-remote,2,4,0,2,0.053702,0.00146,0.26935,0.009726,0.114226,0.155569,0.184365,0.00146,0.042338
RG125,low,False,6,3,1,D3-2:strong-remote,2,4,0,2,0.003043,2.3e-05,0.063482,0.000545,0.006364,0.009657,0.010609,2.3e-05,0.002209
RG126,high,False,6,3,1,D3-2:strong-remote,2,4,1,2,0.09306,0.003493,0.35257,0.042101,0.182486,0.140001,0.32597,0.064438,0.075909
RG126,medium,False,6,3,1,D3-2:strong-remote,2,4,1,2,0.026164,0.003073,0.191182,0.018107,0.035682,0.048817,0.078154,0.00366,0.024785
RG126,low,False,6,3,1,D3-2:strong-remote,2,4,1,2,0.001757,4e-05,0.048079,0.001401,0.001847,0.003829,0.004648,4e-05,0.00163
RG127,high,False,6,3,1,D3-2:strong-remote,2,3,0,2,0.164592,0.0,0.436442,0.031146,0.327768,0.504926,0.504926,0.0,0.125334
RG127,medium,False,6,3,1,D3-2:strong-remote,2,3,0,2,0.052272,0.0,0.266463,0.014893,0.08945,0.170904,0.170904,0.0,0.038621
RG127,low,False,6,3,1,D3-2:strong-remote,2,3,0,2,0.002906,0.0,0.062124,0.000805,0.005102,0.009936,0.009936,0.0,0.001992
RG128,high,False,6,3,1,D3-2:strong-remote,2,3,1,2,0.09913,0.0,0.370031,0.048517,0.130171,0.276853,0.276853,0.0,0.080894
RG128,medium,False,6,3,1,D3-2:strong-remote,2,3,1,2,0.025612,0.0,0.187307,0.020056,0.022661,0.065217,0.065217,0.0,0.022297
RG128,low,False,6,3,1,D3-2:strong-remote,2,3,1,2,0.00161,0.0,0.045119,0.001522,0.001243,0.003893,0.003893,0.0,0.001364
RG129,high,False,6,3,1,D3-1:tree-like-remote,2,2,0,2,0.074846,0.0,0.31032,0.017311,0.159778,0.227231,0.227231,0.0,0.053146
RG129,medium,False,6,3,1,D3-1:tree-like-remote,2,2,0,2,0.009286,0.0,0.10116,0.000772,0.023257,0.031302,0.031302,0.0,0.005881
RG129,low,False,6,3,1,D3-1:tree-like-remote,2,2,0,2,0.000354,0.0,0.01974,1.9e-05,0.000953,0.001233,0.001233,0.0,0.000197
RG130,high,False,6,3,1,D3-2:strong-remote,2,3,0,2,0.156463,0.001418,0.427198,0.022746,0.322373,0.495321,0.469724,0.001418,0.118178
RG130,medium,False,6,3,1,D3-2:strong-remote,2,3,0,2,0.043703,0.003091,0.242819,0.00417,0.082147,0.166454,0.11977,0.00599,0.030829
RG130,low,False,6,3,1,D3-2:strong-remote,2,3,0,2,0.002336,0.000114,0.055491,0.000143,0.004537,0.009656,0.006277,0.000378,0.001501
RG131,high,False,6,3,1,D3-2:strong-remote,2,4,0,2,0.175199,0.000383,0.43986,0.01701,0.432168,0.451794,0.559494,0.012452,0.145388
RG131,medium,False,6,3,1,D3-2:strong-remote,2,4,0,2,0.048158,0.000148,0.25247,0.009908,0.110705,0.118441,0.180755,0.007647,0.036708
RG131,low,False,6,3,1,D3-2:strong-remote,2,4,0,2,0.002632,2.7e-05,0.058522,0.000568,0.006068,0.0069,0.010328,0.000348,0.00183
RG132,high,False,6,3,1,D3-2:strong-remote,2,4,1,2,0.05908,4.5e-05,0.250192,0.005107,0.178026,0.109728,0.231636,0.028568,0.034835
RG132,medium,False,6,3,1,D3-2:strong-remote,2,4,1,2,0.009008,0.000138,0.102498,0.000516,0.027344,0.017329,0.03519,0.003235,0.005426
RG132,low,False,6,3,1,D3-2:strong-remote,2,4,1,2,0.000403,2e-06,0.021473,2e-06,0.001349,0.000809,0.001449,9.3e-05,0.000234
RG133,high,False,6,3,1,D3-2:strong-remote,2,3,1,2,0.104877,0.000248,0.377411,0.022753,0.17662,0.285775,0.2903,0.000248,0.095587
RG133,medium,False,6,3,1,D3-2:strong-remote,2,3,1,2,0.024749,0.002076,0.183409,0.004191,0.029685,0.075854,0.047525,0.008348,0.022588
RG133,low,False,6,3,1,D3-2:strong-remote,2,3,1,2,0.001194,4.8e-05,0.038167,0.000128,0.001173,0.004031,0.001309,0.001099,0.000936
RG134,high,False,6,3,1,D3-2:strong-remote,2,2,1,2,0.085107,0.0,0.337946,0.030553,0.162262,0.244843,0.244843,0.0,0.062925
RG134,medium,False,6,3,1,D3-2:strong-remote,2,2,1,2,0.00864,0.0,0.102004,0.001249,0.022974,0.026858,0.026858,0.0,0.005594
RG134,low,False,6,3,1,D3-2:strong-remote,2,2,1,2,0.00024,0.0,0.01507,1.8e-05,0.00087,0.000683,0.000683,0.0,0.000124
RG135,high,False,6,3,1,D3-2:strong-remote,2,3,0,2,0.179127,0.003797,0.447141,0.014788,0.394553,0.548403,0.515608,0.003797,0.146529
RG135,medium,False,6,3,1,D3-2:strong-remote,2,3,0,2,0.046234,0.003263,0.2505,0.00407,0.090672,0.171018,0.130477,0.003263,0.033939
RG135,low,False,6,3,1,D3-2:strong-remote,2,3,0,2,0.002378,0.000116,0.056019,0.00015,0.00469,0.009699,0.006514,0.000319,0.001548
RG136,high,False,6,3,1,D3-2:strong-remote,2,3,1,2,0.086328,0.003194,0.340869,0.038013,0.165697,0.207771,0.289868,0.023648,0.065551
RG136,medium,False,6,3,1,D3-2:strong-remote,2,3,1,2,0.016253,0.000501,0.152406,0.004801,0.025054,0.050715,0.044142,0.000501,0.013253
RG136,low,False,6,3,1,D3-2:strong-remote,2,3,1,2,0.001044,3e-05,0.03697,0.000159,0.001171,0.003552,0.001774,0.000613,0.000797
RG137,high,False,6,3,1,D3-1:tree-like-remote,2,2,0,2,0.134621,0.0,0.394991,0.023207,0.279977,0.426971,0.426971,0.0,0.096954
RG137,medium,False,6,3,1,D3-1:tree-like-remote,2,2,0,2,0.028274,0.0,0.18231,0.003127,0.066503,0.096422,0.096422,0.0,0.018005
RG137,low,False,6,3,1,D3-1:tree-like-remote,2,2,0,2,0.001324,0.0,0.038173,8.1e-05,0.003502,0.004636,0.004636,0.0,0.000732
RG138,high,False,6,3,1,D3-2:strong-remote,2,2,1,2,0.096533,0.0,0.363613,0.026532,0.163908,0.273999,0.273999,0.0,0.081392
RG138,medium,False,6,3,1,D3-2:strong-remote,2,2,1,2,0.012211,0.0,0.127414,0.00254,0.024004,0.037035,0.037035,0.0,0.009708
RG138,low,False,6,3,1,D3-2:strong-remote,2,2,1,2,0.000295,0.0,0.017514,1.4e-05,0.000885,0.000934,0.000934,0.0,0.000168
RG139,high,True,6,3,1,D3-1:tree-like-remote,2,2,0,2,0.156505,0.0,0.423265,0.0141,0.358025,0.477142,0.477142,0.0,0.123256
RG139,medium,True,6,3,1,D3-1:tree-like-remote,2,2,0,2,0.030685,0.0,0.193232,0.002626,0.074328,0.103308,0.103308,0.0,0.020186
RG139,low,True,6,3,1,D3-1:tree-like-remote,2,2,0,2,0.001372,0.0,0.039033,8e-05,0.003634,0.004787,0.004787,0.0,0.000767
RG140,high,False,6,3,1,D3-2:strong-remote,2,2,1,2,0.131968,0.0,0.386756,0.004299,0.340146,0.404797,0.404797,0.0,0.099891
RG140,medium,False,6,3,1,D3-2:strong-remote,2,2,1,2,0.026295,0.0,0.173773,0.00129,0.069195,0.088438,0.088438,0.0,0.016467
RG140,low,False,6,3,1,D3-2:strong-remote,2,2,1,2,0.001283,0.0,0.037332,6.7e-05,0.003456,0.004481,0.004481,0.0,0.000702
RG141,high,False,6,3,0,D3-1:tree-like-remote,2,2,0,2,0.136365,0.0,0.39792,0.013578,0.312944,0.427684,0.427684,0.0,0.102087
RG141,medium,False,6,3,0,D3-1:tree-like-remote,2,2,0,2,0.024536,0.0,0.166768,0.001578,0.06316,0.083736,0.083736,0.0,0.014911
RG141,low,False,6,3,0,D3-1:tree-like-remote,2,2,0,2,0.001276,0.0,0.037046,6.4e-05,0.003443,0.004441,0.004441,0.0,0.000698
RG142,high,False,6,3,0,D3-2:strong-remote,2,3,0,2,0.161288,0.005947,0.431442,0.013662,0.342553,0.526426,0.459129,0.005947,0.126076
RG142,medium,False,6,3,0,D3-2:strong-remote,2,3,0,2,0.037716,0.001943,0.223397,0.002456,0.076795,0.145886,0.105133,0.003816,0.025919
RG142,low,False,6,3,0,D3-2:strong-remote,2,3,0,2,0.002246,8.4e-05,0.054128,0.000125,0.004458,0.009288,0.006074,0.000343,0.001437
RG143,high,False,6,3,0,D3-2:strong-remote,2,4,0,2,0.168122,0.008815,0.437532,0.011,0.361159,0.548088,0.465687,0.008815,0.133795
RG143,medium,False,6,3,0,D3-2:strong-remote,2,4,0,2,0.049057,0.001634,0.257259,0.001634,0.088115,0.199262,0.112252,0.014512,0.035602
RG143,low,False,6,3,0,D3-2:strong-remote,2,4,0,2,0.003478,6.8e-05,0.068303,6.8e-05,0.005337,0.015455,0.006606,0.001874,0.00239
RG144,high,True,6,3,0,D3-2:strong-remote,2,5,0,2,0.170724,0.001171,0.438442,0.011141,0.388862,0.527304,0.494545,0.001171,0.139571
RG144,medium,True,6,3,0,D3-2:strong-remote,2,5,0,2,0.051442,0.002543,0.264136,0.002543,0.102407,0.192622,0.134874,0.006078,0.039518
RG144,low,True,6,3,0,D3-2:strong-remote,2,5,0,2,0.003353,0.00014,0.067391,0.00014,0.006541,0.013274,0.008582,0.000516,0.00248
RG145,high,False,6,3,0,D3-2:strong-remote,2,6,0,2,0.178423,0.004463,0.44565,0.008992,0.402443,0.559631,0.497452,0.004463,0.147937
RG145,medium,False,6,3,0,D3-2:strong-remote,2,6,0,2,0.059891,0.001856,0.284876,0.001856,0.111975,0.230467,0.14058,0.013382,0.047454
RG145,low,False,6,3,0,D3-2:strong-remote,2,6,0,2,0.004327,0.000101,0.077226,0.000101,0.007437,0.017893,0.009266,0.001427,0.003339
RG146,high,False,6,3,0,D3-2:strong-remote,2,6,1,2,0.000387,3e-06,0.001611,1.2e-05,0.001204,0.000279,0.001326,0.00049,0.000209
RG146,medium,False,6,3,0,D3-2:strong-remote,2,6,1,2,0.004957,1.7e-05,0.037023,0.000617,0.013624,0.006835,0.019382,0.003592,0.003479
RG146,low,False,6,3,0,D3-2:strong-remote,2,6,1,2,0.000623,1.8e-05,0.025243,1.8e-05,0.001878,0.001365,0.002266,0.000114,0.000448
RG147,high,False,6,3,0,D3-2:strong-remote,2,5,1,2,0.08303,0.004164,0.33559,0.037882,0.175848,0.150895,0.293768,0.035751,0.063087
RG147,medium,False,6,3,0,D3-2:strong-remote,2,5,1,2,0.022601,0.001091,0.175967,0.005704,0.030253,0.065282,0.044706,0.008346,0.018294
RG147,low,False,6,3,0,D3-2:strong-remote,2,5,1,2,0.001311,3.8e-05,0.040725,0.000199,0.001567,0.004041,0.00175,0.001052,0.000989
RG148,high,False,6,3,0,D3-2:strong-remote,2,4,1,2,0.082865,0.006822,0.332934,0.036312,0.168784,0.191004,0.27519,0.074562,0.05407
RG148,medium,False,6,3,0,D3-2:strong-remote,2,4,1,2,0.011485,0.000664,0.121834,0.001845,0.026471,0.036436,0.035455,0.00518,0.007493
RG148,low,False,6,3,0,D3-2:strong-remote,2,4,1,2,0.00045,5e-06,0.022531,5e-06,0.001284,0.001604,0.001297,3.8e-05,0.000276
RG149,high,False,6,3,0,D3-2:strong-remote,2,4,0,2,0.162919,9.8e-05,0.430166,0.013478,0.371527,0.497796,0.48812,9.8e-05,0.130802
RG149,medium,False,6,3,0,D3-2:strong-remote,2,4,0,2,0.042653,0.00213,0.238162,0.00296,0.090075,0.155569,0.123559,0.00213,0.031158
RG149,low,False,6,3,0,D3-2:strong-remote,2,4,0,2,0.002558,0.000128,0.057718,0.000163,0.005516,0.009657,0.007566,0.000129,0.001767
RG150,high,False,6,3,0,D3-2:strong-remote,2,4,1,2,0.069925,0.001679,0.311748,0.036252,0.132688,0.140001,0.248862,0.024891,0.053537
RG150,medium,False,6,3,0,D3-2:strong-remote,2,4,1,2,0.017617,0.001005,0.15572,0.005547,0.024638,0.048817,0.040067,0.002579,0.015442
RG150,low,False,6,3,0,D3-2:strong-remote,2,4,1,2,0.001267,5.7e-05,0.040981,0.000363,0.001479,0.003829,0.002357,0.000345,0.001116
RG151,high,False,6,3,0,D3-2:strong-remote,2,4,0,2,0.156724,0.001083,0.422983,0.013755,0.372056,0.457197,0.489844,0.001083,0.125082
RG151,medium,False,6,3,0,D3-2:strong-remote,2,4,0,2,0.044358,0.002061,0.243831,0.003562,0.091666,0.160917,0.128918,0.002061,0.032674
RG151,low,False,6,3,0,D3-2:strong-remote,2,4,0,2,0.003438,0.000144,0.06875,0.000207,0.005607,0.014473,0.007959,0.000978,0.002428
RG152,high,False,6,3,0,D3-2:strong-remote,2,4,1,2,0.066818,0.003837,0.304183,0.031292,0.132095,0.103505,0.249373,0.088103,0.041758
RG152,medium,False,6,3,0,D3-2:strong-remote,2,4,1,2,0.00881,0.000604,0.106275,0.001707,0.022934,0.017989,0.033182,0.006473,0.005266
RG152,low,False,6,3,0,D3-2:strong-remote,2,4,1,2,0.000375,5e-06,0.020099,5e-06,0.001238,0.00104,0.001232,2.9e-05,0.000216
RG153,high,False,6,3,0,D3-2:strong-remote,2,3,1,2,0.119999,0.002297,0.399236,0.038085,0.192116,0.343805,0.313061,0.002297,0.099685
RG153,medium,False,6,3,0,D3-2:strong-remote,2,3,1,2,0.025694,0.001233,0.192849,0.005462,0.029213,0.0883,0.051423,0.008356,0.020931
RG153,low,False,6,3,0,D3-2:strong-remote,2,3,1,2,0.001264,3.5e-05,0.04037,0.000164,0.001237,0.004391,0.001866,0.000971,0.000958
RG154,high,False,6,3,0,D3-2:strong-remote,2,2,1,2,0.109457,0.0,0.348217,0.002756,0.294433,0.344044,0.344044,0.0,0.077372
RG154,medium,False,6,3,0,D3-2:strong-remote,2,2,1,2,0.020789,0.0,0.147105,0.000587,0.058427,0.070232,0.070232,0.0,0.011948
RG154,low,False,6,3,0,D3-2:strong-remote,2,2,1,2,0.001192,0.0,0.035352,5.2e-05,0.00327,0.004147,0.004147,0.0,0.000638
RG155,high,False,6,3,0,D3-2:strong-remote,2,3,0,2,0.120366,0.00036,0.377174,0.021084,0.252182,0.393826,0.388515,0.00036,0.08318
RG155,medium,False,6,3,0,D3-2:strong-remote,2,3,0,2,0.029954,0.001451,0.193901,0.002177,0.066176,0.113463,0.090836,0.001803,0.019136
RG155,low,False,6,3,0,D3-2:strong-remote,2,3,0,2,0.002105,7.7e-05,0.052122,0.000116,0.004274,0.008692,0.005794,0.000298,0.00132
RG156,high,False,6,3,0,D3-2:strong-remote,2,3,1,2,0.09838,0.000718,0.368372,0.028761,0.159863,0.276853,0.276442,0.000718,0.083538
RG156,medium,False,6,3,0,D3-2:strong-remote,2,3,1,2,0.020497,0.001109,0.169536,0.003741,0.02537,0.065217,0.041376,0.007852,0.017134
RG156,low,False,6,3,0,D3-2:strong-remote,2,3,1,2,0.001133,3.1e-05,0.037437,0.000113,0.001141,0.003893,0.001422,0.001022,0.000861
RG157,high,False,6,3,0,D3-1:tree-like-remote,2,2,0,2,0.102489,0.0,0.342532,0.017506,0.221843,0.340879,0.340879,0.0,0.067057
RG157,medium,False,6,3,0,D3-1:tree-like-remote,2,2,0,2,0.020383,0.0,0.146783,0.001275,0.053526,0.070551,0.070551,0.0,0.011581
RG157,low,False,6,3,0,D3-1:tree-like-remote,2,2,0,2,0.001209,0.0,0.035749,5.8e-05,0.003286,0.004217,0.004217,0.0,0.00065
RG158,high,False,6,3,0,D3-2:strong-remote,2,2,1,2,0.087078,0.0,0.343216,0.027109,0.151592,0.256732,0.256732,0.0,0.06792
RG158,medium,False,6,3,0,D3-2:strong-remote,2,2,1,2,0.009026,0.0,0.10431,0.001255,0.020769,0.029554,0.029554,0.0,0.006079
RG158,low,False,6,3,0,D3-2:strong-remote,2,2,1,2,0.000271,0.0,0.015964,3e-06,0.000853,0.000875,0.000875,0.0,0.000143
RG159,high,False,6,2,1,D3-2:strong-remote,3,4,0,2,0.156469,0.0,0.343962,0.002457,0.469589,0.515044,0.515044,0.0,0.084219
RG159,medium,False,6,2,1,D3-2:strong-remote,3,4,0,2,0.07278,0.0,0.300333,0.014371,0.1534,0.249277,0.249277,0.0,0.045287
RG159,low,False,6,2,1,D3-2:strong-remote,3,4,0,2,0.004997,0.0,0.081696,0.001095,0.009877,0.017485,0.017485,0.0,0.003135
RG160,high,False,6,2,1,D3-2:strong-remote,3,4,1,2,0.091634,0.0,0.271439,0.002395,0.265058,0.299427,0.299427,0.0,0.050743
RG160,medium,False,6,2,1,D3-2:strong-remote,3,4,1,2,0.049643,0.0,0.251112,0.020498,0.075396,0.153322,0.153322,0.0,0.036497
RG160,low,False,6,2,1,D3-2:strong-remote,3,4,1,2,0.00354,0.0,0.06813,0.002323,0.003957,0.010457,0.010457,0.0,0.00263
RG161,high,False,6,2,1,D3-2:strong-remote,3,4,2,2,0.016767,-0.0,0.092693,0.002945,0.017038,0.033001,0.033001,0.0,0.016611
RG161,medium,False,6,2,1,D3-2:strong-remote,3,4,2,2,0.037873,0.0,0.206835,0.03281,0.013229,0.085357,0.085357,0.0,0.037166
RG161,low,False,6,2,1,D3-2:strong-remote,3,4,2,2,0.002671,0.0,0.057575,0.00321,0.000369,0.005747,0.005747,0.0,0.002381
RG162,high,False,6,2,1,D3-2:strong-remote,3,4,3,2,0.016837,-0.0,0.09283,0.002869,0.01732,0.033135,0.033135,0.0,0.016721
RG162,medium,False,6,2,1,D3-2:strong-remote,3,4,3,2,0.04025,0.0,0.212276,0.033788,0.014925,0.090867,0.090867,0.0,0.039754
RG162,low,False,6,2,1,D3-2:strong-remote,3,4,3,2,0.003139,0.0,0.062609,0.003713,0.000458,0.006771,0.006771,0.0,0.00281
RG163,high,False,6,2,1,D3-2:strong-remote,3,4,2,2,0.091689,0.0,0.271512,0.00236,0.265309,0.299541,0.299541,0.0,0.0508
RG163,medium,False,6,2,1,D3-2:strong-remote,3,4,2,2,0.050942,0.0,0.253757,0.021064,0.076262,0.156699,0.156699,0.0,0.037807
RG163,low,False,6,2,1,D3-2:strong-remote,3,4,2,2,0.00375,0.0,0.070048,0.002539,0.003937,0.010997,0.010997,0.0,0.002815
RG164,high,False,6,2,1,D3-2:strong-remote,3,4,1,2,0.059415,0.0,0.228571,0.034586,0.088064,0.151724,0.151724,0.0,0.053399
RG164,medium,False,6,2,1,D3-2:strong-remote,3,4,1,2,0.023234,0.0,0.145426,0.005988,0.043483,0.071273,0.071273,0.0,0.019144
RG164,low,False,6,2,1,D3-2:strong-remote,3,4,1,2,0.001805,0.0,0.04426,0.00042,0.003567,0.00593,0.00593,0.0,0.001308
RG165,high,False,6,2,1,D3-1:tree-like-remote,3,3,0,2,0.152816,0.0,0.340761,0.002843,0.455431,0.505174,0.505174,0.0,0.082104
RG165,medium,False,6,2,1,D3-1:tree-like-remote,3,3,0,2,0.051478,0.0,0.245922,0.004897,0.129377,0.179718,0.179718,0.0,0.028868
RG165,low,False,6,2,1,D3-1:tree-like-remote,3,3,0,2,0.002852,0.0,0.057018,0.000175,0.007602,0.010062,0.010062,0.0,0.001529
RG166,high,False,6,2,1,D3-2:strong-remote,3,3,1,2,0.066517,0.0,0.269823,0.042405,0.080518,0.217762,0.217762,0.0,0.046699
RG166,medium,False,6,2,1,D3-2:strong-remote,3,3,1,2,0.016692,0.0,0.135765,0.002532,0.038698,0.059185,0.059185,0.0,0.009194
RG166,low,False,6,2,1,D3-2:strong-remote,3,3,1,2,0.000932,0.0,0.028594,6.1e-05,0.002437,0.003255,0.003255,0.0,0.000497
RG167,high,False,6,2,1,D3-2:strong-remote,3,3,2,2,0.057779,0.0,0.219782,0.032311,0.088615,0.170223,0.170223,0.0,0.04438
RG167,medium,False,6,2,1,D3-2:strong-remote,3,3,2,2,0.018027,0.0,0.126842,0.004519,0.035354,0.059122,0.059122,0.0,0.013006
RG167,low,False,6,2,1,D3-2:strong-remote,3,3,2,2,0.001088,0.0,0.031849,0.000191,0.00248,0.003688,0.003688,0.0,0.000656
RG168,high,False,6,2,1,D3-2:strong-remote,3,3,3,2,0.009766,-0.0,0.070511,0.001523,0.009704,0.017963,0.017963,0.0,0.009211
RG168,medium,False,6,2,1,D3-2:strong-remote,3,3,3,2,0.016729,0.0,0.108507,0.015166,0.005564,0.037171,0.037171,0.0,0.016105
RG168,low,False,6,2,1,D3-2:strong-remote,3,3,3,2,0.00092,0.0,0.029799,0.00131,5.5e-05,0.001864,0.001864,0.0,0.000757
RG169,high,False,6,2,1,D3-2:strong-remote,3,3,1,2,0.045471,0.0,0.191025,0.016918,0.08767,0.135452,0.135452,0.0,0.034734
RG169,medium,False,6,2,1,D3-2:strong-remote,3,3,1,2,0.013193,0.0,0.101767,0.000835,0.034628,0.04156,0.04156,0.0,0.008897
RG169,low,False,6,2,1,D3-2:strong-remote,3,3,1,2,0.000822,0.0,0.024933,2.4e-05,0.002463,0.002523,0.002523,0.0,0.000454
RG170,high,False,6,2,1,D3-2:strong-remote,3,3,2,2,0.075256,0.0,0.245601,0.001012,0.226699,0.23835,0.23835,0.0,0.043213
RG170,medium,False,6,2,1,D3-2:strong-remote,3,3,2,2,0.020783,0.0,0.151599,0.00425,0.048068,0.061296,0.061296,0.0,0.014542
