graph_id,n_nodes,evidence_level,agent,agent_rho,p_R,p_G,p_B,entropy,kl_to_A0,kl_to_A4,D1_target_degree,D2_neighbor_coupling,D3_remote_class,S2_count,e12,e22,radius,preferred_color_template
RG096,6,medium,A2,0.5,0.21454,0.489094,0.296365,1.040461,0.058151,0.003325,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG096,6,medium,A3,0.75,0.197011,0.516771,0.286218,1.019252,0.07936,0.000273,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG096,6,medium,A4,1.0,0.19032,0.527993,0.281687,1.00985,0.088762,0.0,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG096,6,low,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.002732,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG096,6,low,A1,0.25,0.321502,0.352246,0.326252,1.097797,0.000815,0.000572,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG096,6,low,A2,0.5,0.315098,0.362282,0.32262,1.096708,0.001904,8e-05,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG096,6,low,A3,0.75,0.312377,0.3666,0.321024,1.096102,0.002511,6e-06,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG096,6,low,A4,1.0,0.311326,0.368287,0.320388,1.095843,0.002769,0.0,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG097,6,high,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.722336,3,2,D3-2:strong-remote,2,3,0,2,0-1-2-1-1
RG097,6,high,A1,0.25,0.168854,0.613381,0.217765,0.932093,0.166519,0.173953,3,2,D3-2:strong-remote,2,3,0,2,0-1-2-1-1
RG097,6,high,A2,0.5,0.086467,0.774914,0.13862,0.683191,0.415421,0.020731,3,2,D3-2:strong-remote,2,3,0,2,0-1-2-1-1
RG097,6,high,A3,0.75,0.056997,0.829529,0.113473,0.565259,0.533353,0.00138,3,2,D3-2:strong-remote,2,3,0,2,0-1-2-1-1
RG097,6,high,A4,1.0,0.046987,0.846357,0.106656,0.523576,0.575036,0.0,3,2,D3-2:strong-remote,2,3,0,2,0-1-2-1-1
RG097,6,medium,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.100743,3,2,D3-2:strong-remote,2,3,0,2,0-1-2-1-1
RG097,6,medium,A1,0.25,0.248187,0.463895,0.287918,1.060664,0.037948,0.016179,3,2,D3-2:strong-remote,2,3,0,2,0-1-2-1-1
RG097,6,medium,A2,0.5,0.202237,0.52476,0.273004,1.016044,0.082569,0.001151,3,2,D3-2:strong-remote,2,3,0,2,0-1-2-1-1
RG097,6,medium,A3,0.75,0.187899,0.538331,0.27377,1.002177,0.096435,5.8e-05,3,2,D3-2:strong-remote,2,3,0,2,0-1-2-1-1
RG097,6,medium,A4,1.0,0.183734,0.540689,0.275577,0.998958,0.099655,0.0,3,2,D3-2:strong-remote,2,3,0,2,0-1-2-1-1
RG097,6,low,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.00308,3,2,D3-2:strong-remote,2,3,0,2,0-1-2-1-1
RG097,6,low,A1,0.25,0.318023,0.360401,0.321576,1.096975,0.001637,0.000246,3,2,D3-2:strong-remote,2,3,0,2,0-1-2-1-1
RG097,6,low,A2,0.5,0.311703,0.369695,0.318602,1.095649,0.002963,6e-06,3,2,D3-2:strong-remote,2,3,0,2,0-1-2-1-1
RG097,6,low,A3,0.75,0.310379,0.370704,0.318917,1.095466,0.003146,0.0,3,2,D3-2:strong-remote,2,3,0,2,0-1-2-1-1
RG097,6,low,A4,1.0,0.310154,0.370517,0.319329,1.095488,0.003125,0.0,3,2,D3-2:strong-remote,2,3,0,2,0-1-2-1-1
RG098,6,high,A0,0.0,0.013192,0.879119,0.107689,0.410343,0.0,0.327215,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-0-2
RG098,6,high,A1,0.25,0.026476,0.793184,0.18034,0.588834,0.029836,0.185482,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-0-2
RG098,6,high,A2,0.5,0.051033,0.613426,0.33554,0.818031,0.229634,0.026858,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-0-2
RG098,6,high,A3,0.75,0.061534,0.512416,0.42605,0.877682,0.404118,0.000411,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-0-2
RG098,6,high,A4,1.0,0.062177,0.498278,0.439546,0.881124,0.431713,0.0,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-0-2
RG098,6,medium,A0,0.0,0.147511,0.564041,0.288448,0.96391,0.0,0.022287,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-0-2
RG098,6,medium,A1,0.25,0.168776,0.486397,0.344827,1.017986,0.012254,0.001862,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-0-2
RG098,6,medium,A2,0.5,0.181173,0.451553,0.367275,1.03639,0.02553,0.000384,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-0-2
RG098,6,medium,A3,0.75,0.184948,0.454664,0.360388,1.038301,0.024065,8.2e-05,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-0-2
RG098,6,medium,A4,1.0,0.186992,0.458734,0.354274,1.038637,0.022371,0.0,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-0-2
RG098,6,low,A0,0.0,0.284815,0.384332,0.330853,1.091171,0.0,0.000163,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-0-2
RG098,6,low,A1,0.25,0.287132,0.369985,0.342883,1.093171,0.000497,0.000137,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-0-2
RG098,6,low,A2,0.5,0.287963,0.369526,0.342511,1.093351,0.000509,0.000131,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-0-2
RG098,6,low,A3,0.75,0.288545,0.373702,0.337753,1.093078,0.000244,1.5e-05,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-0-2
RG098,6,low,A4,1.0,0.289205,0.375598,0.335197,1.092975,0.000162,0.0,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-0-2
RG099,6,high,A0,0.0,0.013192,0.879119,0.107689,0.410343,0.0,0.292618,3,2,D3-2:strong-remote,2,2,1,2,0-0-2-0-1
RG099,6,high,A1,0.25,0.0284,0.882477,0.089124,0.426948,0.008276,0.274038,3,2,D3-2:strong-remote,2,2,1,2,0-0-2-0-1
RG099,6,high,A2,0.5,0.07739,0.808543,0.114067,0.617501,0.075823,0.150358,3,2,D3-2:strong-remote,2,2,1,2,0-0-2-0-1
RG099,6,high,A3,0.75,0.158088,0.663373,0.178539,0.871483,0.29609,0.026737,3,2,D3-2:strong-remote,2,2,1,2,0-0-2-0-1
RG099,6,high,A4,1.0,0.21811,0.550074,0.231817,0.99978,0.531711,0.0,3,2,D3-2:strong-remote,2,2,1,2,0-0-2-0-1
RG099,6,medium,A0,0.0,0.147511,0.564041,0.288448,0.96391,0.0,0.032214,3,2,D3-2:strong-remote,2,2,1,2,0-0-2-0-1
RG099,6,medium,A1,0.25,0.177601,0.563407,0.258992,0.980077,0.004438,0.021992,3,2,D3-2:strong-remote,2,2,1,2,0-0-2-0-1
RG099,6,medium,A2,0.5,0.211886,0.521978,0.266136,1.020435,0.014854,0.006992,3,2,D3-2:strong-remote,2,2,1,2,0-0-2-0-1
RG099,6,medium,A3,0.75,0.233879,0.48212,0.284001,1.049045,0.027721,0.000713,3,2,D3-2:strong-remote,2,2,1,2,0-0-2-0-1
RG099,6,medium,A4,1.0,0.243203,0.463311,0.293486,1.060098,0.035536,0.0,3,2,D3-2:strong-remote,2,2,1,2,0-0-2-0-1
RG099,6,low,A0,0.0,0.284815,0.384332,0.330853,1.091171,0.0,0.000262,3,2,D3-2:strong-remote,2,2,1,2,0-0-2-0-1
RG099,6,low,A1,0.25,0.291262,0.386428,0.32231,1.091633,0.000189,0.000195,3,2,D3-2:strong-remote,2,2,1,2,0-0-2-0-1
RG099,6,low,A2,0.5,0.294471,0.383039,0.32249,1.092541,0.000271,9.9e-05,3,2,D3-2:strong-remote,2,2,1,2,0-0-2-0-1
RG099,6,low,A3,0.75,0.294973,0.378858,0.326169,1.093261,0.000251,1.1e-05,3,2,D3-2:strong-remote,2,2,1,2,0-0-2-0-1
RG099,6,low,A4,1.0,0.294998,0.376887,0.328115,1.093548,0.000264,0.0,3,2,D3-2:strong-remote,2,2,1,2,0-0-2-0-1
RG100,6,high,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,1.053532,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG100,6,high,A1,0.25,0.142731,0.681959,0.17531,0.844162,0.254451,0.25363,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG100,6,high,A2,0.5,0.082418,0.847962,0.06962,0.531073,0.567539,0.030975,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG100,6,high,A3,0.75,0.073518,0.891733,0.03475,0.410825,0.687787,0.002209,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG100,6,high,A4,1.0,0.072511,0.903519,0.02397,0.37137,0.727243,0.0,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG100,6,medium,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.10995,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG100,6,medium,A1,0.25,0.263515,0.459025,0.277459,1.064581,0.034031,0.02495,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG100,6,medium,A2,0.5,0.238887,0.527587,0.233527,1.019046,0.079566,0.003619,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG100,6,medium,A3,0.75,0.23409,0.554606,0.211304,0.995312,0.1033,0.000293,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG100,6,medium,A4,1.0,0.233435,0.564455,0.20211,0.985585,0.113027,0.0,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG100,6,low,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.003144,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG100,6,low,A1,0.25,0.3224,0.354212,0.323388,1.097641,0.000972,0.000642,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG100,6,low,A2,0.5,0.317753,0.365067,0.317179,1.09638,0.002233,8.8e-05,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG100,6,low,A3,0.75,0.316247,0.369584,0.314169,1.095702,0.002911,7e-06,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG100,6,low,A4,1.0,0.315766,0.371312,0.312922,1.095417,0.003195,0.0,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG101,6,high,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.874275,3,2,D3-2:strong-remote,2,3,0,2,0-2-1-1-1
RG101,6,high,A1,0.25,0.212145,0.617969,0.169886,0.927511,0.171101,0.23985,3,2,D3-2:strong-remote,2,3,0,2,0-2-1-1-1
RG101,6,high,A2,0.5,0.124793,0.7928,0.082406,0.649476,0.449136,0.034352,3,2,D3-2:strong-remote,2,3,0,2,0-2-1-1-1
RG101,6,high,A3,0.75,0.094498,0.857346,0.048156,0.500967,0.597646,0.002645,3,2,D3-2:strong-remote,2,3,0,2,0-2-1-1-1
RG101,6,high,A4,1.0,0.085485,0.87872,0.035794,0.443046,0.655566,0.0,3,2,D3-2:strong-remote,2,3,0,2,0-2-1-1-1
RG101,6,medium,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.116453,3,2,D3-2:strong-remote,2,3,0,2,0-2-1-1-1
RG101,6,medium,A1,0.25,0.274536,0.468969,0.256495,1.058996,0.039616,0.021488,3,2,D3-2:strong-remote,2,3,0,2,0-2-1-1-1
RG101,6,medium,A2,0.5,0.242374,0.542721,0.214905,1.005629,0.092983,0.001708,3,2,D3-2:strong-remote,2,3,0,2,0-2-1-1-1
RG101,6,medium,A3,0.75,0.234192,0.564732,0.201077,0.985187,0.113425,8.3e-05,3,2,D3-2:strong-remote,2,3,0,2,0-2-1-1-1
RG101,6,medium,A4,1.0,0.232541,0.570652,0.196807,0.979243,0.11937,0.0,3,2,D3-2:strong-remote,2,3,0,2,0-2-1-1-1
RG101,6,low,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.003496,3,2,D3-2:strong-remote,2,3,0,2,0-2-1-1-1
RG101,6,low,A1,0.25,0.320351,0.360981,0.318668,1.096913,0.0017,0.000334,3,2,D3-2:strong-remote,2,3,0,2,0-2-1-1-1
RG101,6,low,A2,0.5,0.315575,0.371519,0.312906,1.095383,0.003229,8e-06,3,2,D3-2:strong-remote,2,3,0,2,0-2-1-1-1
RG101,6,low,A3,0.75,0.314927,0.373282,0.31179,1.095079,0.003533,0.0,3,2,D3-2:strong-remote,2,3,0,2,0-2-1-1-1
RG101,6,low,A4,1.0,0.314959,0.373408,0.311632,1.095056,0.003556,0.0,3,2,D3-2:strong-remote,2,3,0,2,0-2-1-1-1
RG102,6,high,A0,0.0,0.013192,0.107689,0.879119,0.410343,0.0,0.198253,3,2,D3-2:strong-remote,2,4,0,2,0-0-1-1-0
RG102,6,high,A1,0.25,0.029061,0.160959,0.80998,0.567536,0.021296,0.105782,3,2,D3-2:strong-remote,2,4,0,2,0-0-1-1-0
RG102,6,high,A2,0.5,0.059703,0.282956,0.657341,0.801276,0.172387,0.008068,3,2,D3-2:strong-remote,2,4,0,2,0-0-1-1-0
RG102,6,high,A3,0.75,0.070397,0.330786,0.598817,0.859822,0.259176,2.8e-05,3,2,D3-2:strong-remote,2,4,0,2,0-0-1-1-0
RG102,6,high,A4,1.0,0.070073,0.334322,0.595605,0.861198,0.263863,0.0,3,2,D3-2:strong-remote,2,4,0,2,0-0-1-1-0
RG102,6,medium,A0,0.0,0.147511,0.288448,0.564041,0.96391,0.0,0.024989,3,2,D3-2:strong-remote,2,4,0,2,0-0-1-1-0
RG102,6,medium,A1,0.25,0.184364,0.328646,0.486989,1.027835,0.012462,0.002234,3,2,D3-2:strong-remote,2,4,0,2,0-0-1-1-0
RG102,6,medium,A2,0.5,0.200123,0.345259,0.454618,1.047506,0.025067,7e-06,3,2,D3-2:strong-remote,2,4,0,2,0-0-1-1-0
RG102,6,medium,A3,0.75,0.201668,0.34505,0.453281,1.048709,0.025797,3e-06,3,2,D3-2:strong-remote,2,4,0,2,0-0-1-1-0
RG102,6,medium,A4,1.0,0.201485,0.344033,0.454481,1.04828,0.025298,0.0,3,2,D3-2:strong-remote,2,4,0,2,0-0-1-1-0
RG102,6,low,A0,0.0,0.284815,0.330853,0.384332,1.091171,0.0,0.000882,3,2,D3-2:strong-remote,2,4,0,2,0-0-1-1-0
RG102,6,low,A1,0.25,0.294672,0.338786,0.366542,1.094632,0.000681,1.3e-05,3,2,D3-2:strong-remote,2,4,0,2,0-0-1-1-0
RG102,6,low,A2,0.5,0.296995,0.340052,0.362953,1.095209,0.000989,4e-06,3,2,D3-2:strong-remote,2,4,0,2,0-0-1-1-0
RG102,6,low,A3,0.75,0.296783,0.339508,0.363708,1.09513,0.000924,1e-06,3,2,D3-2:strong-remote,2,4,0,2,0-0-1-1-0
RG102,6,low,A4,1.0,0.296555,0.339187,0.364259,1.095061,0.000876,0.0,3,2,D3-2:strong-remote,2,4,0,2,0-0-1-1-0
RG103,6,high,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.294873,3,2,D3-2:strong-remote,2,4,1,2,0-2-1-2-1
RG103,6,high,A1,0.25,0.193969,0.403016,0.403016,1.050625,0.047987,0.080777,3,2,D3-2:strong-remote,2,4,1,2,0-2-1-2-1
RG103,6,high,A2,0.5,0.115518,0.442241,0.442241,0.970975,0.127637,0.012896,3,2,D3-2:strong-remote,2,4,1,2,0-2-1-2-1
RG103,6,high,A3,0.75,0.082352,0.458824,0.458824,0.920542,0.17807,0.000958,3,2,D3-2:strong-remote,2,4,1,2,0-2-1-2-1
RG103,6,high,A4,1.0,0.07085,0.464575,0.464575,0.89987,0.198742,0.0,3,2,D3-2:strong-remote,2,4,1,2,0-2-1-2-1
RG103,6,medium,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.037164,3,2,D3-2:strong-remote,2,4,1,2,0-2-1-2-1
RG103,6,medium,A1,0.25,0.254488,0.372756,0.372756,1.083962,0.01465,0.004408,3,2,D3-2:strong-remote,2,4,1,2,0-2-1-2-1
RG103,6,medium,A2,0.5,0.225333,0.387334,0.387334,1.070533,0.028079,0.000306,3,2,D3-2:strong-remote,2,4,1,2,0-2-1-2-1
RG103,6,medium,A3,0.75,0.217588,0.391206,0.391206,1.066165,0.032448,1.8e-05,3,2,D3-2:strong-remote,2,4,1,2,0-2-1-2-1
RG103,6,medium,A4,1.0,0.215107,0.392446,0.392446,1.064691,0.033921,0.0,3,2,D3-2:strong-remote,2,4,1,2,0-2-1-2-1
RG103,6,low,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.001054,3,2,D3-2:strong-remote,2,4,1,2,0-2-1-2-1
RG103,6,low,A1,0.25,0.316635,0.341682,0.341682,1.09798,0.000633,5.1e-05,3,2,D3-2:strong-remote,2,4,1,2,0-2-1-2-1
RG103,6,low,A2,0.5,0.312981,0.34351,0.34351,1.09767,0.000942,3e-06,3,2,D3-2:strong-remote,2,4,1,2,0-2-1-2-1
RG103,6,low,A3,0.75,0.312297,0.343851,0.343851,1.097606,0.001007,0.0,3,2,D3-2:strong-remote,2,4,1,2,0-2-1-2-1
RG103,6,low,A4,1.0,0.311937,0.344032,0.344032,1.097571,0.001042,0.0,3,2,D3-2:strong-remote,2,4,1,2,0-2-1-2-1
RG104,6,high,A0,0.0,0.013192,0.879119,0.107689,0.410343,0.0,0.355243,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-2-0
RG104,6,high,A1,0.25,0.026638,0.794512,0.17885,0.587172,0.029052,0.209158,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-2-0
RG104,6,high,A2,0.5,0.051752,0.623118,0.32513,0.813294,0.215532,0.041233,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-2-0
RG104,6,high,A3,0.75,0.064479,0.50816,0.427361,0.884078,0.412844,0.001572,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-2-0
RG104,6,high,A4,1.0,0.066379,0.480357,0.453264,0.890914,0.468375,0.0,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-2-0
RG104,6,medium,A0,0.0,0.147511,0.564041,0.288448,0.96391,0.0,0.039644,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-2-0
RG104,6,medium,A1,0.25,0.168584,0.488649,0.342767,1.017063,0.011538,0.008928,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-2-0
RG104,6,medium,A2,0.5,0.184256,0.445518,0.370226,1.039737,0.028298,0.001327,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-2-0
RG104,6,medium,A3,0.75,0.19516,0.429455,0.375385,1.049674,0.036446,0.00014,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-2-0
RG104,6,medium,A4,1.0,0.201612,0.424037,0.374351,1.054483,0.039597,0.0,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-2-0
RG104,6,low,A0,0.0,0.284815,0.384332,0.330853,1.091171,0.0,0.001042,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-2-0
RG104,6,low,A1,0.25,0.287351,0.369685,0.342964,1.093232,0.000513,0.0002,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-2-0
RG104,6,low,A2,0.5,0.289995,0.364696,0.345309,1.09402,0.000869,8.4e-05,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-2-0
RG104,6,low,A3,0.75,0.293412,0.363098,0.34349,1.094676,0.000964,1.5e-05,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-2-0
RG104,6,low,A4,1.0,0.295874,0.362323,0.341803,1.095092,0.001034,0.0,3,2,D3-2:strong-remote,2,3,1,2,0-0-2-2-0
RG105,6,high,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.587319,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-1
RG105,6,high,A1,0.25,0.146888,0.67074,0.182372,0.859963,0.238649,0.070075,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-1
RG105,6,high,A2,0.5,0.09434,0.803025,0.102635,0.632538,0.466074,0.001612,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-1
RG105,6,high,A3,0.75,0.088492,0.819308,0.0922,0.597648,0.500964,9.4e-05,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-1
RG105,6,high,A4,1.0,0.086838,0.824319,0.088843,0.586542,0.51207,0.0,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-1
RG105,6,medium,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.077593,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-1
RG105,6,medium,A1,0.25,0.266076,0.451714,0.28221,1.068282,0.03033,0.012243,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-1
RG105,6,medium,A2,0.5,0.244232,0.50218,0.253588,1.038112,0.0605,0.001564,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-1
RG105,6,medium,A3,0.75,0.238558,0.519454,0.241988,1.025467,0.073145,0.000211,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-1
RG105,6,medium,A4,1.0,0.236607,0.52889,0.234504,1.018021,0.080591,0.0,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-1
RG105,6,low,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.002668,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-1
RG105,6,low,A1,0.25,0.322876,0.353121,0.324003,1.097739,0.000874,0.000505,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-1
RG105,6,low,A2,0.5,0.318932,0.361915,0.319153,1.096799,0.001813,9.1e-05,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-1
RG105,6,low,A3,0.75,0.317443,0.366044,0.316513,1.096241,0.002372,1.2e-05,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-1
RG105,6,low,A4,1.0,0.316735,0.3683,0.314965,1.095903,0.002709,0.0,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-1
RG106,6,high,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.72781,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG106,6,high,A1,0.25,0.212235,0.58412,0.203645,0.967104,0.131508,0.229448,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG106,6,high,A2,0.5,0.134955,0.758031,0.107014,0.719442,0.379171,0.035952,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG106,6,high,A3,0.75,0.106183,0.828374,0.065443,0.572535,0.526077,0.002799,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG106,6,high,A4,1.0,0.096935,0.852579,0.050486,0.512949,0.585663,0.0,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG106,6,medium,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.104441,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG106,6,medium,A1,0.25,0.282019,0.439331,0.27865,1.074384,0.024229,0.029793,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG106,6,medium,A2,0.5,0.252926,0.511557,0.235517,1.031133,0.067479,0.00479,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG106,6,medium,A3,0.75,0.24142,0.545123,0.213456,1.003506,0.095107,0.000395,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG106,6,medium,A4,1.0,0.237331,0.558356,0.204313,0.99121,0.107403,0.0,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG106,6,low,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.003114,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG106,6,low,A1,0.25,0.3237,0.353004,0.323296,1.09775,0.000863,0.000714,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG106,6,low,A2,0.5,0.318743,0.364187,0.317071,1.096499,0.002113,0.000105,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG106,6,low,A3,0.75,0.316726,0.369157,0.314116,1.095767,0.002845,8e-06,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG106,6,low,A4,1.0,0.315969,0.371122,0.312909,1.095448,0.003165,0.0,3,2,D3-1:tree-like-remote,2,2,0,2,0-1-2-1-1
RG107,6,high,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.592755,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-0
RG107,6,high,A1,0.25,0.206544,0.547066,0.246391,1.000905,0.097707,0.20984,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-0
RG107,6,high,A2,0.5,0.125829,0.70083,0.17334,0.813739,0.284873,0.051069,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-0
RG107,6,high,A3,0.75,0.09669,0.787306,0.116004,0.664055,0.434557,0.00595,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-0
RG107,6,high,A4,1.0,0.087718,0.825921,0.086361,0.582953,0.51566,0.0,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-0
RG107,6,medium,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.06033,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-0
RG107,6,medium,A1,0.25,0.296346,0.407075,0.296579,1.086761,0.011852,0.019549,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-0
RG107,6,medium,A2,0.5,0.267541,0.458127,0.274332,1.065192,0.033421,0.004859,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-0
RG107,6,medium,A3,0.75,0.257184,0.489359,0.253457,1.046856,0.051756,0.000604,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-0
RG107,6,medium,A4,1.0,0.254404,0.505074,0.240522,1.035957,0.062655,0.0,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-0
RG107,6,low,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.000797,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-0
RG107,6,low,A1,0.25,0.333562,0.341327,0.325111,1.098415,0.000197,0.000202,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-0
RG107,6,low,A2,0.5,0.332501,0.345623,0.321876,1.098188,0.000424,5.9e-05,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-0
RG107,6,low,A3,0.75,0.33249,0.348233,0.319277,1.097982,0.00063,1e-05,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-0
RG107,6,low,A4,1.0,0.332896,0.349851,0.317253,1.097815,0.000797,0.0,3,2,D3-2:strong-remote,2,2,1,2,0-1-2-1-0
RG108,6,high,A0,0.0,0.333333,0.333333,0.333333,1.098612,0.0,0.890298,3,1,D3-1:tree-like-remote,2,2,0,2,0-1-2-0-0
RG108,6,high,A1,0.25,0.618715,0.176794,0.204492,0.92797,0.170643,0.273025,3,1,D3-1:tree-like-remote,2,2,0,2,0-1-2-0-0
RG108,6,high,A2,0.5,0.798531,0.106242,0.095227,0.641779,0.456833,0.040954,3,1,D3-1:tree-like-remote,2,2,0,2,0-1-2-0-0
