graph_id,n_nodes,evidence_level,agent,agent_rho,p_R,p_G,p_B,entropy,kl_to_A0,kl_to_A4,D1_target_degree,D2_neighbor_coupling,D3_remote_class,S2_count,e12,e22,radius,preferred_color_template
RG045,6,high,A2,0.5,0.753691,0.012774,0.233535,0.608482,0.170933,0.035722,4,3,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG045,6,high,A3,0.75,0.825643,0.009105,0.165251,0.498472,0.273239,0.003384,4,3,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG045,6,high,A4,1.0,0.855297,0.007978,0.136725,0.444284,0.325061,0.0,4,3,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG045,6,medium,A0,0.0,0.398185,0.20363,0.398185,1.057395,0.0,0.070952,4,3,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG045,6,medium,A1,0.25,0.467381,0.156357,0.376262,1.013418,0.012276,0.024139,4,3,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG045,6,medium,A2,0.5,0.527675,0.127678,0.344646,0.967252,0.039209,0.004337,4,3,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG045,6,medium,A3,0.75,0.559669,0.115345,0.324986,0.939238,0.058952,0.000377,4,3,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG045,6,medium,A4,1.0,0.573101,0.110629,0.31627,0.926677,0.068351,0.0,4,3,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG045,6,low,A0,0.0,0.349546,0.300907,0.349546,1.096205,0.0,0.001553,4,3,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG045,6,low,A1,0.25,0.36116,0.293067,0.345773,1.094716,0.000314,0.000474,4,3,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG045,6,low,A2,0.5,0.369433,0.287686,0.34288,1.09331,0.000914,8.7e-05,4,3,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG045,6,low,A3,0.75,0.373796,0.284974,0.341229,1.092466,0.001352,8e-06,4,3,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG045,6,low,A4,1.0,0.375676,0.283833,0.340491,1.092082,0.001565,0.0,4,3,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG046,6,high,A0,0.0,0.057714,0.471143,0.471143,0.873772,0.0,0.627803,4,3,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG046,6,high,A1,0.25,0.020308,0.349705,0.629987,0.737646,0.057586,0.278886,4,3,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG046,6,high,A2,0.5,0.008875,0.206776,0.78435,0.558351,0.212876,0.06591,4,3,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG046,6,high,A3,0.75,0.005099,0.125243,0.869658,0.40856,0.354739,0.006982,4,3,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG046,6,high,A4,1.0,0.003777,0.090272,0.905951,0.327649,0.432874,0.0,4,3,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG046,6,medium,A0,0.0,0.20363,0.398185,0.398185,1.057395,0.0,0.185363,4,3,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG046,6,medium,A1,0.25,0.140739,0.362918,0.496342,0.991496,0.023724,0.073963,4,3,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG046,6,medium,A2,0.5,0.100206,0.310503,0.589291,0.905317,0.082721,0.017113,4,3,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG046,6,medium,A3,0.75,0.07869,0.273711,0.647599,0.836062,0.137547,0.001755,4,3,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG046,6,medium,A4,1.0,0.06929,0.256057,0.674653,0.799322,0.167983,0.0,4,3,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG046,6,low,A0,0.0,0.300907,0.349546,0.349546,1.096205,0.0,0.009035,4,3,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG046,6,low,A1,0.25,0.287403,0.341052,0.371545,1.093092,0.00109,0.003891,4,3,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG046,6,low,A2,0.5,0.275406,0.332567,0.392026,1.08837,0.004014,0.001043,4,3,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG046,6,low,A3,0.75,0.267034,0.326321,0.406645,1.08393,0.0072,0.000121,4,3,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG046,6,low,A4,1.0,0.262741,0.323059,0.4142,1.081286,0.009201,0.0,4,3,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG047,6,high,A0,0.0,0.057714,0.471143,0.471143,0.873772,0.0,0.658434,4,4,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG047,6,high,A1,0.25,0.014785,0.325082,0.660133,0.701757,0.08188,0.236289,4,4,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG047,6,high,A2,0.5,0.005158,0.196305,0.798537,0.52642,0.237003,0.055704,4,4,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG047,6,high,A3,0.75,0.002986,0.12215,0.874865,0.391137,0.367725,0.006093,4,4,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG047,6,high,A4,1.0,0.002366,0.089348,0.908286,0.317473,0.440087,0.0,4,4,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG047,6,medium,A0,0.0,0.20363,0.398185,0.398185,1.057395,0.0,0.208095,4,4,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG047,6,medium,A1,0.25,0.124411,0.356707,0.518882,0.967428,0.036842,0.065376,4,4,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG047,6,medium,A2,0.5,0.080998,0.305282,0.613719,0.865427,0.10973,0.011505,4,4,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG047,6,medium,A3,0.75,0.065855,0.270496,0.663649,0.804915,0.160086,0.000994,4,4,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG047,6,medium,A4,1.0,0.06087,0.254738,0.684392,0.778274,0.183385,0.0,4,4,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG047,6,low,A0,0.0,0.300907,0.349546,0.349546,1.096205,0.0,0.010269,4,4,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG047,6,low,A1,0.25,0.284698,0.341311,0.373991,1.092399,0.001378,0.004176,4,4,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG047,6,low,A2,0.5,0.269782,0.332664,0.397554,1.086304,0.005238,0.000886,4,4,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG047,6,low,A3,0.75,0.261927,0.326089,0.411984,1.081647,0.008718,7.9e-05,4,4,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG047,6,low,A4,1.0,0.258864,0.32299,0.418147,1.079456,0.01045,0.0,4,4,D3-2:strong-remote,1,2,0,2,0-2-1-0-2
RG048,6,high,A0,0.0,0.057714,0.471143,0.471143,0.873772,0.0,0.842672,4,4,D3-2:strong-remote,1,3,0,2,0-2-1-0-2
RG048,6,high,A1,0.25,0.015294,0.235914,0.748793,0.62128,0.163424,0.18635,4,4,D3-2:strong-remote,1,3,0,2,0-2-1-0-2
RG048,6,high,A2,0.5,0.004604,0.111728,0.883668,0.378934,0.383327,0.020857,4,4,D3-2:strong-remote,1,3,0,2,0-2-1-0-2
RG048,6,high,A3,0.75,0.00251,0.072284,0.925206,0.276855,0.481009,0.001395,4,4,D3-2:strong-remote,1,3,0,2,0-2-1-0-2
RG048,6,high,A4,1.0,0.002008,0.059684,0.938308,0.240451,0.516358,0.0,4,4,D3-2:strong-remote,1,3,0,2,0-2-1-0-2
RG048,6,medium,A0,0.0,0.20363,0.398185,0.398185,1.057395,0.0,0.226153,4,4,D3-2:strong-remote,1,3,0,2,0-2-1-0-2
RG048,6,medium,A1,0.25,0.119938,0.31533,0.564731,0.940986,0.060284,0.048071,4,4,D3-2:strong-remote,1,3,0,2,0-2-1-0-2
RG048,6,medium,A2,0.5,0.075702,0.262475,0.661823,0.819641,0.151964,0.004033,4,4,D3-2:strong-remote,1,3,0,2,0-2-1-0-2
RG048,6,medium,A3,0.75,0.06341,0.244939,0.691651,0.774453,0.188908,0.000209,4,4,D3-2:strong-remote,1,3,0,2,0-2-1-0-2
RG048,6,medium,A4,1.0,0.060069,0.239479,0.700452,0.760596,0.200526,0.0,4,4,D3-2:strong-remote,1,3,0,2,0-2-1-0-2
RG048,6,low,A0,0.0,0.300907,0.349546,0.349546,1.096205,0.0,0.01107,4,4,D3-2:strong-remote,1,3,0,2,0-2-1-0-2
RG048,6,low,A1,0.25,0.281149,0.334897,0.383954,1.090629,0.002615,0.002988,4,4,D3-2:strong-remote,1,3,0,2,0-2-1-0-2
RG048,6,low,A2,0.5,0.266402,0.3257,0.407898,1.083524,0.007511,0.000377,4,4,D3-2:strong-remote,1,3,0,2,0-2-1-0-2
RG048,6,low,A3,0.75,0.260575,0.321602,0.417823,1.079909,0.010253,2.4e-05,4,4,D3-2:strong-remote,1,3,0,2,0-2-1-0-2
RG048,6,low,A4,1.0,0.258688,0.32007,0.421242,1.078593,0.011286,0.0,4,4,D3-2:strong-remote,1,3,0,2,0-2-1-0-2
RG049,6,high,A0,0.0,0.471143,0.057714,0.471143,0.873772,0.0,0.901866,4,4,D3-2:strong-remote,1,4,0,2,0-1-1-2-2
RG049,6,high,A1,0.25,0.229332,0.011949,0.758719,0.60011,0.177571,0.181965,4,4,D3-2:strong-remote,1,4,0,2,0-1-1-2-2
RG049,6,high,A2,0.5,0.105775,0.002852,0.891373,0.35683,0.401752,0.01815,4,4,D3-2:strong-remote,1,4,0,2,0-1-1-2-2
RG049,6,high,A3,0.75,0.069471,0.0012,0.929328,0.261454,0.493659,0.001102,4,4,D3-2:strong-remote,1,4,0,2,0-1-1-2-2
RG049,6,high,A4,1.0,0.058561,0.000824,0.940615,0.229615,0.524709,0.0,4,4,D3-2:strong-remote,1,4,0,2,0-1-1-2-2
RG049,6,medium,A0,0.0,0.398185,0.20363,0.398185,1.057395,0.0,0.254106,4,4,D3-2:strong-remote,1,4,0,2,0-1-1-2-2
RG049,6,medium,A1,0.25,0.302766,0.10516,0.592074,0.908912,0.082448,0.039922,4,4,D3-2:strong-remote,1,4,0,2,0-1-1-2-2
RG049,6,medium,A2,0.5,0.25091,0.061528,0.687562,0.776044,0.186057,0.001624,4,4,D3-2:strong-remote,1,4,0,2,0-1-1-2-2
RG049,6,medium,A3,0.75,0.240065,0.052974,0.706961,0.743331,0.213033,3.7e-05,4,4,D3-2:strong-remote,1,4,0,2,0-1-1-2-2
RG049,6,medium,A4,1.0,0.238057,0.051535,0.710408,0.737397,0.218001,0.0,4,4,D3-2:strong-remote,1,4,0,2,0-1-1-2-2
RG049,6,low,A0,0.0,0.349546,0.300907,0.349546,1.096205,0.0,0.012863,4,4,D3-2:strong-remote,1,4,0,2,0-1-1-2-2
RG049,6,low,A1,0.25,0.330516,0.274906,0.394578,1.087841,0.004468,0.002259,4,4,D3-2:strong-remote,1,4,0,2,0-1-1-2-2
RG049,6,low,A2,0.5,0.32198,0.258322,0.419698,1.078931,0.010894,0.000103,4,4,D3-2:strong-remote,1,4,0,2,0-1-1-2-2
RG049,6,low,A3,0.75,0.320377,0.254258,0.425365,1.076459,0.012757,2e-06,4,4,D3-2:strong-remote,1,4,0,2,0-1-1-2-2
RG049,6,low,A4,1.0,0.320127,0.253523,0.426349,1.076008,0.013098,0.0,4,4,D3-2:strong-remote,1,4,0,2,0-1-1-2-2
RG050,6,high,A0,0.0,0.057714,0.471143,0.471143,0.873772,0.0,0.833834,4,3,D3-2:strong-remote,1,3,0,2,0-1-2-0-2
RG050,6,high,A1,0.25,0.019659,0.213643,0.766699,0.610672,0.183197,0.159787,4,3,D3-2:strong-remote,1,3,0,2,0-1-2-0-2
RG050,6,high,A2,0.5,0.007341,0.105773,0.886886,0.380153,0.387855,0.019285,4,3,D3-2:strong-remote,1,3,0,2,0-1-2-0-2
RG050,6,high,A3,0.75,0.003661,0.07101,0.925329,0.280166,0.480114,0.001423,4,3,D3-2:strong-remote,1,3,0,2,0-1-2-0-2
RG050,6,high,A4,1.0,0.002448,0.059362,0.938189,0.242225,0.515509,0.0,4,3,D3-2:strong-remote,1,3,0,2,0-1-2-0-2
RG050,6,medium,A0,0.0,0.20363,0.398185,0.398185,1.057395,0.0,0.221491,4,3,D3-2:strong-remote,1,3,0,2,0-1-2-0-2
RG050,6,medium,A1,0.25,0.13269,0.301548,0.565762,0.951751,0.058071,0.051384,4,3,D3-2:strong-remote,1,3,0,2,0-1-2-0-2
RG050,6,medium,A2,0.5,0.088151,0.253326,0.658524,0.83703,0.142924,0.00642,4,3,D3-2:strong-remote,1,3,0,2,0-1-2-0-2
RG050,6,medium,A3,0.75,0.069427,0.240582,0.689991,0.783992,0.183406,0.00046,4,3,D3-2:strong-remote,1,3,0,2,0-1-2-0-2
RG050,6,medium,A4,1.0,0.062475,0.23769,0.699834,0.764533,0.198203,0.0,4,3,D3-2:strong-remote,1,3,0,2,0-1-2-0-2
RG050,6,low,A0,0.0,0.300907,0.349546,0.349546,1.096205,0.0,0.010916,4,3,D3-2:strong-remote,1,3,0,2,0-1-2-0-2
RG050,6,low,A1,0.25,0.283157,0.33318,0.383663,1.091009,0.002537,0.003026,4,3,D3-2:strong-remote,1,3,0,2,0-1-2-0-2
RG050,6,low,A2,0.5,0.269465,0.323874,0.406661,1.084393,0.007101,0.00046,4,3,D3-2:strong-remote,1,3,0,2,0-1-2-0-2
RG050,6,low,A3,0.75,0.262402,0.320629,0.41697,1.080508,0.009927,3.6e-05,4,3,D3-2:strong-remote,1,3,0,2,0-1-2-0-2
RG050,6,low,A4,1.0,0.259477,0.31966,0.420863,1.078863,0.011134,0.0,4,3,D3-2:strong-remote,1,3,0,2,0-1-2-0-2
RG051,6,high,A0,0.0,0.057714,0.471143,0.471143,0.873772,0.0,0.896509,4,3,D3-2:strong-remote,1,4,0,2,0-1-2-0-2
RG051,6,high,A1,0.25,0.013682,0.205648,0.78067,0.577267,0.204055,0.150614,4,3,D3-2:strong-remote,1,4,0,2,0-1-2-0-2
RG051,6,high,A2,0.5,0.003814,0.098742,0.897444,0.346961,0.41364,0.015192,4,3,D3-2:strong-remote,1,4,0,2,0-1-2-0-2
RG051,6,high,A3,0.75,0.001601,0.067609,0.93079,0.259201,0.496752,0.000981,4,3,D3-2:strong-remote,1,4,0,2,0-1-2-0-2
RG051,6,high,A4,1.0,0.000977,0.057981,0.941042,0.229067,0.525578,0.0,4,3,D3-2:strong-remote,1,4,0,2,0-1-2-0-2
RG051,6,medium,A0,0.0,0.20363,0.398185,0.398185,1.057395,0.0,0.248111,4,3,D3-2:strong-remote,1,4,0,2,0-1-2-0-2
RG051,6,medium,A1,0.25,0.117124,0.288,0.594876,0.918656,0.080727,0.04273,4,3,D3-2:strong-remote,1,4,0,2,0-1-2-0-2
RG051,6,medium,A2,0.5,0.074382,0.241359,0.684259,0.79599,0.17473,0.003957,4,3,D3-2:strong-remote,1,4,0,2,0-1-2-0-2
RG051,6,medium,A3,0.75,0.059214,0.235364,0.705422,0.75402,0.206528,0.000257,4,3,D3-2:strong-remote,1,4,0,2,0-1-2-0-2
RG051,6,medium,A4,1.0,0.054019,0.236093,0.709888,0.7417,0.215365,0.0,4,3,D3-2:strong-remote,1,4,0,2,0-1-2-0-2
RG051,6,low,A0,0.0,0.300907,0.349546,0.349546,1.096205,0.0,0.012625,4,3,D3-2:strong-remote,1,4,0,2,0-1-2-0-2
RG051,6,low,A1,0.25,0.277724,0.328999,0.393277,1.08857,0.004161,0.002437,4,3,D3-2:strong-remote,1,4,0,2,0-1-2-0-2
RG051,6,low,A2,0.5,0.262908,0.320306,0.416786,1.080658,0.009854,0.000233,4,3,D3-2:strong-remote,1,4,0,2,0-1-2-0-2
RG051,6,low,A3,0.75,0.256748,0.319306,0.423945,1.077421,0.012168,1.4e-05,4,3,D3-2:strong-remote,1,4,0,2,0-1-2-0-2
RG051,6,low,A4,1.0,0.254542,0.319639,0.425819,1.076395,0.012864,0.0,4,3,D3-2:strong-remote,1,4,0,2,0-1-2-0-2
RG052,6,high,A0,0.0,0.471143,0.057714,0.471143,0.873772,0.0,0.435916,4,4,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG052,6,high,A1,0.25,0.64755,0.01845,0.334,0.721333,0.069999,0.139536,4,4,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG052,6,high,A2,0.5,0.769811,0.008162,0.222027,0.574778,0.194953,0.028181,4,4,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG052,6,high,A3,0.75,0.832181,0.006282,0.161537,0.47921,0.286573,0.002752,4,4,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG052,6,high,A4,1.0,0.858503,0.005868,0.135628,0.432094,0.332821,0.0,4,4,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG052,6,medium,A0,0.0,0.398185,0.20363,0.398185,1.057395,0.0,0.079805,4,4,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG052,6,medium,A1,0.25,0.490439,0.139998,0.369564,0.992545,0.022178,0.017396,4,4,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG052,6,medium,A2,0.5,0.549301,0.110383,0.340316,0.939173,0.05569,0.00192,4,4,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG052,6,medium,A3,0.75,0.571927,0.104232,0.323841,0.920375,0.070363,0.000136,4,4,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG052,6,medium,A4,1.0,0.579975,0.103,0.317024,0.914265,0.075646,0.0,4,4,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG052,6,low,A0,0.0,0.349546,0.300907,0.349546,1.096205,0.0,0.00173,4,4,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG052,6,low,A1,0.25,0.363302,0.290698,0.346,1.094215,0.00046,0.000409,4,4,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG052,6,low,A2,0.5,0.372081,0.284162,0.343756,1.092462,0.001234,4.5e-05,4,4,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG052,6,low,A3,0.75,0.375476,0.282236,0.342288,1.091801,0.001606,3e-06,4,4,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG052,6,low,A4,1.0,0.376656,0.281718,0.341626,1.091589,0.001741,0.0,4,4,D3-1:tree-like-remote,1,1,0,2,0-1-1-2-0
RG053,6,high,A0,0.0,0.471143,0.057714,0.471143,0.873772,0.0,0.515658,4,4,D3-2:strong-remote,1,2,0,2,0-1-1-2-2
RG053,6,high,A1,0.25,0.250125,0.019221,0.730654,0.651868,0.141082,0.086826,4,4,D3-2:strong-remote,1,2,0,2,0-1-1-2-2
RG053,6,high,A2,0.5,0.14843,0.007876,0.843694,0.464702,0.304429,0.006675,4,4,D3-2:strong-remote,1,2,0,2,0-1-1-2-2
RG053,6,high,A3,0.75,0.120187,0.006044,0.873769,0.403422,0.361861,0.000361,4,4,D3-2:strong-remote,1,2,0,2,0-1-1-2-2
RG053,6,high,A4,1.0,0.111789,0.005702,0.882509,0.384709,0.379857,0.0,4,4,D3-2:strong-remote,1,2,0,2,0-1-1-2-2
RG053,6,medium,A0,0.0,0.398185,0.20363,0.398185,1.057395,0.0,0.083034,4,4,D3-2:strong-remote,1,2,0,2,0-1-1-2-2
RG053,6,medium,A1,0.25,0.335436,0.136377,0.528186,0.975258,0.037037,0.008673,4,4,D3-2:strong-remote,1,2,0,2,0-1-1-2-2
RG053,6,medium,A2,0.5,0.313656,0.108525,0.577819,0.921611,0.072005,0.000193,4,4,D3-2:strong-remote,1,2,0,2,0-1-1-2-2
RG053,6,medium,A3,0.75,0.310308,0.10444,0.585252,0.912591,0.078286,4e-06,4,4,D3-2:strong-remote,1,2,0,2,0-1-1-2-2
RG053,6,medium,A4,1.0,0.30966,0.103858,0.586483,0.911172,0.079314,0.0,4,4,D3-2:strong-remote,1,2,0,2,0-1-1-2-2
RG053,6,low,A0,0.0,0.349546,0.300907,0.349546,1.096205,0.0,0.001753,4,4,D3-2:strong-remote,1,2,0,2,0-1-1-2-2
RG053,6,low,A1,0.25,0.341083,0.287985,0.370932,1.093243,0.001026,0.000109,4,4,D3-2:strong-remote,1,2,0,2,0-1-1-2-2
RG053,6,low,A2,0.5,0.340364,0.28297,0.376666,1.091824,0.001693,1e-06,4,4,D3-2:strong-remote,1,2,0,2,0-1-1-2-2
RG053,6,low,A3,0.75,0.340609,0.282318,0.377073,1.091662,0.001758,0.0,4,4,D3-2:strong-remote,1,2,0,2,0-1-1-2-2
RG053,6,low,A4,1.0,0.340656,0.282233,0.377111,1.091642,0.001765,0.0,4,4,D3-2:strong-remote,1,2,0,2,0-1-1-2-2
RG054,6,high,A0,0.0,0.471143,0.057714,0.471143,0.873772,0.0,0.627647,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG054,6,high,A1,0.25,0.629229,0.021502,0.349268,0.741457,0.056284,0.280579,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG054,6,high,A2,0.5,0.783978,0.009361,0.20666,0.560365,0.211884,0.06629,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG054,6,high,A3,0.75,0.869586,0.005195,0.12522,0.409006,0.354494,0.007006,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG054,6,high,A4,1.0,0.905948,0.003791,0.090261,0.327701,0.432851,0.0,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG054,6,medium,A0,0.0,0.398185,0.20363,0.398185,1.057395,0.0,0.186472,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG054,6,medium,A1,0.25,0.49544,0.142564,0.361996,0.993494,0.02295,0.075924,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG054,6,medium,A2,0.5,0.589105,0.101089,0.309806,0.90643,0.0822,0.017664,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG054,6,medium,A3,0.75,0.648131,0.078701,0.273168,0.835618,0.137999,0.001802,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG054,6,medium,A4,1.0,0.67544,0.06904,0.25552,0.79823,0.168907,0.0,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG054,6,low,A0,0.0,0.349546,0.300907,0.349546,1.096205,0.0,0.00932,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG054,6,low,A1,0.25,0.371572,0.287556,0.340872,1.093116,0.001089,0.004081,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG054,6,low,A2,0.5,0.392438,0.275338,0.332224,1.088289,0.004085,0.001105,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG054,6,low,A3,0.75,0.407466,0.266688,0.325846,1.083678,0.0074,0.000128,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG054,6,low,A4,1.0,0.415256,0.262244,0.3225,1.080918,0.009494,0.0,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG055,6,high,A0,0.0,0.471143,0.057714,0.471143,0.873772,0.0,0.810371,4,3,D3-2:strong-remote,1,3,0,2,0-1-1-2-2
RG055,6,high,A1,0.25,0.212259,0.017509,0.770232,0.600896,0.188461,0.145605,4,3,D3-2:strong-remote,1,3,0,2,0-1-1-2-2
RG055,6,high,A2,0.5,0.105479,0.006281,0.88824,0.374362,0.391419,0.015972,4,3,D3-2:strong-remote,1,3,0,2,0-1-1-2-2
RG055,6,high,A3,0.75,0.07187,0.003783,0.924347,0.283043,0.477494,0.001106,4,3,D3-2:strong-remote,1,3,0,2,0-1-1-2-2
RG055,6,high,A4,1.0,0.060748,0.0031,0.936152,0.249827,0.509275,0.0,4,3,D3-2:strong-remote,1,3,0,2,0-1-1-2-2
RG055,6,medium,A0,0.0,0.398185,0.20363,0.398185,1.057395,0.0,0.203613,4,3,D3-2:strong-remote,1,3,0,2,0-1-1-2-2
RG055,6,medium,A1,0.25,0.302558,0.133178,0.564263,0.95309,0.05706,0.044041,4,3,D3-2:strong-remote,1,3,0,2,0-1-1-2-2
RG055,6,medium,A2,0.5,0.258367,0.092944,0.648689,0.851234,0.131934,0.006096,4,3,D3-2:strong-remote,1,3,0,2,0-1-1-2-2
RG055,6,medium,A3,0.75,0.245948,0.074894,0.679158,0.801843,0.16922,0.000512,4,3,D3-2:strong-remote,1,3,0,2,0-1-1-2-2
RG055,6,medium,A4,1.0,0.242513,0.067406,0.690081,0.781346,0.184696,0.0,4,3,D3-2:strong-remote,1,3,0,2,0-1-1-2-2
RG055,6,low,A0,0.0,0.349546,0.300907,0.349546,1.096205,0.0,0.009631,4,3,D3-2:strong-remote,1,3,0,2,0-1-1-2-2
RG055,6,low,A1,0.25,0.333992,0.284054,0.381954,1.09139,0.00229,0.002613,4,3,D3-2:strong-remote,1,3,0,2,0-1-1-2-2
RG055,6,low,A2,0.5,0.32623,0.272336,0.401433,1.086054,0.005871,0.000511,4,3,D3-2:strong-remote,1,3,0,2,0-1-1-2-2
RG055,6,low,A3,0.75,0.322954,0.265357,0.411689,1.08243,0.008449,5.2e-05,4,3,D3-2:strong-remote,1,3,0,2,0-1-1-2-2
RG055,6,low,A4,1.0,0.321604,0.261946,0.41645,1.080551,0.009816,0.0,4,3,D3-2:strong-remote,1,3,0,2,0-1-1-2-2
RG056,6,high,A0,0.0,0.471143,0.057714,0.471143,0.873772,0.0,0.501994,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG056,6,high,A1,0.25,0.690939,0.026107,0.282954,0.707838,0.099571,0.12787,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG056,6,high,A2,0.5,0.82703,0.012045,0.160925,0.504274,0.27361,0.012344,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG056,6,high,A3,0.75,0.868751,0.008103,0.123145,0.419169,0.350439,0.000652,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG056,6,high,A4,1.0,0.88052,0.006997,0.112483,0.39253,0.374754,0.0,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG056,6,medium,A0,0.0,0.398185,0.20363,0.398185,1.057395,0.0,0.078727,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG056,6,medium,A1,0.25,0.503523,0.151421,0.345056,0.998473,0.02391,0.015643,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG056,6,medium,A2,0.5,0.562842,0.120997,0.31616,0.943102,0.058879,0.001233,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG056,6,medium,A3,0.75,0.579393,0.111016,0.309591,0.923237,0.07205,6.2e-05,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG056,6,medium,A4,1.0,0.583644,0.107923,0.308433,0.917339,0.075874,0.0,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG056,6,low,A0,0.0,0.349546,0.300907,0.349546,1.096205,0.0,0.001763,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG056,6,low,A1,0.25,0.36947,0.289799,0.340731,1.093664,0.000877,0.000169,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG056,6,low,A2,0.5,0.376946,0.284525,0.338528,1.092074,0.001677,6e-06,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
RG056,6,low,A3,0.75,0.377707,0.283254,0.339039,1.091767,0.001793,1e-06,4,3,D3-2:strong-remote,1,2,0,2,0-1-1-2-0
