graph_id,evidence_level,variant,js_to_M0,p_R,p_G,p_B
RG101,medium,pure,-0.0,0.333333,0.333333,0.333333
RG101,medium,weighted,0.0010836406,0.354892,0.354892,0.290217
RG101,medium,clipped,0.0,0.333333,0.333333,0.333333
RG101,low,pure,-0.0,0.333333,0.333333,0.333333
RG101,low,weighted,5.56967e-05,0.33829,0.33829,0.32342
RG101,low,clipped,0.0,0.333333,0.333333,0.333333
RG102,high,pure,-0.0,0.013192,0.107689,0.879119
RG102,high,weighted,0.0194813165,0.000938,0.022726,0.976337
RG102,high,clipped,0.0913835538,0.229302,0.234312,0.536386
RG102,medium,pure,0.0,0.147511,0.288448,0.564041
RG102,medium,weighted,0.0125787165,0.077118,0.213459,0.709423
RG102,medium,clipped,0.016462987,0.279749,0.30777,0.412482
RG102,low,pure,-0.0,0.284815,0.330853,0.384332
RG102,low,weighted,0.0008208946,0.256591,0.322131,0.421279
RG102,low,clipped,0.0008859279,0.318617,0.331821,0.349562
RG103,high,pure,0.0,0.333333,0.333333,0.333333
RG103,high,weighted,0.0097388611,0.469909,0.265046,0.265046
RG103,high,clipped,0.0,0.333333,0.333333,0.333333
RG103,medium,pure,0.0,0.333333,0.333333,0.333333
RG103,medium,weighted,0.0009552268,0.375134,0.312433,0.312433
RG103,medium,clipped,0.0,0.333333,0.333333,0.333333
RG103,low,pure,-0.0,0.333333,0.333333,0.333333
RG103,low,weighted,4.66947e-05,0.342475,0.328762,0.328762
RG103,low,clipped,0.0,0.333333,0.333333,0.333333
RG104,high,pure,0.0,0.013192,0.879119,0.107689
RG104,high,weighted,0.0147672947,0.000621,0.965813,0.033565
RG104,high,clipped,0.0913835538,0.229302,0.536386,0.234312
RG104,medium,pure,0.0,0.147511,0.564041,0.288448
RG104,medium,weighted,0.0125114395,0.066527,0.695589,0.237883
RG104,medium,clipped,0.016462987,0.279749,0.412482,0.30777
RG104,low,pure,-0.0,0.284815,0.384332,0.330853
RG104,low,weighted,0.0010111924,0.24883,0.420391,0.330779
RG104,low,clipped,0.0008859279,0.318617,0.349562,0.331821
RG105,high,pure,0.0,0.333333,0.333333,0.333333
RG105,high,weighted,0.0370016397,0.284886,0.141486,0.573628
RG105,high,clipped,0.0,0.333333,0.333333,0.333333
RG105,medium,pure,0.0,0.333333,0.333333,0.333333
RG105,medium,weighted,0.0041211332,0.32785,0.262176,0.409974
RG105,medium,clipped,-0.0,0.333333,0.333333,0.333333
RG105,low,pure,0.0,0.333333,0.333333,0.333333
RG105,low,weighted,0.000207762,0.333056,0.316831,0.350113
RG105,low,clipped,0.0,0.333333,0.333333,0.333333
RG106,high,pure,0.0,0.333333,0.333333,0.333333
RG106,high,weighted,-0.0,0.333333,0.333333,0.333333
RG106,high,clipped,0.0,0.333333,0.333333,0.333333
RG106,medium,pure,0.0,0.333333,0.333333,0.333333
RG106,medium,weighted,-0.0,0.333333,0.333333,0.333333
RG106,medium,clipped,-0.0,0.333333,0.333333,0.333333
RG106,low,pure,0.0,0.333333,0.333333,0.333333
RG106,low,weighted,0.0,0.333333,0.333333,0.333333
RG106,low,clipped,0.0,0.333333,0.333333,0.333333
RG107,high,pure,0.0,0.333333,0.333333,0.333333
RG107,high,weighted,-0.0,0.333333,0.333333,0.333333
RG107,high,clipped,0.0,0.333333,0.333333,0.333333
RG107,medium,pure,0.0,0.333333,0.333333,0.333333
RG107,medium,weighted,-0.0,0.333333,0.333333,0.333333
RG107,medium,clipped,-0.0,0.333333,0.333333,0.333333
RG107,low,pure,0.0,0.333333,0.333333,0.333333
RG107,low,weighted,0.0,0.333333,0.333333,0.333333
RG107,low,clipped,-0.0,0.333333,0.333333,0.333333
RG108,high,pure,0.0,0.333333,0.333333,0.333333
RG108,high,weighted,0.0930587772,0.045618,0.275892,0.67849
RG108,high,clipped,0.0,0.333333,0.333333,0.333333
RG108,medium,pure,0.0,0.333333,0.333333,0.333333
RG108,medium,weighted,0.014413435,0.194356,0.345331,0.460313
RG108,medium,clipped,0.0,0.333333,0.333333,0.333333
RG108,low,pure,-0.0,0.333333,0.333333,0.333333
RG108,low,weighted,0.0007879653,0.298553,0.339467,0.36198
RG108,low,clipped,0.0,0.333333,0.333333,0.333333
RG109,high,pure,0.0,0.333333,0.333333,0.333333
RG109,high,weighted,0.1053671254,0.072405,0.768475,0.159119
RG109,high,clipped,0.0,0.333333,0.333333,0.333333
RG109,medium,pure,0.0,0.333333,0.333333,0.333333
RG109,medium,weighted,0.0126252305,0.226637,0.481925,0.291438
RG109,medium,clipped,0.0,0.333333,0.333333,0.333333
RG109,low,pure,-0.0,0.333333,0.333333,0.333333
RG109,low,weighted,0.0006211148,0.308509,0.365152,0.326339
RG109,low,clipped,0.0,0.333333,0.333333,0.333333
RG110,high,pure,0.0,0.333333,0.333333,0.333333
RG110,high,weighted,0.1175828265,0.098391,0.098391,0.803217
RG110,high,clipped,0.0,0.333333,0.333333,0.333333
RG110,medium,pure,0.0,0.333333,0.333333,0.333333
RG110,medium,weighted,0.0134302617,0.252817,0.252817,0.494367
RG110,medium,clipped,-0.0,0.333333,0.333333,0.333333
RG110,low,pure,0.0,0.333333,0.333333,0.333333
RG110,low,weighted,0.000638168,0.316292,0.316292,0.367417
RG110,low,clipped,0.0,0.333333,0.333333,0.333333
RG111,high,pure,0.0,0.333333,0.333333,0.333333
RG111,high,weighted,0.0471962382,0.181004,0.637991,0.181004
RG111,high,clipped,0.0,0.333333,0.333333,0.333333
RG111,medium,pure,-0.0,0.333333,0.333333,0.333333
RG111,medium,weighted,0.0047425704,0.286093,0.427813,0.286093
RG111,medium,clipped,0.0,0.333333,0.333333,0.333333
RG111,low,pure,-0.0,0.333333,0.333333,0.333333
RG111,low,weighted,0.000227734,0.323199,0.353601,0.323199
RG111,low,clipped,0.0,0.333333,0.333333,0.333333
RG112,high,pure,0.0,0.333333,0.333333,0.333333
RG112,high,weighted,0.0097388611,0.265046,0.469909,0.265046
RG112,high,clipped,0.0,0.333333,0.333333,0.333333
RG112,medium,pure,-0.0,0.333333,0.333333,0.333333
RG112,medium,weighted,0.0009552268,0.312433,0.375134,0.312433
RG112,medium,clipped,0.0,0.333333,0.333333,0.333333
RG112,low,pure,-0.0,0.333333,0.333333,0.333333
RG112,low,weighted,4.66947e-05,0.328762,0.342475,0.328762
RG112,low,clipped,0.0,0.333333,0.333333,0.333333
RG113,high,pure,0.0,0.333333,0.333333,0.333333
RG113,high,weighted,0.0370016397,0.141486,0.573628,0.284886
RG113,high,clipped,0.0,0.333333,0.333333,0.333333
RG113,medium,pure,0.0,0.333333,0.333333,0.333333
RG113,medium,weighted,0.0041211332,0.262176,0.409974,0.32785
RG113,medium,clipped,0.0,0.333333,0.333333,0.333333
RG113,low,pure,-0.0,0.333333,0.333333,0.333333
RG113,low,weighted,0.000207762,0.316831,0.350113,0.333056
RG113,low,clipped,0.0,0.333333,0.333333,0.333333
RG114,high,pure,0.0,0.333333,0.333333,0.333333
RG114,high,weighted,0.0096214037,0.210312,0.394844,0.394844
RG114,high,clipped,0.0,0.333333,0.333333,0.333333
RG114,medium,pure,-0.0,0.333333,0.333333,0.333333
RG114,medium,weighted,0.0010836406,0.290217,0.354892,0.354892
RG114,medium,clipped,0.0,0.333333,0.333333,0.333333
RG114,low,pure,-0.0,0.333333,0.333333,0.333333
RG114,low,weighted,5.56967e-05,0.32342,0.33829,0.33829
RG114,low,clipped,0.0,0.333333,0.333333,0.333333
RG115,high,pure,0.0,0.333333,0.333333,0.333333
RG115,high,weighted,0.0096214037,0.210312,0.394844,0.394844
RG115,high,clipped,0.0,0.333333,0.333333,0.333333
RG115,medium,pure,0.0,0.333333,0.333333,0.333333
RG115,medium,weighted,0.0010836406,0.290217,0.354892,0.354892
RG115,medium,clipped,0.0,0.333333,0.333333,0.333333
RG115,low,pure,0.0,0.333333,0.333333,0.333333
RG115,low,weighted,5.56967e-05,0.32342,0.33829,0.33829
RG115,low,clipped,-0.0,0.333333,0.333333,0.333333
RG116,high,pure,0.0,0.333333,0.333333,0.333333
RG116,high,weighted,0.0370016397,0.141486,0.284886,0.573628
RG116,high,clipped,0.0,0.333333,0.333333,0.333333
RG116,medium,pure,-0.0,0.333333,0.333333,0.333333
RG116,medium,weighted,0.0041211332,0.262176,0.32785,0.409974
RG116,medium,clipped,0.0,0.333333,0.333333,0.333333
RG116,low,pure,0.0,0.333333,0.333333,0.333333
RG116,low,weighted,0.000207762,0.316831,0.333056,0.350113
RG116,low,clipped,0.0,0.333333,0.333333,0.333333
RG117,high,pure,0.0,0.333333,0.333333,0.333333
RG117,high,weighted,0.0370016397,0.141486,0.284886,0.573628
RG117,high,clipped,0.0,0.333333,0.333333,0.333333
RG117,medium,pure,0.0,0.333333,0.333333,0.333333
RG117,medium,weighted,0.0041211332,0.262176,0.32785,0.409974
RG117,medium,clipped,0.0,0.333333,0.333333,0.333333
RG117,low,pure,-0.0,0.333333,0.333333,0.333333
RG117,low,weighted,0.000207762,0.316831,0.333056,0.350113
RG117,low,clipped,0.0,0.333333,0.333333,0.333333
RG118,high,pure,0.0,0.333333,0.333333,0.333333
RG118,high,weighted,0.0370016397,0.141486,0.573628,0.284886
RG118,high,clipped,0.0,0.333333,0.333333,0.333333
RG118,medium,pure,0.0,0.333333,0.333333,0.333333
RG118,medium,weighted,0.0041211332,0.262176,0.409974,0.32785
RG118,medium,clipped,0.0,0.333333,0.333333,0.333333
RG118,low,pure,0.0,0.333333,0.333333,0.333333
RG118,low,weighted,0.000207762,0.316831,0.350113,0.333056
RG118,low,clipped,-0.0,0.333333,0.333333,0.333333
RG119,high,pure,0.0,0.333333,0.333333,0.333333
RG119,high,weighted,0.1053671254,0.072405,0.159119,0.768475
RG119,high,clipped,0.0,0.333333,0.333333,0.333333
RG119,medium,pure,-0.0,0.333333,0.333333,0.333333
RG119,medium,weighted,0.0126252305,0.226637,0.291438,0.481925
RG119,medium,clipped,0.0,0.333333,0.333333,0.333333
RG119,low,pure,0.0,0.333333,0.333333,0.333333
RG119,low,weighted,0.0006211148,0.308509,0.326339,0.365152
RG119,low,clipped,0.0,0.333333,0.333333,0.333333
RG120,high,pure,0.0,0.333333,0.333333,0.333333
RG120,high,weighted,0.0447576994,0.093817,0.453092,0.453092
RG120,high,clipped,0.0,0.333333,0.333333,0.333333
RG120,medium,pure,0.0,0.333333,0.333333,0.333333
RG120,medium,weighted,0.0063339755,0.232169,0.383916,0.383916
RG120,medium,clipped,0.0,0.333333,0.333333,0.333333
RG120,low,pure,-0.0,0.333333,0.333333,0.333333
RG120,low,weighted,0.0003439137,0.308846,0.345577,0.345577
RG120,low,clipped,0.0,0.333333,0.333333,0.333333
RG121,high,pure,0.0,0.333333,0.333333,0.333333
RG121,high,weighted,0.0370016397,0.141486,0.284886,0.573628
RG121,high,clipped,0.0,0.333333,0.333333,0.333333
RG121,medium,pure,-0.0,0.333333,0.333333,0.333333
RG121,medium,weighted,0.0041211332,0.262176,0.32785,0.409974
RG121,medium,clipped,0.0,0.333333,0.333333,0.333333
RG121,low,pure,-0.0,0.333333,0.333333,0.333333
RG121,low,weighted,0.000207762,0.316831,0.333056,0.350113
RG121,low,clipped,0.0,0.333333,0.333333,0.333333
RG122,high,pure,0.0,0.333333,0.333333,0.333333
RG122,high,weighted,0.0370016397,0.141486,0.573628,0.284886
RG122,high,clipped,0.0,0.333333,0.333333,0.333333
RG122,medium,pure,0.0,0.333333,0.333333,0.333333
RG122,medium,weighted,0.0041211332,0.262176,0.409974,0.32785
RG122,medium,clipped,-0.0,0.333333,0.333333,0.333333
RG122,low,pure,0.0,0.333333,0.333333,0.333333
RG122,low,weighted,0.000207762,0.316831,0.350113,0.333056
RG122,low,clipped,-0.0,0.333333,0.333333,0.333333
RG123,high,pure,0.0,0.333333,0.333333,0.333333
RG123,high,weighted,0.0447576994,0.093817,0.453092,0.453092
RG123,high,clipped,0.0,0.333333,0.333333,0.333333
RG123,medium,pure,-0.0,0.333333,0.333333,0.333333
RG123,medium,weighted,0.0063339755,0.232169,0.383916,0.383916
RG123,medium,clipped,0.0,0.333333,0.333333,0.333333
RG123,low,pure,-0.0,0.333333,0.333333,0.333333
RG123,low,weighted,0.0003439137,0.308846,0.345577,0.345577
RG123,low,clipped,0.0,0.333333,0.333333,0.333333
RG124,high,pure,0.0,0.013192,0.107689,0.879119
RG124,high,weighted,0.0049002461,0.000219,0.085499,0.914282
RG124,high,clipped,0.0913835538,0.229302,0.234312,0.536386
RG124,medium,pure,0.0,0.147511,0.288448,0.564041
RG124,medium,weighted,0.0158932166,0.045305,0.304867,0.649828
RG124,medium,clipped,0.016462987,0.279749,0.30777,0.412482
RG124,low,pure,-0.0,0.284815,0.330853,0.384332
RG124,low,weighted,0.0019619707,0.230193,0.352438,0.417369
RG124,low,clipped,0.0008859279,0.318617,0.331821,0.349562
RG125,high,pure,0.0,0.333333,0.333333,0.333333
RG125,high,weighted,0.0,0.333333,0.333333,0.333333
RG125,high,clipped,0.0,0.333333,0.333333,0.333333
RG125,medium,pure,-0.0,0.333333,0.333333,0.333333
RG125,medium,weighted,0.0,0.333333,0.333333,0.333333
RG125,medium,clipped,0.0,0.333333,0.333333,0.333333
RG125,low,pure,-0.0,0.333333,0.333333,0.333333
RG125,low,weighted,-0.0,0.333333,0.333333,0.333333
RG125,low,clipped,0.0,0.333333,0.333333,0.333333
RG126,high,pure,0.0,0.333333,0.333333,0.333333
RG126,high,weighted,0.0,0.333333,0.333333,0.333333
RG126,high,clipped,0.0,0.333333,0.333333,0.333333
RG126,medium,pure,-0.0,0.333333,0.333333,0.333333
RG126,medium,weighted,0.0,0.333333,0.333333,0.333333
RG126,medium,clipped,0.0,0.333333,0.333333,0.333333
RG126,low,pure,0.0,0.333333,0.333333,0.333333
RG126,low,weighted,0.0,0.333333,0.333333,0.333333
RG126,low,clipped,-0.0,0.333333,0.333333,0.333333
RG127,high,pure,0.0,0.333333,0.333333,0.333333
RG127,high,weighted,0.0185929495,0.23823,0.52354,0.23823
RG127,high,clipped,0.0,0.333333,0.333333,0.333333
RG127,medium,pure,-0.0,0.333333,0.333333,0.333333
RG127,medium,weighted,0.0018220815,0.304328,0.391344,0.304328
RG127,medium,clipped,0.0,0.333333,0.333333,0.333333
RG127,low,pure,-0.0,0.333333,0.333333,0.333333
RG127,low,weighted,8.84968e-05,0.327033,0.345934,0.327033
RG127,low,clipped,0.0,0.333333,0.333333,0.333333
RG128,high,pure,0.0,0.333333,0.333333,0.333333
RG128,high,weighted,0.0185929495,0.23823,0.52354,0.23823
RG128,high,clipped,0.0,0.333333,0.333333,0.333333
RG128,medium,pure,0.0,0.333333,0.333333,0.333333
RG128,medium,weighted,0.0018220815,0.304328,0.391344,0.304328
RG128,medium,clipped,0.0,0.333333,0.333333,0.333333
RG128,low,pure,0.0,0.333333,0.333333,0.333333
RG128,low,weighted,8.84968e-05,0.327033,0.345934,0.327033
RG128,low,clipped,-0.0,0.333333,0.333333,0.333333
RG129,high,pure,0.0,0.333333,0.333333,0.333333
RG129,high,weighted,0.0909417744,0.124255,0.751489,0.124255
RG129,high,clipped,0.0,0.333333,0.333333,0.333333
RG129,medium,pure,0.0,0.333333,0.333333,0.333333
RG129,medium,weighted,0.0098143169,0.264775,0.47045,0.264775
RG129,medium,clipped,0.0,0.333333,0.333333,0.333333
RG129,low,pure,-0.0,0.333333,0.333333,0.333333
RG129,low,weighted,0.0004674247,0.318772,0.362456,0.318772
RG129,low,clipped,0.0,0.333333,0.333333,0.333333
RG130,high,pure,0.0,0.333333,0.333333,0.333333
RG130,high,weighted,0.0185929495,0.23823,0.52354,0.23823
RG130,high,clipped,0.0,0.333333,0.333333,0.333333
RG130,medium,pure,-0.0,0.333333,0.333333,0.333333
RG130,medium,weighted,0.0018220815,0.304328,0.391344,0.304328
RG130,medium,clipped,0.0,0.333333,0.333333,0.333333
RG130,low,pure,-0.0,0.333333,0.333333,0.333333
RG130,low,weighted,8.84968e-05,0.327033,0.345934,0.327033
RG130,low,clipped,0.0,0.333333,0.333333,0.333333
RG131,high,pure,0.0,0.333333,0.333333,0.333333
RG131,high,weighted,0.0,0.333333,0.333333,0.333333
RG131,high,clipped,0.0,0.333333,0.333333,0.333333
RG131,medium,pure,-0.0,0.333333,0.333333,0.333333
RG131,medium,weighted,0.0,0.333333,0.333333,0.333333
RG131,medium,clipped,0.0,0.333333,0.333333,0.333333
RG131,low,pure,-0.0,0.333333,0.333333,0.333333
RG131,low,weighted,-0.0,0.333333,0.333333,0.333333
RG131,low,clipped,0.0,0.333333,0.333333,0.333333
RG132,high,pure,0.0,0.333333,0.333333,0.333333
RG132,high,weighted,0.0,0.333333,0.333333,0.333333
RG132,high,clipped,0.0,0.333333,0.333333,0.333333
RG132,medium,pure,0.0,0.333333,0.333333,0.333333
RG132,medium,weighted,0.0,0.333333,0.333333,0.333333
RG132,medium,clipped,0.0,0.333333,0.333333,0.333333
RG132,low,pure,0.0,0.333333,0.333333,0.333333
RG132,low,weighted,0.0,0.333333,0.333333,0.333333
RG132,low,clipped,0.0,0.333333,0.333333,0.333333
RG133,high,pure,0.0,0.333333,0.333333,0.333333
RG133,high,weighted,0.0185929495,0.23823,0.52354,0.23823
RG133,high,clipped,0.0,0.333333,0.333333,0.333333
RG133,medium,pure,-0.0,0.333333,0.333333,0.333333
RG133,medium,weighted,0.0018220815,0.304328,0.391344,0.304328
RG133,medium,clipped,0.0,0.333333,0.333333,0.333333
RG133,low,pure,0.0,0.333333,0.333333,0.333333
RG133,low,weighted,8.84968e-05,0.327033,0.345934,0.327033
RG133,low,clipped,-0.0,0.333333,0.333333,0.333333
RG134,high,pure,0.0,0.333333,0.333333,0.333333
RG134,high,weighted,0.0909417744,0.124255,0.751489,0.124255
RG134,high,clipped,0.0,0.333333,0.333333,0.333333
RG134,medium,pure,0.0,0.333333,0.333333,0.333333
RG134,medium,weighted,0.0098143169,0.264775,0.47045,0.264775
RG134,medium,clipped,0.0,0.333333,0.333333,0.333333
RG134,low,pure,-0.0,0.333333,0.333333,0.333333
RG134,low,weighted,0.0004674247,0.318772,0.362456,0.318772
RG134,low,clipped,0.0,0.333333,0.333333,0.333333
RG135,high,pure,0.0,0.333333,0.333333,0.333333
RG135,high,weighted,0.0185929495,0.23823,0.23823,0.52354
RG135,high,clipped,0.0,0.333333,0.333333,0.333333
RG135,medium,pure,-0.0,0.333333,0.333333,0.333333
RG135,medium,weighted,0.0018220815,0.304328,0.304328,0.391344
RG135,medium,clipped,0.0,0.333333,0.333333,0.333333
RG135,low,pure,-0.0,0.333333,0.333333,0.333333
RG135,low,weighted,8.84968e-05,0.327033,0.327033,0.345934
RG135,low,clipped,0.0,0.333333,0.333333,0.333333
RG136,high,pure,0.0,0.333333,0.333333,0.333333
RG136,high,weighted,0.0185929495,0.23823,0.52354,0.23823
RG136,high,clipped,0.0,0.333333,0.333333,0.333333
RG136,medium,pure,0.0,0.333333,0.333333,0.333333
RG136,medium,weighted,0.0018220815,0.304328,0.391344,0.304328
RG136,medium,clipped,0.0,0.333333,0.333333,0.333333
RG136,low,pure,0.0,0.333333,0.333333,0.333333
RG136,low,weighted,8.84968e-05,0.327033,0.345934,0.327033
RG136,low,clipped,0.0,0.333333,0.333333,0.333333
RG137,high,pure,0.0,0.333333,0.333333,0.333333
RG137,high,weighted,0.0182172955,0.168961,0.415519,0.415519
RG137,high,clipped,0.0,0.333333,0.333333,0.333333
RG137,medium,pure,-0.0,0.333333,0.333333,0.333333
RG137,medium,weighted,0.0021726005,0.272782,0.363609,0.363609
RG137,medium,clipped,0.0,0.333333,0.333333,0.333333
RG137,low,pure,-0.0,0.333333,0.333333,0.333333
RG137,low,weighted,0.0001132826,0.319219,0.34039,0.34039
RG137,low,clipped,0.0,0.333333,0.333333,0.333333
RG138,high,pure,0.0,0.333333,0.333333,0.333333
RG138,high,weighted,0.0182172955,0.168961,0.415519,0.415519
RG138,high,clipped,0.0,0.333333,0.333333,0.333333
RG138,medium,pure,0.0,0.333333,0.333333,0.333333
RG138,medium,weighted,0.0021726005,0.272782,0.363609,0.363609
RG138,medium,clipped,0.0,0.333333,0.333333,0.333333
RG138,low,pure,-0.0,0.333333,0.333333,0.333333
RG138,low,weighted,0.0001132826,0.319219,0.34039,0.34039
RG138,low,clipped,0.0,0.333333,0.333333,0.333333
RG139,high,pure,0.0,0.333333,0.333333,0.333333
RG139,high,weighted,0.0182172955,0.415519,0.168961,0.415519
RG139,high,clipped,0.0,0.333333,0.333333,0.333333
RG139,medium,pure,-0.0,0.333333,0.333333,0.333333
RG139,medium,weighted,0.0021726005,0.363609,0.272782,0.363609
RG139,medium,clipped,0.0,0.333333,0.333333,0.333333
RG139,low,pure,-0.0,0.333333,0.333333,0.333333
RG139,low,weighted,0.0001132826,0.34039,0.319219,0.34039
RG139,low,clipped,0.0,0.333333,0.333333,0.333333
RG140,high,pure,0.0,0.333333,0.333333,0.333333
RG140,high,weighted,0.0182172955,0.415519,0.168961,0.415519
RG140,high,clipped,0.0,0.333333,0.333333,0.333333
RG140,medium,pure,-0.0,0.333333,0.333333,0.333333
RG140,medium,weighted,0.0021726005,0.363609,0.272782,0.363609
RG140,medium,clipped,0.0,0.333333,0.333333,0.333333
RG140,low,pure,-0.0,0.333333,0.333333,0.333333
RG140,low,weighted,0.0001132826,0.34039,0.319219,0.34039
RG140,low,clipped,0.0,0.333333,0.333333,0.333333
RG141,high,pure,0.0,0.333333,0.333333,0.333333
RG141,high,weighted,0.0802528201,0.038689,0.480656,0.480656
RG141,high,clipped,0.0,0.333333,0.333333,0.333333
RG141,medium,pure,0.0,0.333333,0.333333,0.333333
RG141,medium,weighted,0.0149743993,0.182742,0.408629,0.408629
RG141,medium,clipped,0.0,0.333333,0.333333,0.333333
RG141,low,pure,-0.0,0.333333,0.333333,0.333333
RG141,low,weighted,0.0008691837,0.294641,0.352679,0.352679
RG141,low,clipped,0.0,0.333333,0.333333,0.333333
RG142,high,pure,0.0,0.333333,0.333333,0.333333
RG142,high,weighted,0.074371907,0.08319,0.679121,0.237689
RG142,high,clipped,0.0,0.333333,0.333333,0.333333
RG142,medium,pure,0.0,0.333333,0.333333,0.333333
RG142,medium,weighted,0.009154188,0.229684,0.449133,0.321183
RG142,medium,clipped,0.0,0.333333,0.333333,0.333333
RG142,low,pure,-0.0,0.333333,0.333333,0.333333
RG142,low,weighted,0.0004671612,0.308696,0.358594,0.332711
RG142,low,clipped,0.0,0.333333,0.333333,0.333333
RG143,high,pure,0.0,0.333333,0.333333,0.333333
RG143,high,weighted,0.0909417744,0.124255,0.124255,0.751489
RG143,high,clipped,0.0,0.333333,0.333333,0.333333
RG143,medium,pure,0.0,0.333333,0.333333,0.333333
RG143,medium,weighted,0.0098143169,0.264775,0.264775,0.47045
RG143,medium,clipped,-0.0,0.333333,0.333333,0.333333
RG143,low,pure,0.0,0.333333,0.333333,0.333333
RG143,low,weighted,0.0004674247,0.318772,0.318772,0.362456
RG143,low,clipped,0.0,0.333333,0.333333,0.333333
RG144,high,pure,0.0,0.333333,0.333333,0.333333
RG144,high,weighted,0.0185929495,0.23823,0.23823,0.52354
RG144,high,clipped,0.0,0.333333,0.333333,0.333333
RG144,medium,pure,0.0,0.333333,0.333333,0.333333
RG144,medium,weighted,0.0018220815,0.304328,0.304328,0.391344
RG144,medium,clipped,-0.0,0.333333,0.333333,0.333333
RG144,low,pure,0.0,0.333333,0.333333,0.333333
RG144,low,weighted,8.84968e-05,0.327033,0.327033,0.345934
RG144,low,clipped,0.0,0.333333,0.333333,0.333333
RG145,high,pure,0.0,0.333333,0.333333,0.333333
RG145,high,weighted,-0.0,0.333333,0.333333,0.333333
RG145,high,clipped,0.0,0.333333,0.333333,0.333333
RG145,medium,pure,0.0,0.333333,0.333333,0.333333
RG145,medium,weighted,-0.0,0.333333,0.333333,0.333333
RG145,medium,clipped,-0.0,0.333333,0.333333,0.333333
RG145,low,pure,0.0,0.333333,0.333333,0.333333
RG145,low,weighted,0.0,0.333333,0.333333,0.333333
RG145,low,clipped,0.0,0.333333,0.333333,0.333333
RG146,high,pure,0.0,0.000918,0.499541,0.499541
RG146,high,weighted,0.0002919424,1.1e-05,0.499994,0.499994
RG146,high,clipped,0.0626746214,0.176058,0.411971,0.411971
RG146,medium,pure,-0.0,0.06268,0.46866,0.46866
RG146,medium,weighted,0.0076425505,0.016091,0.491954,0.491954
RG146,medium,clipped,0.0347270652,0.248236,0.375882,0.375882
RG146,low,pure,0.0,0.241835,0.379083,0.379083
RG146,low,weighted,0.0020784912,0.188881,0.405559,0.405559
RG146,low,clipped,0.0026216382,0.306377,0.346812,0.346812
RG147,high,pure,0.0,0.333333,0.333333,0.333333
RG147,high,weighted,0.0185929495,0.23823,0.52354,0.23823
RG147,high,clipped,0.0,0.333333,0.333333,0.333333
RG147,medium,pure,0.0,0.333333,0.333333,0.333333
RG147,medium,weighted,0.0018220815,0.304328,0.391344,0.304328
RG147,medium,clipped,0.0,0.333333,0.333333,0.333333
RG147,low,pure,-0.0,0.333333,0.333333,0.333333
RG147,low,weighted,8.84968e-05,0.327033,0.345934,0.327033
RG147,low,clipped,0.0,0.333333,0.333333,0.333333
RG148,high,pure,0.0,0.333333,0.333333,0.333333
RG148,high,weighted,0.0909417744,0.124255,0.751489,0.124255
RG148,high,clipped,0.0,0.333333,0.333333,0.333333
RG148,medium,pure,-0.0,0.333333,0.333333,0.333333
RG148,medium,weighted,0.0098143169,0.264775,0.47045,0.264775
RG148,medium,clipped,0.0,0.333333,0.333333,0.333333
RG148,low,pure,0.0,0.333333,0.333333,0.333333
RG148,low,weighted,0.0004674247,0.318772,0.362456,0.318772
RG148,low,clipped,-0.0,0.333333,0.333333,0.333333
RG149,high,pure,0.0,0.333333,0.333333,0.333333
RG149,high,weighted,0.0182172955,0.168961,0.415519,0.415519
RG149,high,clipped,0.0,0.333333,0.333333,0.333333
RG149,medium,pure,0.0,0.333333,0.333333,0.333333
RG149,medium,weighted,0.0021726005,0.272782,0.363609,0.363609
RG149,medium,clipped,0.0,0.333333,0.333333,0.333333
RG149,low,pure,-0.0,0.333333,0.333333,0.333333
RG149,low,weighted,0.0001132826,0.319219,0.34039,0.34039
RG149,low,clipped,0.0,0.333333,0.333333,0.333333
RG150,high,pure,0.0,0.333333,0.333333,0.333333
RG150,high,weighted,0.0182172955,0.168961,0.415519,0.415519
RG150,high,clipped,0.0,0.333333,0.333333,0.333333
RG150,medium,pure,0.0,0.333333,0.333333,0.333333
RG150,medium,weighted,0.0021726005,0.272782,0.363609,0.363609
RG150,medium,clipped,0.0,0.333333,0.333333,0.333333
RG150,low,pure,-0.0,0.333333,0.333333,0.333333
RG150,low,weighted,0.0001132826,0.319219,0.34039,0.34039
RG150,low,clipped,0.0,0.333333,0.333333,0.333333
RG151,high,pure,0.0,0.333333,0.333333,0.333333
RG151,high,weighted,0.0182172955,0.168961,0.415519,0.415519
RG151,high,clipped,0.0,0.333333,0.333333,0.333333
RG151,medium,pure,0.0,0.333333,0.333333,0.333333
RG151,medium,weighted,0.0021726005,0.272782,0.363609,0.363609
RG151,medium,clipped,0.0,0.333333,0.333333,0.333333
RG151,low,pure,-0.0,0.333333,0.333333,0.333333
RG151,low,weighted,0.0001132826,0.319219,0.34039,0.34039
RG151,low,clipped,0.0,0.333333,0.333333,0.333333
RG152,high,pure,0.0,0.333333,0.333333,0.333333
RG152,high,weighted,0.0182172955,0.168961,0.415519,0.415519
RG152,high,clipped,0.0,0.333333,0.333333,0.333333
RG152,medium,pure,-0.0,0.333333,0.333333,0.333333
RG152,medium,weighted,0.0021726005,0.272782,0.363609,0.363609
RG152,medium,clipped,0.0,0.333333,0.333333,0.333333
RG152,low,pure,0.0,0.333333,0.333333,0.333333
