graph_id,evidence_level,variant,js_to_M0,p_R,p_G,p_B
RG051,high,pure,-0.0,0.057714,0.471143,0.471143
RG051,high,weighted,0.0182346803,0.013296,0.349654,0.637051
RG051,high,clipped,0.0640051775,0.329,0.3355,0.3355
RG051,medium,pure,0.0,0.20363,0.398185,0.398185
RG051,medium,weighted,0.0048550482,0.137315,0.390145,0.47254
RG051,medium,clipped,0.0087259941,0.319367,0.340316,0.340316
RG051,low,pure,-0.0,0.300907,0.349546,0.349546
RG051,low,weighted,0.0003249044,0.279269,0.352653,0.368078
RG051,low,clipped,0.0004416434,0.328508,0.335746,0.335746
RG052,high,pure,-0.0,0.471143,0.057714,0.471143
RG052,high,weighted,0.0165958684,0.336568,0.021262,0.64217
RG052,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG052,medium,pure,0.0,0.398185,0.20363,0.398185
RG052,medium,weighted,0.0029623399,0.378346,0.1566,0.465053
RG052,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG052,low,pure,0.0,0.349546,0.300907,0.349546
RG052,low,weighted,0.0001759889,0.348639,0.286273,0.365088
RG052,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG053,high,pure,0.0,0.471143,0.057714,0.471143
RG053,high,weighted,0.0017062277,0.48326,0.033481,0.48326
RG053,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG053,medium,pure,0.0,0.398185,0.20363,0.398185
RG053,medium,weighted,0.0006351028,0.412152,0.175696,0.412152
RG053,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG053,low,pure,-0.0,0.349546,0.300907,0.349546
RG053,low,weighted,4.31352e-05,0.353789,0.292422,0.353789
RG053,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG054,high,pure,-0.0,0.471143,0.057714,0.471143
RG054,high,weighted,0.0587147126,0.195655,0.011098,0.793246
RG054,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG054,medium,pure,0.0,0.398185,0.20363,0.398185
RG054,medium,weighted,0.0093045384,0.337422,0.13494,0.527638
RG054,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG054,low,pure,0.0,0.349546,0.300907,0.349546
RG054,low,weighted,0.0005108594,0.34248,0.279064,0.378456
RG054,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG055,high,pure,0.0,0.471143,0.057714,0.471143
RG055,high,weighted,0.0165958684,0.336568,0.021262,0.64217
RG055,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG055,medium,pure,0.0,0.398185,0.20363,0.398185
RG055,medium,weighted,0.0029623399,0.378346,0.1566,0.465053
RG055,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG055,low,pure,-0.0,0.349546,0.300907,0.349546
RG055,low,weighted,0.0001759889,0.348639,0.286273,0.365088
RG055,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG056,high,pure,-0.0,0.471143,0.057714,0.471143
RG056,high,weighted,0.0152040718,0.319719,0.036517,0.643764
RG056,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG056,medium,pure,0.0,0.398185,0.20363,0.398185
RG056,medium,weighted,0.0016371237,0.363559,0.181812,0.454628
RG056,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG056,low,pure,0.0,0.349546,0.300907,0.349546
RG056,low,weighted,7.86884e-05,0.343906,0.294577,0.361518
RG056,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG057,high,pure,0.0,0.471143,0.057714,0.471143
RG057,high,weighted,0.0280286607,0.259828,0.138396,0.601777
RG057,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG057,medium,pure,-0.0,0.398185,0.20363,0.398185
RG057,medium,weighted,0.0040730931,0.319956,0.261648,0.418396
RG057,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG057,low,pure,-0.0,0.349546,0.300907,0.349546
RG057,low,weighted,0.0002254757,0.331366,0.316801,0.351833
RG057,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG058,high,pure,0.0,0.471143,0.471143,0.057714
RG058,high,weighted,0.0164067934,0.296227,0.635647,0.068126
RG058,high,clipped,0.0640051775,0.3355,0.3355,0.329
RG058,medium,pure,0.0,0.398185,0.398185,0.20363
RG058,medium,weighted,0.0015674522,0.344646,0.439826,0.215528
RG058,medium,clipped,0.0087259941,0.340316,0.340316,0.319367
RG058,low,pure,0.0,0.349546,0.349546,0.300907
RG058,low,weighted,7.25958e-05,0.338246,0.357187,0.304567
RG058,low,clipped,0.0004416434,0.335746,0.335746,0.328508
RG059,high,pure,0.0,0.471143,0.057714,0.471143
RG059,high,weighted,0.0587147126,0.195655,0.011098,0.793246
RG059,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG059,medium,pure,0.0,0.398185,0.20363,0.398185
RG059,medium,weighted,0.0093045384,0.337422,0.13494,0.527638
RG059,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG059,low,pure,-0.0,0.349546,0.300907,0.349546
RG059,low,weighted,0.0005108594,0.34248,0.279064,0.378456
RG059,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG060,high,pure,0.0,0.471143,0.471143,0.057714
RG060,high,weighted,0.0626340086,0.17508,0.806156,0.018764
RG060,high,clipped,0.0640051775,0.3355,0.3355,0.329
RG060,medium,pure,-0.0,0.398185,0.398185,0.20363
RG060,medium,weighted,0.007788433,0.320654,0.522216,0.15713
RG060,medium,clipped,0.0087259941,0.340316,0.340316,0.319367
RG060,low,pure,0.0,0.349546,0.349546,0.300907
RG060,low,weighted,0.0003729483,0.336949,0.375741,0.28731
RG060,low,clipped,0.0004416434,0.335746,0.335746,0.328508
RG061,high,pure,0.0,0.471143,0.471143,0.057714
RG061,high,weighted,0.0675005571,0.15165,0.813474,0.034876
RG061,high,clipped,0.0640051775,0.3355,0.3355,0.329
RG061,medium,pure,-0.0,0.398185,0.398185,0.20363
RG061,medium,weighted,0.0072516043,0.299818,0.512688,0.187494
RG061,medium,clipped,0.0087259941,0.340316,0.340316,0.319367
RG061,low,pure,0.0,0.349546,0.349546,0.300907
RG061,low,weighted,0.0003216343,0.330275,0.372335,0.29739
RG061,low,clipped,0.0004416434,0.335746,0.335746,0.328508
RG062,high,pure,-0.0,0.057714,0.471143,0.471143
RG062,high,weighted,0.0036323668,0.024365,0.487818,0.487818
RG062,high,clipped,0.0640051775,0.329,0.3355,0.3355
RG062,medium,pure,0.0,0.20363,0.398185,0.398185
RG062,medium,weighted,0.0015215096,0.161069,0.419465,0.419465
RG062,medium,clipped,0.0087259941,0.319367,0.340316,0.340316
RG062,low,pure,-0.0,0.300907,0.349546,0.349546
RG062,low,weighted,0.0001063723,0.287614,0.356193,0.356193
RG062,low,clipped,0.0004416434,0.328508,0.335746,0.335746
RG063,high,pure,0.0,0.471143,0.057714,0.471143
RG063,high,weighted,0.0074521436,0.493055,0.01389,0.493055
RG063,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG063,medium,pure,0.0,0.398185,0.20363,0.398185
RG063,medium,weighted,0.0038390061,0.431071,0.137859,0.431071
RG063,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG063,low,pure,-0.0,0.349546,0.300907,0.349546
RG063,low,weighted,0.0002830402,0.360343,0.279315,0.360343
RG063,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG064,high,pure,0.0,0.471143,0.471143,0.057714
RG064,high,weighted,0.0035304801,0.448435,0.448435,0.10313
RG064,high,clipped,0.0640051775,0.3355,0.3355,0.329
RG064,medium,pure,0.0,0.398185,0.398185,0.20363
RG064,medium,weighted,0.000868647,0.3809,0.3809,0.2382
RG064,medium,clipped,0.0087259941,0.340316,0.340316,0.319367
RG064,low,pure,0.0,0.349546,0.349546,0.300907
RG064,low,weighted,5.35985e-05,0.344776,0.344776,0.310447
RG064,low,clipped,0.0004416434,0.335746,0.335746,0.328508
RG065,high,pure,0.0,0.471143,0.057714,0.471143
RG065,high,weighted,0.0002728799,0.47635,0.0473,0.47635
RG065,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG065,medium,pure,-0.0,0.398185,0.20363,0.398185
RG065,medium,weighted,8.93431e-05,0.403515,0.192971,0.403515
RG065,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG065,low,pure,-0.0,0.349546,0.300907,0.349546
RG065,low,weighted,5.8856e-06,0.351118,0.297765,0.351118
RG065,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG066,high,pure,0.0,0.057714,0.471143,0.471143
RG066,high,weighted,0.0036323668,0.024365,0.487818,0.487818
RG066,high,clipped,0.0640051775,0.329,0.3355,0.3355
RG066,medium,pure,0.0,0.20363,0.398185,0.398185
RG066,medium,weighted,0.0015215096,0.161069,0.419465,0.419465
RG066,medium,clipped,0.0087259941,0.319367,0.340316,0.340316
RG066,low,pure,-0.0,0.300907,0.349546,0.349546
RG066,low,weighted,0.0001063723,0.287614,0.356193,0.356193
RG066,low,clipped,0.0004416434,0.328508,0.335746,0.335746
RG067,high,pure,0.0,0.471143,0.057714,0.471143
RG067,high,weighted,0.0279535831,0.297713,0.012764,0.689523
RG067,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG067,medium,pure,0.0,0.398185,0.20363,0.398185
RG067,medium,weighted,0.0058252549,0.374059,0.136796,0.489145
RG067,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG067,low,pure,-0.0,0.349546,0.300907,0.349546
RG067,low,weighted,0.0003650856,0.349591,0.279224,0.371184
RG067,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG068,high,pure,0.0,0.471143,0.057714,0.471143
RG068,high,weighted,0.0275951832,0.275251,0.024896,0.699853
RG068,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG068,medium,pure,0.0,0.398185,0.20363,0.398185
RG068,medium,weighted,0.0034799435,0.355693,0.165106,0.4792
RG068,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG068,low,pure,-0.0,0.349546,0.300907,0.349546
RG068,low,weighted,0.0001776997,0.343491,0.289364,0.367144
RG068,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG069,high,pure,0.0,0.057714,0.471143,0.471143
RG069,high,weighted,0.0183232685,0.000946,0.499527,0.499527
RG069,high,clipped,0.0640051775,0.329,0.3355,0.3355
RG069,medium,pure,-0.0,0.20363,0.398185,0.398185
RG069,medium,weighted,0.0222703052,0.063245,0.468377,0.468377
RG069,medium,clipped,0.0087259941,0.319367,0.340316,0.340316
RG069,low,pure,-0.0,0.300907,0.349546,0.349546
RG069,low,weighted,0.0021790793,0.242227,0.378886,0.378886
RG069,low,clipped,0.0004416434,0.328508,0.335746,0.335746
RG070,high,pure,0.0,0.471143,0.057714,0.471143
RG070,high,weighted,0.0370425077,0.376352,0.247297,0.376352
RG070,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG070,medium,pure,-0.0,0.398185,0.20363,0.398185
RG070,medium,weighted,0.006710965,0.347889,0.304223,0.347889
RG070,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG070,low,pure,-0.0,0.349546,0.300907,0.349546
RG070,low,weighted,0.0003864905,0.336646,0.326708,0.336646
RG070,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG071,high,pure,0.0,0.057714,0.471143,0.471143
RG071,high,weighted,0.0279535831,0.012764,0.689523,0.297713
RG071,high,clipped,0.0640051775,0.329,0.3355,0.3355
RG071,medium,pure,0.0,0.20363,0.398185,0.398185
RG071,medium,weighted,0.0058252549,0.136796,0.489145,0.374059
RG071,medium,clipped,0.0087259941,0.319367,0.340316,0.340316
RG071,low,pure,0.0,0.300907,0.349546,0.349546
RG071,low,weighted,0.0003650856,0.279224,0.371184,0.349591
RG071,low,clipped,0.0004416434,0.328508,0.335746,0.335746
RG072,high,pure,-0.0,0.471143,0.057714,0.471143
RG072,high,weighted,0.0036323668,0.487818,0.024365,0.487818
RG072,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG072,medium,pure,0.0,0.398185,0.20363,0.398185
RG072,medium,weighted,0.0015215096,0.419465,0.161069,0.419465
RG072,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG072,low,pure,0.0,0.349546,0.300907,0.349546
RG072,low,weighted,0.0001063723,0.356193,0.287614,0.356193
RG072,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG073,high,pure,0.0,0.471143,0.471143,0.057714
RG073,high,weighted,0.0074521436,0.493055,0.493055,0.01389
RG073,high,clipped,0.0640051775,0.3355,0.3355,0.329
RG073,medium,pure,0.0,0.398185,0.398185,0.20363
RG073,medium,weighted,0.0038390061,0.431071,0.431071,0.137859
RG073,medium,clipped,0.0087259941,0.340316,0.340316,0.319367
RG073,low,pure,-0.0,0.349546,0.349546,0.300907
RG073,low,weighted,0.0002830402,0.360343,0.360343,0.279315
RG073,low,clipped,0.0004416434,0.335746,0.335746,0.328508
RG074,high,pure,-0.0,0.471143,0.057714,0.471143
RG074,high,weighted,0.0275951832,0.275251,0.024896,0.699853
RG074,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG074,medium,pure,0.0,0.398185,0.20363,0.398185
RG074,medium,weighted,0.0034799435,0.355693,0.165106,0.4792
RG074,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG074,low,pure,0.0,0.349546,0.300907,0.349546
RG074,low,weighted,0.0001776997,0.343491,0.289364,0.367144
RG074,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG075,high,pure,-0.0,0.471143,0.057714,0.471143
RG075,high,weighted,0.0279535831,0.297713,0.012764,0.689523
RG075,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG075,medium,pure,0.0,0.398185,0.20363,0.398185
RG075,medium,weighted,0.0058252549,0.374059,0.136796,0.489145
RG075,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG075,low,pure,0.0,0.349546,0.300907,0.349546
RG075,low,weighted,0.0003650856,0.349591,0.279224,0.371184
RG075,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG076,high,pure,0.0,0.471143,0.471143,0.057714
RG076,high,weighted,0.0275951832,0.275251,0.699853,0.024896
RG076,high,clipped,0.0640051775,0.3355,0.3355,0.329
RG076,medium,pure,0.0,0.398185,0.398185,0.20363
RG076,medium,weighted,0.0034799435,0.355693,0.4792,0.165106
RG076,medium,clipped,0.0087259941,0.340316,0.340316,0.319367
RG076,low,pure,-0.0,0.349546,0.349546,0.300907
RG076,low,weighted,0.0001776997,0.343491,0.367144,0.289364
RG076,low,clipped,0.0004416434,0.335746,0.335746,0.328508
RG077,high,pure,-0.0,0.057714,0.471143,0.471143
RG077,high,weighted,0.0279535831,0.012764,0.689523,0.297713
RG077,high,clipped,0.0640051775,0.329,0.3355,0.3355
RG077,medium,pure,0.0,0.20363,0.398185,0.398185
RG077,medium,weighted,0.0058252549,0.136796,0.489145,0.374059
RG077,medium,clipped,0.0087259941,0.319367,0.340316,0.340316
RG077,low,pure,-0.0,0.300907,0.349546,0.349546
RG077,low,weighted,0.0003650856,0.279224,0.371184,0.349591
RG077,low,clipped,0.0004416434,0.328508,0.335746,0.335746
RG078,high,pure,-0.0,0.471143,0.057714,0.471143
RG078,high,weighted,0.0293987182,0.244669,0.056269,0.699063
RG078,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG078,medium,pure,0.0,0.398185,0.20363,0.398185
RG078,medium,weighted,0.0027709814,0.330718,0.206817,0.462465
RG078,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG078,low,pure,0.0,0.349546,0.300907,0.349546
RG078,low,weighted,0.0001236381,0.335771,0.302338,0.361892
RG078,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG079,high,pure,0.0,0.471143,0.057714,0.471143
RG079,high,weighted,0.0275951832,0.275251,0.024896,0.699853
RG079,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG079,medium,pure,0.0,0.398185,0.20363,0.398185
RG079,medium,weighted,0.0034799435,0.355693,0.165106,0.4792
RG079,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG079,low,pure,-0.0,0.349546,0.300907,0.349546
RG079,low,weighted,0.0001776997,0.343491,0.289364,0.367144
RG079,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG080,high,pure,-0.0,0.471143,0.057714,0.471143
RG080,high,weighted,0.0017062277,0.48326,0.033481,0.48326
RG080,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG080,medium,pure,0.0,0.398185,0.20363,0.398185
RG080,medium,weighted,0.0006351028,0.412152,0.175696,0.412152
RG080,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG080,low,pure,0.0,0.349546,0.300907,0.349546
RG080,low,weighted,4.31352e-05,0.353789,0.292422,0.353789
RG080,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG081,high,pure,-0.0,0.471143,0.057714,0.471143
RG081,high,weighted,0.0074521436,0.493055,0.01389,0.493055
RG081,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG081,medium,pure,0.0,0.398185,0.20363,0.398185
RG081,medium,weighted,0.0038390061,0.431071,0.137859,0.431071
RG081,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG081,low,pure,0.0,0.349546,0.300907,0.349546
RG081,low,weighted,0.0002830402,0.360343,0.279315,0.360343
RG081,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG082,high,pure,0.0,0.471143,0.471143,0.057714
RG082,high,weighted,0.0675005571,0.15165,0.813474,0.034876
RG082,high,clipped,0.0640051775,0.3355,0.3355,0.329
RG082,medium,pure,0.0,0.398185,0.398185,0.20363
RG082,medium,weighted,0.0072516043,0.299818,0.512688,0.187494
RG082,medium,clipped,0.0087259941,0.340316,0.340316,0.319367
RG082,low,pure,-0.0,0.349546,0.349546,0.300907
RG082,low,weighted,0.0003216343,0.330275,0.372335,0.29739
RG082,low,clipped,0.0004416434,0.335746,0.335746,0.328508
RG083,high,pure,0.0,0.471143,0.057714,0.471143
RG083,high,weighted,0.0035304801,0.448435,0.10313,0.448435
RG083,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG083,medium,pure,-0.0,0.398185,0.20363,0.398185
RG083,medium,weighted,0.000868647,0.3809,0.2382,0.3809
RG083,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG083,low,pure,-0.0,0.349546,0.300907,0.349546
RG083,low,weighted,5.35985e-05,0.344776,0.310447,0.344776
RG083,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG084,high,pure,0.0,0.471143,0.057714,0.471143
RG084,high,weighted,0.0017062277,0.48326,0.033481,0.48326
RG084,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG084,medium,pure,-0.0,0.398185,0.20363,0.398185
RG084,medium,weighted,0.0006351028,0.412152,0.175696,0.412152
RG084,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG084,low,pure,-0.0,0.349546,0.300907,0.349546
RG084,low,weighted,4.31352e-05,0.353789,0.292422,0.353789
RG084,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG085,high,pure,0.0,0.471143,0.057714,0.471143
RG085,high,weighted,0.0074521436,0.493055,0.01389,0.493055
RG085,high,clipped,0.0640051775,0.3355,0.329,0.3355
RG085,medium,pure,-0.0,0.398185,0.20363,0.398185
RG085,medium,weighted,0.0038390061,0.431071,0.137859,0.431071
RG085,medium,clipped,0.0087259941,0.340316,0.319367,0.340316
RG085,low,pure,-0.0,0.349546,0.300907,0.349546
RG085,low,weighted,0.0002830402,0.360343,0.279315,0.360343
RG085,low,clipped,0.0004416434,0.335746,0.328508,0.335746
RG086,high,pure,0.0,0.333333,0.333333,0.333333
RG086,high,weighted,0.0471962382,0.181004,0.181004,0.637991
RG086,high,clipped,0.0,0.333333,0.333333,0.333333
RG086,medium,pure,0.0,0.333333,0.333333,0.333333
RG086,medium,weighted,0.0047425704,0.286093,0.286093,0.427813
RG086,medium,clipped,-0.0,0.333333,0.333333,0.333333
RG086,low,pure,0.0,0.333333,0.333333,0.333333
RG086,low,weighted,0.000227734,0.323199,0.323199,0.353601
RG086,low,clipped,0.0,0.333333,0.333333,0.333333
RG087,high,pure,0.0,0.333333,0.333333,0.333333
RG087,high,weighted,0.0097388611,0.265046,0.265046,0.469909
RG087,high,clipped,0.0,0.333333,0.333333,0.333333
RG087,medium,pure,0.0,0.333333,0.333333,0.333333
RG087,medium,weighted,0.0009552268,0.312433,0.312433,0.375134
RG087,medium,clipped,-0.0,0.333333,0.333333,0.333333
RG087,low,pure,0.0,0.333333,0.333333,0.333333
RG087,low,weighted,4.66947e-05,0.328762,0.328762,0.342475
RG087,low,clipped,0.0,0.333333,0.333333,0.333333
RG088,high,pure,0.0,0.333333,0.333333,0.333333
RG088,high,weighted,-0.0,0.333333,0.333333,0.333333
RG088,high,clipped,0.0,0.333333,0.333333,0.333333
RG088,medium,pure,0.0,0.333333,0.333333,0.333333
RG088,medium,weighted,-0.0,0.333333,0.333333,0.333333
RG088,medium,clipped,-0.0,0.333333,0.333333,0.333333
RG088,low,pure,0.0,0.333333,0.333333,0.333333
RG088,low,weighted,0.0,0.333333,0.333333,0.333333
RG088,low,clipped,0.0,0.333333,0.333333,0.333333
RG089,high,pure,0.0,0.333333,0.333333,0.333333
RG089,high,weighted,-0.0,0.333333,0.333333,0.333333
RG089,high,clipped,0.0,0.333333,0.333333,0.333333
RG089,medium,pure,0.0,0.333333,0.333333,0.333333
RG089,medium,weighted,-0.0,0.333333,0.333333,0.333333
RG089,medium,clipped,-0.0,0.333333,0.333333,0.333333
RG089,low,pure,0.0,0.333333,0.333333,0.333333
RG089,low,weighted,0.0,0.333333,0.333333,0.333333
RG089,low,clipped,-0.0,0.333333,0.333333,0.333333
RG090,high,pure,0.0,0.333333,0.333333,0.333333
RG090,high,weighted,0.0097388611,0.265046,0.469909,0.265046
RG090,high,clipped,0.0,0.333333,0.333333,0.333333
RG090,medium,pure,-0.0,0.333333,0.333333,0.333333
RG090,medium,weighted,0.0009552268,0.312433,0.375134,0.312433
RG090,medium,clipped,0.0,0.333333,0.333333,0.333333
RG090,low,pure,0.0,0.333333,0.333333,0.333333
RG090,low,weighted,4.66947e-05,0.328762,0.342475,0.328762
RG090,low,clipped,-0.0,0.333333,0.333333,0.333333
RG091,high,pure,0.0,0.333333,0.333333,0.333333
RG091,high,weighted,0.0097388611,0.265046,0.265046,0.469909
RG091,high,clipped,0.0,0.333333,0.333333,0.333333
RG091,medium,pure,0.0,0.333333,0.333333,0.333333
RG091,medium,weighted,0.0009552268,0.312433,0.312433,0.375134
RG091,medium,clipped,-0.0,0.333333,0.333333,0.333333
RG091,low,pure,0.0,0.333333,0.333333,0.333333
RG091,low,weighted,4.66947e-05,0.328762,0.328762,0.342475
RG091,low,clipped,0.0,0.333333,0.333333,0.333333
RG092,high,pure,0.0,0.333333,0.333333,0.333333
RG092,high,weighted,0.0097388611,0.265046,0.265046,0.469909
RG092,high,clipped,0.0,0.333333,0.333333,0.333333
RG092,medium,pure,0.0,0.333333,0.333333,0.333333
RG092,medium,weighted,0.0009552268,0.312433,0.312433,0.375134
RG092,medium,clipped,-0.0,0.333333,0.333333,0.333333
RG092,low,pure,0.0,0.333333,0.333333,0.333333
RG092,low,weighted,4.66947e-05,0.328762,0.328762,0.342475
RG092,low,clipped,-0.0,0.333333,0.333333,0.333333
RG093,high,pure,0.0,0.333333,0.333333,0.333333
RG093,high,weighted,0.0471962382,0.181004,0.181004,0.637991
RG093,high,clipped,0.0,0.333333,0.333333,0.333333
RG093,medium,pure,0.0,0.333333,0.333333,0.333333
RG093,medium,weighted,0.0047425704,0.286093,0.286093,0.427813
RG093,medium,clipped,-0.0,0.333333,0.333333,0.333333
RG093,low,pure,0.0,0.333333,0.333333,0.333333
RG093,low,weighted,0.000227734,0.323199,0.323199,0.353601
RG093,low,clipped,-0.0,0.333333,0.333333,0.333333
RG094,high,pure,0.0,0.333333,0.333333,0.333333
RG094,high,weighted,0.0096214037,0.210312,0.394844,0.394844
RG094,high,clipped,0.0,0.333333,0.333333,0.333333
RG094,medium,pure,0.0,0.333333,0.333333,0.333333
RG094,medium,weighted,0.0010836406,0.290217,0.354892,0.354892
RG094,medium,clipped,-0.0,0.333333,0.333333,0.333333
RG094,low,pure,0.0,0.333333,0.333333,0.333333
RG094,low,weighted,5.56967e-05,0.32342,0.33829,0.33829
RG094,low,clipped,0.0,0.333333,0.333333,0.333333
RG095,high,pure,0.0,0.333333,0.333333,0.333333
RG095,high,weighted,0.0096214037,0.210312,0.394844,0.394844
RG095,high,clipped,0.0,0.333333,0.333333,0.333333
RG095,medium,pure,0.0,0.333333,0.333333,0.333333
RG095,medium,weighted,0.0010836406,0.290217,0.354892,0.354892
RG095,medium,clipped,-0.0,0.333333,0.333333,0.333333
RG095,low,pure,0.0,0.333333,0.333333,0.333333
RG095,low,weighted,5.56967e-05,0.32342,0.33829,0.33829
RG095,low,clipped,-0.0,0.333333,0.333333,0.333333
RG096,high,pure,0.0,0.333333,0.333333,0.333333
RG096,high,weighted,0.0370016397,0.141486,0.284886,0.573628
RG096,high,clipped,0.0,0.333333,0.333333,0.333333
RG096,medium,pure,0.0,0.333333,0.333333,0.333333
RG096,medium,weighted,0.0041211332,0.262176,0.32785,0.409974
RG096,medium,clipped,-0.0,0.333333,0.333333,0.333333
RG096,low,pure,0.0,0.333333,0.333333,0.333333
RG096,low,weighted,0.000207762,0.316831,0.333056,0.350113
RG096,low,clipped,0.0,0.333333,0.333333,0.333333
RG097,high,pure,0.0,0.333333,0.333333,0.333333
RG097,high,weighted,0.0096214037,0.210312,0.394844,0.394844
RG097,high,clipped,0.0,0.333333,0.333333,0.333333
RG097,medium,pure,0.0,0.333333,0.333333,0.333333
RG097,medium,weighted,0.0010836406,0.290217,0.354892,0.354892
RG097,medium,clipped,-0.0,0.333333,0.333333,0.333333
RG097,low,pure,0.0,0.333333,0.333333,0.333333
RG097,low,weighted,5.56967e-05,0.32342,0.33829,0.33829
RG097,low,clipped,0.0,0.333333,0.333333,0.333333
RG098,high,pure,0.0,0.013192,0.879119,0.107689
RG098,high,weighted,0.0147672947,0.000621,0.965813,0.033565
RG098,high,clipped,0.0913835538,0.229302,0.536386,0.234312
RG098,medium,pure,0.0,0.147511,0.564041,0.288448
RG098,medium,weighted,0.0125114395,0.066527,0.695589,0.237883
RG098,medium,clipped,0.016462987,0.279749,0.412482,0.30777
RG098,low,pure,-0.0,0.284815,0.384332,0.330853
RG098,low,weighted,0.0010111924,0.24883,0.420391,0.330779
RG098,low,clipped,0.0008859279,0.318617,0.349562,0.331821
RG099,high,pure,0.0,0.013192,0.879119,0.107689
RG099,high,weighted,0.0090711823,0.000373,0.945968,0.053659
RG099,high,clipped,0.0913835538,0.229302,0.536386,0.234312
RG099,medium,pure,0.0,0.147511,0.564041,0.288448
RG099,medium,weighted,0.0135439073,0.055199,0.674899,0.269902
RG099,medium,clipped,0.016462987,0.279749,0.412482,0.30777
RG099,low,pure,0.0,0.284815,0.384332,0.330853
RG099,low,weighted,0.0013966854,0.23951,0.419042,0.341449
RG099,low,clipped,0.0008859279,0.318617,0.349562,0.331821
RG100,high,pure,0.0,0.333333,0.333333,0.333333
RG100,high,weighted,0.0370016397,0.284886,0.141486,0.573628
RG100,high,clipped,0.0,0.333333,0.333333,0.333333
RG100,medium,pure,0.0,0.333333,0.333333,0.333333
RG100,medium,weighted,0.0041211332,0.32785,0.262176,0.409974
RG100,medium,clipped,-0.0,0.333333,0.333333,0.333333
RG100,low,pure,0.0,0.333333,0.333333,0.333333
RG100,low,weighted,0.000207762,0.333056,0.316831,0.350113
RG100,low,clipped,0.0,0.333333,0.333333,0.333333
RG101,high,pure,0.0,0.333333,0.333333,0.333333
RG101,high,weighted,0.0096214037,0.394844,0.394844,0.210312
RG101,high,clipped,0.0,0.333333,0.333333,0.333333
